2014-Mar-28_10-10-04,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,
2014-Mar-28_10-10-20,10-10-20.4,12.425,1.554,0,0,-0.001,-0.008,-0.008,0,0,0,0,12.34,25.918,0,0,0,0,0,12.305,28.98,0,0,0,0,0,12.34,23.813,0,0,0,0,0,11.602,24.387,0,0,0,0,11.883,28.789,1,1,0,0,0,1,0,207.621,310.148,-0.002,96.608,0,0,1702126404,0.05,10.03,1,T)?d,
2014-Mar-28_10-10-20,10-10-20.5,12.019,12.936,0,0,-0.001,-0.008,-0.008,0,0,0,0,11.988,25.918,0,0,0,0,0,11.988,29.363,0,0,0,0,0,11.988,24.004,0,0,0,0,0,12.164,24.578,0,0,0,0,12.234,27.258,1,1,0,0,0,1,0,204.947,310.781,-0.002,98.778,0,0,1702126405,0.05,10.123,1,/?2,
2014-Mar-28_10-10-20,10-10-20.5,12.019,12.936,0,0,-0.001,-0.008,-0.008,0,0,0,0,11.988,25.918,0,0,0,0,0,11.988,29.363,0,0,0,0,0,11.988,24.004,0,0,0,0,0,12.164,24.578,0,0,0,0,12.234,27.258,1,1,0,0,0,1,0,204.947,310.781,-0.002,98.778,0,0,1702126405,0.05,10.123,1,}n,
2014-Mar-28_10-10-20,10-10-20.6,12.122,12.201,0,0,-0.001,-0.008,-0.008,0,0,0,0,11.953,25.727,0,0,0,0,0,11.988,28.789,0,0,0,0,0,11.988,24.004,0,0,0,0,0,12.164,24.387,0,0,0,0,12.27,28.023,1,1,0,0,0,1,0,194.25,311.305,0.003,95.237,0,0,1702126406,0.05,10.213,1,?[B,
2014-Mar-28_10-10-20,10-10-20.7,12.096,10.366,0,0,-0.001,-0.008,-0.008,0,0,0,0,11.953,26.301,0,0,0,0,0,11.918,28.98,0,0,0,0,0,11.953,23.813,0,0,0,0,0,12.129,24.77,0,0,0,0,12.305,28.406,1,1,0,0,0,1,0,202.273,311.687,-0.002,95.922,0,0,1702126407,0.05,10.304,1,??n3,
2014-Mar-28_10-10-20,10-10-20.7,12.096,10.366,0,0,-0.001,-0.008,-0.008,0,0,0,0,11.953,26.301,0,0,0,0,0,11.918,28.98,0,0,0,0,0,11.953,23.813,0,0,0,0,0,12.129,24.77,0,0,0,0,12.305,28.406,1,1,0,0,0,1,0,202.273,311.687,-0.002,95.922,0,0,1702126407,0.05,10.304,1,?M?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Mar-28_10-10-20,10-10-20.8,12.036,11.1,0,0,-0.001,-0.008,-0.008,0,0,0,0,12.023,25.918,0,0,0,0,0,11.953,29.363,0,0,0,0,0,12.023,24.195,0,0,0,0,0,12.129,24.195,0,0,0,0,12.305,27.832,1,1,0,0,0,1,0,194.25,312.331,0.003,101.177,0,0,1702126408,0.05,10.395,1,??r?,
2014-Mar-28_10-10-20,10-10-20.8,12.01,13.303,0,0,-0.001,-0.008,-0.008,0,0,0,0,11.988,26.301,0,0,0,0,0,11.953,29.172,0,0,0,0,0,11.988,24.004,0,0,0,0,0,12.129,24.77,0,0,0,0,12.234,27.641,1,1,0,0,0,1,0,199.598,312.743,0.003,97.179,0,0,1702126409,0.05,10.485,1,?d?,
2014-Mar-28_10-10-20,10-10-20.9,12.079,9.631,0,0,-0.001,0.189,-0.211,0,0,0,0,11.918,26.109,0,0,0,0,0,11.953,28.98,0,0,0,0,0,11.918,24.004,0,0,0,0,0,12.164,24.77,0,0,0,0,12.199,27.641,1,1,0,0,0,1,0,202.273,313.091,-0.002,98.207,0,0,1702126410,0.05,10.575,1,??B?,
2014-Mar-28_10-10-21,10-10-21.0,12.079,9.631,0,0,-0.001,0.189,-0.211,0,0,0,0,11.918,26.109,0,0,0,0,0,11.953,28.98,0,0,0,0,0,11.918,24.004,0,0,0,0,0,12.164,24.77,0,0,0,0,12.199,27.641,1,1,0,0,0,1,0,202.273,313.091,-0.002,98.207,0,0,1702126410,0.05,10.575,1,O#,
2014-Mar-28_10-10-21,10-10-21.0,12.027,10.733,0,0,-0.001,-0.039,-0.109,0,0,0,0,12.023,26.492,0,0,0,0,0,11.883,29.172,0,0,0,0,0,12.023,24.004,0,0,0,0,0,12.023,24.195,0,0,0,0,12.234,27.832,1,1,0,0,0,1,0,202.273,313.619,-0.002,102.32,0,0,1702126411,0.05,10.666,1,??H,
2014-Mar-28_10-10-21,10-10-21.1,11.984,12.201,-0.001,0,-0.001,0,-0.008,0,0,0,0,11.988,25.727,0,0,0,0,0,11.883,29.363,0,0,0,0,0,11.988,24.195,0,0,0,0,0,12.023,25.152,0,0,0,0,12.234,28.215,1,1,0,0,0,1,0,202.273,314.035,0.003,97.979,0,0,1702126412,0.05,10.757,1,?7Nc,
2014-Mar-28_10-10-21,10-10-21.2,11.984,12.201,-0.001,0,-0.001,0,-0.008,0,0,0,0,11.988,25.727,0,0,0,0,0,11.883,29.363,0,0,0,0,0,11.988,24.195,0,0,0,0,0,12.023,25.152,0,0,0,0,12.234,28.215,1,1,0,0,0,1,0,202.273,314.035,0.003,97.979,0,0,1702126412,0.05,10.757,1,5?Y,
2014-Mar-28_10-10-21,10-10-21.2,12.062,11.834,-0.005,0.068,0.002,-0.031,-0.141,0,0,0,0,11.918,25.918,0,0,0,0,0,11.918,29.172,0,0,-0.383,0,0,11.918,23.621,0,0,0,0,0,12.094,24.578,0,0,0,0,12.199,28.023,1,1,0,0,0,1,0,199.598,314.322,0.003,97.75,0,0,1702126413,0.05,10.847,1,Kr?&,
2014-Mar-28_10-10-21,10-10-21.3,11.967,12.201,0,0.895,0.007,0,-0.461,-0.123,-1.461,4.406,0,11.742,25.918,0,0.142,1.645,5.719,0,11.637,29.172,0,-0.142,-1.688,4.801,0.003,11.883,24.195,0,0.144,1.941,4.934,-0.003,11.883,24.77,0,0,0,0,12.164,27.832,1,1,0,0,0,1,0,199.598,314.777,-0.002,103.919,0,0,1702126414,0.05,10.937,1,??z,
2014-Mar-28_10-10-21,10-10-21.3,11.967,12.201,0,0.895,0.007,0,-0.461,-0.123,-1.461,4.406,0,11.742,25.918,0,0.142,1.645,5.719,0,11.637,29.172,0,-0.142,-1.688,4.801,0.003,11.883,24.195,0,0.144,1.941,4.934,-0.003,11.883,24.77,0,0,0,0,12.164,27.832,1,1,0,0,0,1,0,199.598,314.777,-0.002,103.919,0,0,1702126414,0.05,10.937,1,L???,
2014-Mar-28_10-10-21,10-10-21.4,11.846,16.974,-0.009,1,0.017,-0.031,-1,-0.214,-2.508,4.406,0.038,11.777,25.727,0,0.232,2.684,6.113,-0.022,11.566,29.172,0,-0.255,-2.992,4.934,0.047,11.777,24.195,0,0.231,2.734,5.984,-0.044,11.813,24.387,0,0,0,0,12.094,27.449,1,1,0,0,0,1,0,202.273,315.24,0.003,98.321,0,0,1702126415,0.05,11.028,1,,9
2014-Mar-28_10-10-21,10-10-21.5,11.889,15.506,-0.012,1,0.017,-0.008,-1,-0.291,-3.41,4.801,0.119,11.637,26.109,0,0.335,3.84,5.984,-0.122,11.496,28.98,0,-0.335,-3.914,5.852,0.135,11.637,24.195,0,0.331,3.887,5.719,-0.132,11.707,24.387,0,0,0,0,11.918,28.789,1,1,0,0,0,1,0,207.621,315.382,-0.002,98.893,0,0,1702126416,0.05,11.119,1,??H,
