2014-Mar-28_10-10-04,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,,
2014-Mar-28_13-23-47,13-23-47.7,12.071,8.53,0,0,-0.001,-0.008,0,0,0,0,-0.006,12.059,23.813,0,0,0,0,0.016,11.988,26.875,0,0,0,0,0.013,12.059,21.707,0,0,0,0,-0.016,12.164,22.09,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,1919.164,-279.898,0.003,24.52,0,0,3529,0.1,10.137,1,,,
lf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Mar-28_13-23-47,13-23-47.9,12.071,8.163,0,0,-0.001,-0.008,0,0,0,0,-0.006,12.023,23.621,0,0,0,0,0.016,11.953,26.875,0,0,0,0,0.013,12.023,21.898,0,0,0,0,-0.016,12.164,22.664,0,0,0,0,12.305,26.109,1,1,0,0,0,1,0,1916.49,-279.935,0.013,24.177,0,0,3531,0.1,10.414,1,?$??,,
2014-Mar-28_13-23-48,13-23-48.0,12.071,8.163,0,0,-0.001,-0.008,0,0,0,0,-0.006,12.023,23.621,0,0,0,0,0.016,11.953,26.875,0,0,0,0,0.013,12.023,21.898,0,0,0,0,-0.016,12.164,22.664,0,0,0,0,12.305,26.109,1,1,0,0,0,1,0,1916.49,-279.935,0.013,24.177,0,0,3531,0.1,10.414,1,Cb?,,
2014-Mar-28_13-23-48,13-23-48.1,12.096,9.264,0,0,-0.001,-0.008,0,0,0,0,-0.006,11.988,24.195,0,0,0,0,0.016,11.988,27.258,0,0,0,0,0.013,12.023,22.473,0,0,0,0,-0.016,12.129,22.664,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,1916.49,-279.984,-0.007,23.035,0,0,3532,0.1,10.554,1,"XL?
2014-Mar-28_13-23-48,13-23-48.2,12.062,9.264,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.023,23.813,0,0.000,0.000,0.000,0.016,11.988,27.258,0,0.000,0.000,0.000,0.013,12.023,22.281,0,0.000,0.000,0.000,-0.016,12.164,22.281,0,0.000,0.000,0.000,12.270,26.301,1,1,0,0,0,1,0,1916.490,-280.030,0.003,22.463,0.000,0.000,3533,0.100,10.693,1,?o}
2014-Mar-28_13-23-48,13-23-48.3,12.062,10.733,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.621,0,0.000,0.000,0.000,0.016,11.953,26.492,0,0.000,0.000,0.000,0.013,12.023,22.090,0,0.000,0.000,0.000,-0.016,12.129,22.090,0,0.000,0.000,0.000,12.234,27.258,1,1,0,0,0,1,0,1916.490,-280.046,-0.002,23.720,0.000,0.000,3534,0.100,10.833,1,7??
2014-Mar-28_13-23-48,13-23-48.5,12.079,7.061,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.813,0,0.000,0.000,0.000,0.016,11.988,26.684,0,0.000,0.000,0.000,0.013,11.988,22.281,0,0.000,0.000,0.000,-0.016,12.129,22.281,0,0.000,0.000,0.000,12.234,26.301,1,1,0,0,0,1,0,1916.490,-280.118,0.008,23.492,0.000,0.000,3535,0.100,10.972,1,???}
2014-Mar-28_13-23-48,13-23-48.6,12.079,7.061,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.813,0,0.000,0.000,0.000,0.016,11.988,26.684,0,0.000,0.000,0.000,0.013,11.988,22.281,0,0.000,0.000,0.000,-0.016,12.129,22.281,0,0.000,0.000,0.000,12.234,26.301,1,1,0,0,0,1,0,1916.490,-280.118,0.008,23.492,0.000,0.000,3535,0.100,10.972,1,G???
2014-Mar-28_13-23-48,13-23-48.7,12.071,9.264,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.813,0,0.000,0.000,0.000,0.016,11.953,26.875,0,0.000,0.000,0.000,0.013,12.023,22.664,0,0.000,0.000,0.000,-0.016,12.059,23.238,0,0.000,0.000,0.000,12.270,26.684,1,1,0,0,0,1,0,1916.490,-280.174,-0.002,23.606,0.000,0.000,3536,0.100,11.111,1,?;?
2014-Mar-28_13-23-48,13-23-48.8,12.079,7.061,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.621,0,0.000,0.000,0.000,0.016,11.988,27.258,0,0.000,0.000,0.000,0.013,11.988,22.281,0,0.000,0.000,0.000,-0.016,12.164,22.473,0,0.000,0.000,0.000,12.270,26.492,1,1,0,0,0,1,0,1913.816,-280.203,-0.002,23.949,0.000,0.000,3537,0.100,11.249,1,&L|,
2014-Mar-28_13-23-48,13-23-48.9,12.053,7.796,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.023,23.813,0,0.000,0.000,0.000,0.016,11.953,26.492,0,0.000,0.000,0.000,0.013,12.023,22.090,0,0.000,0.000,0.000,-0.016,12.129,22.281,0,0.000,0.000,0.000,12.270,26.109,1,1,0,0,0,1,0,1916.490,-280.302,0.003,24.291,0.000,0.000,3538,0.100,11.389,1,?e??
2014-Mar-28_13-23-49,13-23-49.0,12.088,9.264,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.813,0,0.000,0.000,0.000,0.016,11.988,27.066,0,0.000,0.000,0.000,0.013,12.023,22.090,0,0.000,0.000,0.000,-0.016,12.164,22.473,0,0.000,0.000,0.000,12.234,26.109,1,1,0,0,0,1,0,1913.816,-280.338,-0.002,23.149,0.000,0.000,3539,0.100,11.528,1,???9
2014-Mar-28_13-23-49,13-23-49.1,12.088,9.264,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.813,0,0.000,0.000,0.000,0.016,11.988,27.066,0,0.000,0.000,0.000,0.013,12.023,22.090,0,0.000,0.000,0.000,-0.016,12.164,22.473,0,0.000,0.000,0.000,12.234,26.109,1,1,0,0,0,1,0,1913.816,-280.338,-0.002,23.149,0.000,0.000,3539,0.100,11.528,1,???)
2014-Mar-28_13-23-49,13-23-49.2,12.045,8.163,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.430,0,0.000,0.000,0.000,0.016,11.918,26.875,0,0.000,0.000,0.000,0.013,11.988,22.090,0,0.000,0.000,0.000,-0.016,12.129,22.090,0,0.000,0.000,0.000,12.199,26.492,1,1,0,0,0,1,0,1916.490,-280.393,0.003,23.149,0.000,0.000,3540,0.100,11.668,1,+?(.
2014-Mar-28_13-23-49,13-23-49.3,12.045,8.897,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.621,0,0.000,0.000,0.000,0.016,11.988,26.875,0,0.000,0.000,0.000,0.013,11.988,22.090,0,0.000,0.000,0.000,-0.016,12.129,21.898,0,0.000,0.000,0.000,12.270,26.492,1,1,0,0,0,1,0,1916.490,-280.450,0.003,23.834,0.000,0.000,3541,0.100,11.807,1,@?h
2014-Mar-28_13-23-49,13-23-49.4,12.053,8.163,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.953,24.004,0,0.000,0.000,0.000,0.016,11.918,27.066,0,0.000,0.000,0.000,0.013,11.988,22.473,0,0.000,0.000,0.000,-0.016,12.129,22.473,0,0.000,0.000,0.000,12.199,25.727,1,1,0,0,0,1,0,1913.816,-280.503,-0.002,23.949,0.000,0.000,3542,0.100,11.947,1,?X?
2014-Mar-28_13-23-49,13-23-49.6,12.027,8.163,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,24.195,0,0.000,0.000,0.000,0.016,11.918,26.875,0,0.000,0.000,0.000,0.013,12.023,22.281,0,0.000,0.000,0.000,-0.016,12.059,22.281,0,0.000,0.000,0.000,12.234,26.109,1,1,0,0,0,1,0,1916.490,-280.535,0.003,24.177,0.000,0.000,3543,0.100,12.087,1,????
2014-Mar-28_13-23-49,13-23-49.7,12.027,8.163,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,24.195,0,0.000,0.000,0.000,0.016,11.918,26.875,0,0.000,0.000,0.000,0.013,12.023,22.281,0,0.000,0.000,0.000,-0.016,12.059,22.281,0,0.000,0.000,0.000,12.234,26.109,1,1,0,0,0,1,0,1916.490,-280.535,0.003,24.177,0.000,0.000,3543,0.100,12.087,1,??kh
2014-Mar-28_13-23-54,13-23-54.8,12.321,1.554,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.234,23.813,0,0.000,0.000,0.000,0.016,12.234,27.066,0,0.000,0.000,0.000,0.009,12.270,21.898,0,0.000,0.000,0.000,-0.016,11.988,22.281,0,0.000,0.000,0.000,12.059,26.684,1,1,0,0,0,1,0,1731.964,-282.225,-0.002,23.377,0.000,0.000,3582,0.100,10.031,1,?H??
2014-Mar-28_13-23-54,13-23-54.9,12.096,8.163,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.059,23.430,0,0.000,0.000,0.000,0.016,12.023,27.066,0,0.000,0.000,0.000,0.009,12.059,22.281,0,0.000,0.000,0.000,-0.016,12.164,22.473,0,0.000,0.000,0.000,12.305,25.727,1,1,0,0,0,1,0,1916.490,-282.304,-0.002,24.748,0.000,0.000,3583,0.100,10.172,1,]??
2014-Mar-28_13-23-55,13-23-55.0,12.088,8.530,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.023,23.813,0,0.000,0.000,0.000,0.016,11.953,26.875,0,0.000,0.000,0.000,0.009,12.059,22.090,0,0.000,0.000,0.000,-0.016,12.129,22.664,0,0.000,0.000,0.000,12.270,26.684,1,1,0,0,0,1,0,1916.490,-282.357,0.008,24.177,0.000,0.000,3584,0.100,10.311,1,69?R
2014-Mar-28_13-23-55,13-23-55.1,12.088,8.530,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.023,23.813,0,0.000,0.000,0.000,0.016,11.953,26.875,0,0.000,0.000,0.000,0.009,12.059,22.090,0,0.000,0.000,0.000,-0.016,12.129,22.664,0,0.000,0.000,0.000,12.270,26.684,1,1,0,0,0,1,0,1916.490,-282.357,0.008,24.177,0.000,0.000,3584,0.100,10.311,1,?zJ?
2014-Mar-28_13-23-55,13-23-55.2,12.105,7.061,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.813,0,0.000,0.000,0.000,0.016,11.988,26.875,0,0.000,0.000,0.000,0.009,12.023,22.090,0,0.000,0.000,0.000,-0.016,12.164,22.281,0,0.000,0.000,0.000,12.270,26.492,1,1,0,0,0,1,0,1913.816,-282.405,-0.002,25.091,0.000,0.000,3585,0.100,10.449,1,????
2014-Mar-28_13-23-55,13-23-55.3,12.062,8.530,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.988,23.621,0,0.000,0.000,0.000,0.016,11.953,26.875,0,0.000,0.000,0.000,0.009,12.023,22.855,0,0.000,0.000,0.000,-0.016,12.129,21.707,0,0.000,0.000,0.000,12.305,25.727,1,1,0,0,0,1,0,1913.816,-282.474,0.003,29.204,0.000,0.000,3586,0.100,10.589,1,??1
2014-Mar-28_13-23-55,13-23-55.7,12.053,8.163,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.023,24.004,0,0.000,0.000,0.000,0.016,11.918,26.875,0,0.000,0.000,0.000,0.009,11.988,21.516,0,0.000,0.000,0.000,-0.016,12.129,22.473,0,0.000,0.000,0.000,12.234,25.918,1,1,0,0,0,1,0,1916.490,-282.553,-0.007,28.518,0.000,0.000,3588,0.100,10.867,1,?L??
2014-Mar-28_13-23-55,13-23-55.8,12.088,10.733,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,11.953,23.813,0,0.000,0.000,0.000,0.016,11.988,26.684,0,0.000,0.000,0.000,0.009,11.988,22.090,0,0.000,0.000,0.000,-0.016,12.164,22.090,0,0.000,0.000,0.000,12.270,26.492,1,1,0,0,0,1,0,1911.142,-282.598,-0.002,25.319,0.000,0.000,3589,0.100,11.007,1,x?N
2014-Mar-28_13-23-55,13-23-55.9,12.053,7.796,0.000,0.000,-0.001,-0.008,0.000,0.000,0.000,0.000,-0.006,12.023,23.813,0,0.000,0.000,0.000,0.016,11.918,26.875,0,0.000,0.000,0.000,0.009,11.988,22.090,0,0.000,0.000,0.000,-0.016,12.129,22.855,0,0.000,0.000,0.000,12.270,25.918,1,1,0,0,0,1,0,1913.816,-282.658,0.003,29.432,0.000,0.000,3590,0.100,11.146,1,A?",,
2014-Mar-28_13-23-56,13-23-56.0,12.071,9.264,0,0,-0.001,-0.008,0,0,0,0,-0.006,11.953,23.813,0,0,0,0,0.016,11.953,26.684,0,0,0,0,0.009,11.988,22.855,0,0,0,0,-0.016,12.129,22.664,0,0,0,0,12.234,26.492,1,1,0,0,0,1,0,1913.816,-282.687,0.008,25.548,0,0,3591,0.1,11.285,1,o?4,,
2014-Mar-28_13-23-56,13-23-56.1,12.045,9.264,0,0,-0.001,-0.008,0,0,0,0,-0.006,12.023,23.238,0,0,0,0,0.016,11.883,26.684,0,0,0,0,0.009,11.988,22.09,0,0,0,0,-0.016,12.094,22.281,0,0,0,0,12.234,26.109,1,1,0,0,0,1,0,1911.142,-282.667,-0.002,30.46,0,0,3592,0.1,11.425,1,]Z|,,
2014-Mar-28_13-23-56,13-23-56.2,12.045,9.264,0,0,-0.001,-0.008,0,0,0,0,-0.006,12.023,23.238,0,0,0,0,0.016,11.883,26.684,0,0,0,0,0.009,11.988,22.09,0,0,0,0,-0.016,12.094,22.281,0,0,0,0,12.234,26.109,1,1,0,0,0,1,0,1911.142,-282.667,-0.002,30.46,0,0,3592,0.1,11.425,1,K??,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Mar-28_13-23-56,13-23-56.3,12.062,8.897,0,0,-0.001,-0.008,0,0,0,0,-0.006,11.953,24.004,0,0,0,0,0.016,11.953,27.066,0,0,0,0,0.009,11.988,22.09,0,0,0,0,-0.016,12.094,22.281,0,0,0,0,12.199,26.684,1,1,0,0,0,1,0,1916.49,-282.703,0.003,26.576,0,0,3593,0.1,11.566,1,??:?,,
