2014-Feb-17_21-46-32,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left Out Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,Low Transducer(PSI),High Transducer(PSI),Left Talon,Right Talon,Packet Count,Uptime(s),Downtime(s),% CPU,Match Time,,
2014-Feb-17_21-47-29,21-47-29.6,12.217,2.288,0.012,-0.002,-0.009,-0.008,0,0,0,0,2.549,12.129,21.324,0,0,0,0,1.28,12.129,24.387,0,0,0,0,-3.475,12.164,20.176,0,0,0,0,0.065,12.305,20.559,0,-0.067,-0.832,0,12.41,21.898,1,1,0,0,0,2,1,844.101,-226.868,2.008,109.403,24.177,0,0,10306,0.0395,0.0493,0.801,47.098,??\,
2014-Feb-17_21-47-29,21-47-29.7,12.243,2.288,0.04,-0.021,-0.011,-0.008,0,0,0,0,2.559,12.129,21.133,0,0,0,0,1.289,12.129,24.195,0,0,0.387,0,-3.467,12.059,20.176,0,0,0,0,0.074,12.305,20.941,0,-0.067,-0.832,0,12.41,22.473,1,1,0,0,0,2,1,854.798,-221.984,2.008,109.746,24.063,0,0,10307,0.0402,0.0496,0.8122,47.187,??B?,
2014-Feb-17_21-47-29,21-47-29.8,12.235,3.023,0.044,-0.042,-0.031,-0.008,0,0,0,0,2.557,12.129,20.75,0,0,0,3.227,1.291,12.129,24.195,0,0.139,1.641,11.629,-3.468,11.777,19.984,0,0,0,0,0.075,12.27,20.367,0,-0.067,-0.828,0,12.375,22.281,1,1,0,0,0,2,1,846.776,-222.306,2.003,109.517,24.063,0,0,10308,0.039,0.0498,0.7836,47.276,?.??,
2014-Feb-17_21-47-29,21-47-29.8,12.235,3.023,0.044,-0.042,-0.031,-0.008,0,0,0,0,2.557,12.129,20.75,0,0,0,3.227,1.291,12.129,24.195,0,0.139,1.641,11.629,-3.468,11.777,19.984,0,0,0,0,0.075,12.27,20.367,0,-0.067,-0.828,0,12.375,22.281,1,1,0,0,0,2,1,846.776,-222.306,2.003,109.517,24.063,0,0,10308,0.039,0.0498,0.7836,47.276,k??,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Feb-17_21-47-29,21-47-29.9,12.14,7.428,0.054,-0.086,-0.216,-0.008,0,0.137,1.621,6.641,2.556,11.813,21.324,0,0,0,0,1.291,11.988,24.195,0,0.245,2.785,18.852,-3.47,11.32,19.793,0,0.083,1.004,4.801,0.075,12.023,20.367,0,-0.067,-0.82,0,12.234,22.09,1,1,0,0,0,2,1,849.45,-222.77,2.008,109.631,24.177,0,0,10309,0.0388,0.0499,0.7773,47.365,h%7,
2014-Feb-17_21-47-29,21-47-29.9,11.786,18.443,0.069,-0.159,-0.248,-0.008,0,0.255,2.852,16.227,2.552,11.215,20.941,0,0,0,0,1.292,11.637,24.387,0,0.435,4.645,30.668,-3.476,10.688,19.793,0,0.086,1.008,6.246,0.074,11.672,20.75,0,-0.067,-0.785,0,11.742,22.473,1,1,0,0,0,2,1,849.45,-224.773,1.998,109.631,24.063,0,0,10310,0.0402,0.0502,0.8,47.455,??{?,
2014-Feb-17_21-47-30,21-47-30.0,11.518,28.723,0.107,-0.358,-0.188,-0.008,0,0.298,3.25,15.961,2.541,10.898,20.75,0,-0.211,-2.359,11.367,1.293,11.215,23.813,0,0.512,5.289,37.234,-3.491,10.23,19.027,0,0,0,0,0.074,11.426,20.367,0,-0.067,-0.773,0,11.602,21.324,1,1,0,0,0,2,1,846.776,-228.234,1.998,109.631,24.177,0,0,10311,0.0359,0.0498,0.7205,47.541,"?	",
2014-Feb-17_21-47-30,21-47-30.1,11.518,28.723,0.107,-0.358,-0.188,-0.008,0,0.298,3.25,15.961,2.541,10.898,20.75,0,-0.211,-2.359,11.367,1.293,11.215,23.813,0,0.512,5.289,37.234,-3.491,10.23,19.027,0,0,0,0,0.074,11.426,20.367,0,-0.067,-0.773,0,11.602,21.324,1,1,0,0,0,2,1,846.776,-228.234,1.998,109.631,24.177,0,0,10311,0.0359,0.0498,0.7205,47.541,q?VD,
2014-Feb-17_21-47-30,21-47-30.1,11.198,37.167,0.137,-0.547,-0.105,-0.008,0,0.282,3,13.203,2.527,10.652,21.707,0,-0.387,-4.164,24.758,1.303,10.652,23.813,0,0.567,5.559,36.707,-3.513,9.844,19.219,0,-0.141,-1.57,5.59,0.076,11.039,20.941,0,-0.067,-0.754,0,11.215,21.707,1,1,0,0,0,2,1,857.473,-231.955,2.013,109.517,24.292,0,0,10312,0.0401,0.0501,0.8012,47.631,???:,
2014-Feb-17_21-47-30,21-47-30.2,10.818,51.119,0.148,-0.723,-0.031,-0.008,0,0.287,2.93,10.316,2.505,10.09,21.324,0,-0.582,-5.875,44.98,1.316,10.09,24.195,0,0.582,5.605,31.98,-3.546,9.563,19.984,0,-0.352,-3.484,15.176,0.087,10.301,20.367,0,-0.067,-0.723,0,10.828,21.707,1,1,0,0,0,2,1,878.867,-237.602,2.008,109.517,23.835,0,0,10313,0.0351,0.0529,0.6631,47.719,????,
2014-Feb-17_21-47-30,21-47-30.3,10.818,51.119,0.148,-0.723,-0.031,-0.008,0,0.287,2.93,10.316,2.505,10.09,21.324,0,-0.582,-5.875,44.98,1.316,10.09,24.195,0,0.582,5.605,31.98,-3.546,9.563,19.984,0,-0.352,-3.484,15.176,0.087,10.301,20.367,0,-0.067,-0.723,0,10.828,21.707,1,1,0,0,0,2,1,878.867,-237.602,2.008,109.517,23.835,0,0,10313,0.0351,0.0529,0.6631,47.719,?l1?,
2014-Feb-17_21-47-30,21-47-30.3,10.421,60.298,0.086,-0.815,-0.031,-0.008,0,0.428,4.137,18.063,2.48,9.668,21.324,0,-0.601,-5.871,39.074,1.337,9.844,24.195,0,0.621,5.715,34.477,-3.582,8.965,19.219,0,-0.448,-4.41,20.953,0.106,9.949,20.559,0,-0.067,-0.707,0,10.406,22.281,1,1,0,0,0,2,1,862.821,-240.807,2.003,109.517,23.949,0,0,10314,0.0403,0.0499,0.807,47.809,???,
2014-Feb-17_21-47-30,21-47-30.4,10.076,76.452,0.075,-0.957,-0.028,-0.008,0,0.519,4.793,22.922,2.442,9.105,21.133,0,-0.683,-6.535,38.023,1.371,9.492,24.195,0,0.683,6.098,34.871,-3.628,8.824,19.602,0,-0.565,-5.348,25.809,0.139,9.387,20.75,0,-0.067,-0.668,0,10.055,21.898,1,1,0,0,0,2,1,876.193,-243.334,2.003,109.746,23.72,0,0,10315,0.0402,0.0497,0.8082,47.899,1=k,
2014-Feb-17_21-47-30,21-47-30.4,10.076,76.452,0.075,-0.957,-0.028,-0.008,0,0.519,4.793,22.922,2.442,9.105,21.133,0,-0.683,-6.535,38.023,1.371,9.492,24.195,0,0.683,6.098,34.871,-3.628,8.824,19.602,0,-0.565,-5.348,25.809,0.139,9.387,20.75,0,-0.067,-0.668,0,10.055,21.898,1,1,0,0,0,2,1,876.193,-243.334,2.003,109.746,23.72,0,0,10315,0.0402,0.0497,0.8082,47.899,?v$,
2014-Feb-17_21-47-30,21-47-30.5,9.825,98.481,0.069,-1,-0.025,-0.008,0,0.625,5.297,25.941,2.4,8.648,21.324,0,-0.763,-7.082,39.73,1.413,9.387,24.195,0,0.783,6.715,36.707,-3.678,8.402,19.602,0,-0.645,-5.902,26.859,0.182,9.246,20.75,0,-0.067,-0.656,0,9.879,21.898,1,1,0,0,0,2,1,894.913,-244.389,2.008,109.631,23.949,0,0,10316,0.04,0.0498,0.8034,47.989,??w?,
2014-Feb-17_21-47-30,21-47-30.6,9.454,108.761,0.063,-1,-0.025,-0.008,0,0.712,5.504,28.961,2.343,7.629,21.133,0,-0.857,-7.684,40.254,1.47,8.824,24.195,0,0.857,6.926,39.074,-3.742,7.945,19.793,0,-0.732,-6.512,27.781,0.238,8.965,20.559,0,-0.067,-0.621,0,9.246,22.855,1,1,0,0,0,2,1,913.633,-245.157,2.003,109.746,24.177,0,0,10317,0.0355,0.0501,0.7102,48.075,v?-,
2014-Feb-17_21-47-30,21-47-30.6,9.29,104.355,0.063,-1,-0.025,-0.008,0,0.737,5.961,24.758,2.283,8.297,21.324,0,-0.863,-7.734,37.367,1.532,8.93,23.621,0,0.863,7.031,36.445,-3.809,8.191,19.41,0,-0.737,-6.77,24.758,0.302,8.965,20.75,0,-0.067,-0.637,0,9.387,21.516,1,1,0,0,0,2,1,948.398,-245.881,2.008,109.631,24.063,0,0,10318,0.0372,0.0494,0.7523,48.161,?W??,
2014-Feb-17_21-47-30,21-47-30.7,9.29,104.355,0.063,-1,-0.025,-0.008,0,0.737,5.961,24.758,2.283,8.297,21.324,0,-0.863,-7.734,37.367,1.532,8.93,23.621,0,0.863,7.031,36.445,-3.809,8.191,19.41,0,-0.737,-6.77,24.758,0.302,8.965,20.75,0,-0.067,-0.637,0,9.387,21.516,1,1,0,0,0,2,1,948.398,-245.881,2.008,109.631,24.063,0,0,10318,0.0372,0.0494,0.7523,48.161,?n?,
2014-Feb-17_21-47-30,21-47-30.8,9.48,101.418,0.063,-1,-0.025,-0.008,0,0.737,6.195,26.074,2.209,8.332,21.324,0,-0.863,-7.918,36.707,1.604,9.141,24.004,0,0.863,7.094,34.738,-3.89,8.332,19.793,0,-0.737,-6.82,22.922,0.379,9.211,20.367,0,-0.067,-0.648,0,9.703,21.324,1,1,0,0,0,2,1,985.838,-247.491,2.008,109.403,24.177,0,0,10319,0.0381,0.0498,0.7663,48.249,???*,
2014-Feb-17_21-47-30,21-47-30.8,9.575,91.138,0.063,-1,-0.025,-0.008,0,0.737,6.297,23.578,2.121,8.895,21.324,0,-0.875,-8.066,35.922,1.688,9.316,24.578,0,0.875,7.539,30.012,-3.983,8.438,19.41,0,-0.725,-6.777,21.871,0.467,9.316,20.559,0,-0.072,-0.707,0,9.773,21.898,1,1,0,0,0,2,1,1012.581,-248.865,2.008,109.631,23.949,0,0,10320,0.0394,0.0499,0.7897,48.338,?r??,
2014-Feb-17_21-47-30,21-47-30.9,9.575,91.138,0.063,-1,-0.025,-0.008,0,0.737,6.297,23.578,2.121,8.895,21.324,0,-0.875,-8.066,35.922,1.688,9.316,24.578,0,0.875,7.539,30.012,-3.983,8.438,19.41,0,-0.725,-6.777,21.871,0.467,9.316,20.559,0,-0.072,-0.707,0,9.773,21.898,1,1,0,0,0,2,1,1012.581,-248.865,2.008,109.631,23.949,0,0,10320,0.0394,0.0499,0.7897,48.338,q??,
2014-Feb-17_21-47-30,21-47-30.9,9.791,88.935,0.075,-1,-0.025,-0.008,0,0.725,6.492,18.719,2.03,8.965,21.516,0,-0.875,-8.188,34.082,1.776,9.387,24.195,0,0.875,7.602,31.063,-4.082,8.578,19.602,0,-0.725,-6.801,17.934,0.556,9.422,21.133,0,-0.067,-0.664,0,9.809,21.898,1,1,0,0,0,2,1,1028.627,-250.262,2.003,109.403,24.063,0,0,10321,0.0393,0.0496,0.7917,48.427,????,
2014-Feb-17_21-47-31,21-47-31.0,9.842,81.225,0.075,-1,-0.025,-0.008,0,0.725,6.492,18.195,1.928,8.965,21.324,0,-0.875,-8.344,31.98,1.879,9.457,24.387,0,0.875,7.66,29.355,-4.189,8.754,19.793,0,-0.725,-6.93,16.227,0.662,9.527,20.75,0,-0.067,-0.668,0,9.949,22.09,1,1,0,0,0,2,1,1087.461,-252.146,2.008,109.631,23.949,0,0,10322,0.0393,0.0499,0.7874,48.517,i?>?,
2014-Feb-17_21-47-31,21-47-31.1,9.842,81.225,0.075,-1,-0.025,-0.008,0,0.725,6.492,18.195,1.928,8.965,21.324,0,-0.875,-8.344,31.98,1.879,9.457,24.387,0,0.875,7.66,29.355,-4.189,8.754,19.793,0,-0.725,-6.93,16.227,0.662,9.527,20.75,0,-0.067,-0.668,0,9.949,22.09,1,1,0,0,0,2,1,1087.461,-252.146,2.008,109.631,23.949,0,0,10322,0.0393,0.0499,0.7874,48.517,?G?,
2014-Feb-17_21-47-31,21-47-31.1,9.929,78.655,0.075,-1,-0.025,-0.008,0,0.725,6.746,15.438,1.818,9.316,21.324,0,-0.875,-8.402,30.539,1.982,9.598,24.195,0,0.875,7.848,28.566,-4.304,8.93,20.176,0,-0.725,-7.059,15.566,0.768,9.738,20.367,0,-0.067,-0.676,0,10.055,21.707,1,1,0,0,0,2,1,1138.273,-253.738,2.013,109.746,23.949,0,0,10323,0.0388,0.0496,0.783,48.605,????,
2014-Feb-17_21-47-31,21-47-31.2,10.006,72.781,0.075,-1,-0.025,-0.008,0,0.725,6.953,15.438,1.7,9.527,21.516,0,-0.875,-8.496,29.488,2.1,9.633,23.813,0,0.875,7.848,26.598,-4.425,8.93,19.793,0,-0.725,-7.082,15.043,0.887,9.844,21.133,0,-0.067,-0.684,0,10.16,21.898,1,1,0,0,0,2,1,1189.084,-255.821,1.998,109.631,24.177,0,0,10324,0.0393,0.0502,0.7823,48.694,:??X,
2014-Feb-17_21-47-31,21-47-31.3,10.006,72.781,0.075,-1,-0.025,-0.008,0,0.725,6.953,15.438,1.7,9.527,21.516,0,-0.875,-8.496,29.488,2.1,9.633,23.813,0,0.875,7.848,26.598,-4.425,8.93,19.793,0,-0.725,-7.082,15.043,0.887,9.844,21.133,0,-0.067,-0.684,0,10.16,21.898,1,1,0,0,0,2,1,1189.084,-255.821,1.998,109.631,24.177,0,0,10324,0.0393,0.0502,0.7823,48.694,(???,
2014-Feb-17_21-47-31,21-47-31.3,10.101,69.476,0.075,-1,-0.025,-0.008,0,0.725,7.027,13.73,1.576,9.668,21.324,0,-0.875,-8.527,28.566,2.217,9.738,23.813,0,0.875,8.094,24.891,-4.549,9.141,19.41,0,-0.725,-7.211,13.73,1.008,9.949,20.367,0,-0.067,-0.691,0,10.23,21.707,1,1,0,0,0,2,1,1250.593,-257.387,2.003,109.631,24.063,0,0,10325,0.0366,0.0499,0.7324,48.781,\??,
2014-Feb-17_21-47-31,21-47-31.4,10.205,67.274,0.075,-1,-0.025,-0.008,0,0.725,7.004,13.203,1.453,9.773,21.133,0,-0.875,-8.648,26.598,2.339,9.809,24.195,0,0.875,8.094,24.758,-4.683,9.352,19.984,0,-0.725,-7.234,13.992,1.13,10.02,20.176,0,-0.067,-0.691,0,10.301,21.516,1,1,0,0,0,2,1,1322.799,-258.937,1.998,109.631,24.063,0,0,10326,0.0392,0.0502,0.78,48.87,j??x,
2014-Feb-17_21-47-31,21-47-31.4,10.283,63.969,0.075,-1,-0.025,-0.008,0,0.725,7.129,12.547,1.316,9.809,21.133,0,-0.875,-8.773,24.891,2.477,9.914,24.387,0,0.875,8.184,23.184,-4.825,9.492,19.984,0,-0.725,-7.363,13.203,1.265,10.055,20.367,0,-0.072,-0.754,0,10.406,21.324,1,1,0,0,0,2,1,1801.496,-260.017,2.013,109.631,23.949,0,0,10327,0.0401,0.0499,0.8034,48.96,??yC,
2014-Feb-17_21-47-31,21-47-31.5,10.283,63.969,0.075,-1,-0.025,-0.008,0,0.725,7.129,12.547,1.316,9.809,21.133,0,-0.875,-8.773,24.891,2.477,9.914,24.387,0,0.875,8.184,23.184,-4.825,9.492,19.984,0,-0.725,-7.363,13.203,1.265,10.055,20.367,0,-0.072,-0.754,0,10.406,21.324,1,1,0,0,0,2,1,1801.496,-260.017,2.013,109.631,23.949,0,0,10327,0.0401,0.0499,0.8034,48.96,????,
2014-Feb-17_21-47-31,21-47-31.6,10.317,61.399,0.063,-1,-0.025,-0.008,0,0.737,7.258,12.813,1.185,9.809,20.75,0,-0.863,-8.555,24.496,2.612,9.949,24.004,0,0.863,8.367,20.82,-4.973,9.668,19.602,0,-0.737,-7.492,13.469,1.395,10.195,20.559,0,-0.067,-0.703,0,10.477,21.707,1,1,0,0,0,2,1,1900.444,-260.756,2.008,109.631,24.177,0,0,10328,0.0395,0.0499,0.7912,49.05,?)?,
2014-Feb-17_21-47-31,21-47-31.6,10.421,58.829,0.063,-1,-0.025,-0.008,0,0.737,7.281,12.813,1.044,9.844,21.707,0,-0.863,-8.703,23.578,2.758,10.09,23.813,0,0.863,8.398,20.426,-5.125,9.527,20.367,0,-0.737,-7.52,12.68,1.536,10.23,20.367,0,-0.067,-0.703,0,10.617,22.09,1,1,0,0,0,2,1,1691.85,-261.143,1.993,109.631,24.063,0,0,10329,0.0384,0.0495,0.7743,49.137,?M??,
2014-Feb-17_21-47-31,21-47-31.7,10.421,58.829,0.063,-1,-0.025,-0.008,0,0.737,7.281,12.813,1.044,9.844,21.707,0,-0.863,-8.703,23.578,2.758,10.09,23.813,0,0.863,8.398,20.426,-5.125,9.527,20.367,0,-0.737,-7.52,12.68,1.536,10.23,20.367,0,-0.067,-0.703,0,10.617,22.09,1,1,0,0,0,2,1,1691.85,-261.143,1.993,109.631,24.063,0,0,10329,0.0384,0.0495,0.7743,49.137,|$?q,
2014-Feb-17_21-47-31,21-47-31.8,10.361,57.728,0.063,-1,-0.025,-0.008,0,0.737,7.359,10.84,0.906,9.984,21.133,0,-0.863,-8.676,23.051,2.9,9.984,24.387,0,0.863,8.16,22.395,-5.274,9.527,20.176,0,-0.743,-7.633,11.367,1.673,10.406,21.133,0,-0.067,-0.707,0,10.617,21.898,1,1,0,0,0,2,1,1515.347,-261.721,2.003,109.631,24.063,0,0,10330,0.0389,0.0497,0.7834,49.226,???N,
2014-Feb-17_21-47-31,21-47-31.8,10.481,55.892,0.057,-1,-0.025,-0.008,0,0.743,7.469,11.367,0.759,10.055,21.133,0,-0.857,-8.676,21.477,3.053,10.09,24.387,0,0.857,8.402,20.82,-5.428,9.738,19.984,0,-0.743,-7.684,11.496,1.826,10.301,20.559,0,-0.067,-0.707,0,10.617,22.281,1,1,0,0,0,2,1,1362.913,-262.147,2.003,109.86,24.063,0,0,10331,0.0385,0.05,0.7698,49.315,Mw??,
2014-Feb-17_21-47-31,21-47-31.9,10.481,55.892,0.057,-1,-0.025,-0.008,0,0.743,7.469,11.367,0.759,10.055,21.133,0,-0.857,-8.676,21.477,3.053,10.09,24.387,0,0.857,8.402,20.82,-5.428,9.738,19.984,0,-0.743,-7.684,11.496,1.826,10.301,20.559,0,-0.067,-0.707,0,10.617,22.281,1,1,0,0,0,2,1,1362.913,-262.147,2.003,109.86,24.063,0,0,10331,0.0385,0.05,0.7698,49.315,"?""Z?",
2014-Feb-17_21-47-31,21-47-31.9,10.611,53.322,0.057,-1,-0.025,-0.008,0,0.743,7.602,10.316,0.609,10.195,21.516,0,-0.857,-8.738,21.871,3.196,10.301,24.387,0,0.857,8.582,19.375,-5.578,10.02,19.602,0,-0.743,-7.867,10.84,1.97,10.477,20.75,0,0,0,0,10.969,21.707,1,1,0,0,0,2,1,1892.422,-262.608,1.993,109.631,23.949,0,0,10332,0.0377,0.0495,0.7622,49.402,?w?,
2014-Feb-17_21-47-32,21-47-32.0,10.948,45.612,0.057,-1,-0.02,-0.008,0,0.743,7.785,12.68,0.452,10.547,21.324,0,-0.857,-8.855,21.348,3.361,10.301,24.195,0,0.857,8.492,25.152,-5.751,10.02,20.176,0,-0.743,-7.84,13.336,2.135,10.617,20.559,0,-0.108,-1.184,0,10.934,22.09,1,1,0,0,0,2,1,1911.142,-263.301,2.049,109.631,24.063,0,0,10333,0.0397,0.0512,0.7749,49.493,??(?,
2014-Feb-17_21-47-32,21-47-32.1,10.853,55.158,0.057,-1,-0.025,-0.008,0,0.743,7.758,11.496,0.293,10.406,21.324,0,-0.857,-9.008,19.113,3.514,10.441,24.004,0,0.857,8.641,22.133,-5.91,10.02,19.219,0,-0.743,-7.918,11.891,2.292,10.688,20.941,0,-0.113,-1.254,0,11.074,21.516,1,1,0,0,0,2,1,1911.142,-263.456,2.018,109.517,24.063,0,0,10334,0.0392,0.051,0.7685,49.583,?-?,
2014-Feb-17_21-47-32,21-47-32.1,10.853,55.158,0.057,-1,-0.025,-0.008,0,0.743,7.758,11.496,0.293,10.406,21.324,0,-0.857,-9.008,19.113,3.514,10.441,24.004,0,0.857,8.641,22.133,-5.91,10.02,19.219,0,-0.743,-7.918,11.891,2.292,10.688,20.941,0,-0.113,-1.254,0,11.074,21.516,1,1,0,0,0,2,1,1911.142,-263.456,2.018,109.517,24.063,0,0,10334,0.0392,0.051,0.7685,49.583,??Q?,
2014-Feb-17_21-47-32,21-47-32.2,10.801,55.525,0.057,-1,-0.025,-0.008,0,0.743,7.707,12.418,0.125,10.406,21.133,0,-0.857,-8.949,22.133,3.688,10.512,23.813,0,0.857,8.824,18.719,-6.084,10.301,19.984,0,-0.743,-7.945,10.84,2.45,10.688,20.75,0,0,0,0,11.145,22.09,1,1,0,0,0,2,1,1908.467,-264.38,2.008,109.517,23.949,0,0,10335,0.0402,0.0501,0.8025,49.673,?mu?,
2014-Feb-17_21-47-32,21-47-32.3,10.853,50.752,0.057,-1,-0.025,-0.008,0,0.743,7.785,10.445,-0.044,10.547,21.707,0,-0.857,-9.039,19.246,3.853,10.582,24.195,0,0.857,8.641,21.477,-6.253,10.336,19.984,0,-0.743,-8.051,10.711,2.614,10.793,20.75,0,-0.082,-0.914,0,11.109,22.09,1,1,0,0,0,2,1,1908.467,-265.664,2.018,109.517,24.063,0,0,10336,0.0408,0.0508,0.8036,49.765,???+,
2014-Feb-17_21-47-32,21-47-32.3,10.853,50.752,0.057,-1,-0.025,-0.008,0,0.743,7.785,10.445,-0.044,10.547,21.707,0,-0.857,-9.039,19.246,3.853,10.582,24.195,0,0.857,8.641,21.477,-6.253,10.336,19.984,0,-0.743,-8.051,10.711,2.614,10.793,20.75,0,-0.082,-0.914,0,11.109,22.09,1,1,0,0,0,2,1,1908.467,-265.664,2.018,109.517,24.063,0,0,10336,0.0408,0.0508,0.8036,49.765,n?H,
2014-Feb-17_21-47-32,21-47-32.4,10.896,49.283,0.057,-1,-0.025,-0.008,0,0.743,7.836,8.477,-0.211,10.688,21.516,0,-0.857,-9.012,20.297,4.028,10.512,24.004,0,0.851,8.738,18.719,-6.423,10.23,19.984,0,-0.749,-8.055,9.398,2.778,10.758,20.176,0,0,0,0,11.145,22.09,1,1,0,0,0,2,1,1911.142,-266.687,2.003,109.631,24.177,0,0,10337,0.0404,0.0501,0.805,49.855,???,
2014-Feb-17_21-47-32,21-47-32.4,11.276,31.66,0.021,-0.27,-0.025,-0.008,0,0.249,7.164,8.348,-0.383,11.355,21.133,0,-0.291,-7.023,12.152,4.188,11.707,24.578,0,0.291,6.094,5.195,-6.589,12.129,19.602,0,0,0,0,2.945,12.305,21.133,0,-0.067,-0.836,0,12.445,21.898,1,1,0,0,0,2,1,1908.467,-267.819,2.003,109.517,24.292,0,0,10338,0.0395,0.0505,0.7825,49.946,q?,
2014-Feb-17_21-47-32,21-47-32.5,11.276,31.66,0.021,-0.27,-0.025,-0.008,0,0.249,7.164,8.348,-0.383,11.355,21.133,0,-0.291,-7.023,12.152,4.188,11.707,24.578,0,0.291,6.094,5.195,-6.589,12.129,19.602,0,0,0,0,2.945,12.305,21.133,0,-0.067,-0.836,0,12.445,21.898,1,1,0,0,0,2,1,1908.467,-267.819,2.003,109.517,24.292,0,0,10338,0.0395,0.0505,0.7825,49.946,Yj??,
2014-Feb-17_21-47-32,21-47-32.6,12.166,2.288,-0.001,0.008,-0.001,-0.008,0,0,0,0,-0.511,12.094,21.707,0,0,0,0,4.326,12.094,24.195,0,0,0,0,-6.736,12.129,20.559,0,0,0,0,3.075,12.27,21.133,0,0,0,0,12.375,22.281,1,1,0,0,0,2,1,1916.49,-268.007,1.993,109.746,23.949,0,0,10339,0.0385,0.0496,0.7767,50.034,??70,
2014-Feb-17_21-47-32,21-47-32.6,12.2,2.656,-0.001,0.014,0,-0.008,0,0,0,0,-0.568,12.129,21.324,0,0,0,0,4.447,12.094,24.387,0,0,0,0,-6.866,12.164,20.176,0,0,0,0,3.197,12.27,21.133,0,0,0,0,12.41,22.281,1,1,0,0,0,2,1,1911.142,-270.904,2.003,109.631,24.177,0,0,10340,0.0384,0.0495,0.7763,50.122,*_0?,
2014-Feb-17_21-47-32,21-47-32.7,12.114,6.327,-0.012,0.097,0,-0.008,0,0,0,0,-0.59,12.023,21.324,0,0.076,0.855,32.637,4.551,11.25,23.43,0,-0.091,-1.051,48.133,-6.984,11.531,20.367,0,0.076,0.895,28.832,3.29,11.777,20.75,0,0,0,0,12.199,21.707,1,1,0,0,0,2,1,1911.142,-275.094,1.987,109.631,24.063,0,0,10341,0.0391,0.0496,0.7891,50.21,???,
2014-Feb-17_21-47-32,21-47-32.8,11.837,16.24,-0.013,0.455,0,-0.008,0,-0.131,-1.535,6.641,-0.592,11.566,21.707,0,0.177,1.91,33.426,4.636,10.758,23.621,0,-0.177,-1.957,41.699,-7.088,11.074,19.984,0,0.171,1.957,17.145,3.353,11.391,20.559,0,0,0,0,11.953,21.898,1,1,0,0,0,2,1,1908.467,-281.554,1.993,109.631,24.063,0,0,10342,0.0392,0.05,0.7833,50.299,{??t,
2014-Feb-17_21-47-32,21-47-32.8,11.837,16.24,-0.013,0.455,0,-0.008,0,-0.131,-1.535,6.641,-0.592,11.566,21.707,0,0.177,1.91,33.426,4.636,10.758,23.621,0,-0.177,-1.957,41.699,-7.088,11.074,19.984,0,0.171,1.957,17.145,3.353,11.391,20.559,0,0,0,0,11.953,21.898,1,1,0,0,0,2,1,1908.467,-281.554,1.993,109.631,24.063,0,0,10342,0.0392,0.05,0.7833,50.299,??+r,
2014-Feb-17_21-47-32,21-47-32.9,11.475,30.192,-0.012,0.549,0,-0.008,0,-0.231,-2.578,7.691,-0.577,11.18,21.707,0,0.256,2.656,34.215,4.701,10.406,23.43,0,-0.279,-2.941,43.668,-7.178,10.512,20.176,0,0.248,2.676,31.324,3.403,10.793,20.559,0,0,0,0,11.672,21.898,1,1,0,0,0,2,1,1916.49,-288.327,1.993,109.631,23.949,0,0,10343,0.0387,0.0497,0.779,50.388,?U??,
2014-Feb-17_21-47-32,21-47-32.9,11.181,39.003,-0.012,0.549,0,-0.008,0,-0.311,-3.371,11.629,-0.554,10.898,20.941,0,0.356,3.598,33.688,4.748,9.949,23.238,0,-0.356,-3.652,44.719,-7.248,10.195,19.793,0,0.331,3.691,24.496,3.415,10.582,20.367,0,0,0,0,11.285,22.281,1,1,0,0,0,2,1,1913.816,-297.733,1.993,109.631,24.063,0,0,10344,0.0404,0.0493,0.8196,50.478,???,
2014-Feb-17_21-47-33,21-47-33.0,11.181,39.003,-0.012,0.549,0,-0.008,0,-0.311,-3.371,11.629,-0.554,10.898,20.941,0,0.356,3.598,33.688,4.748,9.949,23.238,0,-0.356,-3.652,44.719,-7.248,10.195,19.793,0,0.331,3.691,24.496,3.415,10.582,20.367,0,0,0,0,11.285,22.281,1,1,0,0,0,2,1,1913.816,-297.733,1.993,109.631,24.063,0,0,10344,0.0404,0.0493,0.8196,50.478,?g?n,
