2014-Mar-29_10-41-24,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,
2014-Mar-29_11-42-18,11-42-18.5,12.183,22.481,0,0,0,0,0,-1,-12.094,4.801,4.177,12.059,22.855,0,1,12.02,5.457,-4.171,11.953,26.109,0,-1,-12.023,4.801,4.12,12.129,21.324,0,1,12.16,5.195,-4.167,12.199,21.516,0,0,0,0,12.41,25.152,1,1,0,0,0,1,1,1173.038,-68.411,-0.002,109.06,0,0,1363,0.1,2.27,1,
2014-Mar-29_11-42-18,11-42-18.8,12.278,19.911,0,0,0,0,0,-1,-12.164,4.145,6.531,12.129,23.047,0,1,12.09,4.801,-6.521,12.094,25.535,0,-1,-12.164,3.355,6.421,12.164,21.133,0,1,12.23,4.406,-6.496,12.27,21.324,0,0,0,0,12.445,25.152,1,1,0,0,0,1,1,1004.558,-69.312,-0.002,109.06,0,0,1366,0.1,2.696,1,
2014-Mar-29_11-42-18,11-42-18.9,12.269,19.544,0,0,0,0,0,-1,-12.164,4.145,7.313,12.164,22.473,0,1,12.055,5.063,-7.295,12.094,25.727,0,-1,-12.199,3.75,7.188,12.164,21.324,0,1,12.07,4.406,-7.304,12.375,21.133,0,0,0,0,12.621,24.961,1,1,0,0,0,1,1,921.656,-69.36,-0.002,109.289,0,0,1367,0.1,2.838,1,
2014-Mar-29_11-42-19,11-42-19.0,12.269,19.544,0,0,0,0,0,-1,-12.164,4.145,7.313,12.164,22.473,0,1,12.055,5.063,-7.295,12.094,25.727,0,-1,-12.199,3.75,7.188,12.164,21.324,0,1,12.07,4.406,-7.304,12.375,21.133,0,0,0,0,12.621,24.961,1,1,0,0,0,1,1,921.656,-69.36,-0.002,109.289,0,0,1367,0.1,2.838,1,
2014-Mar-29_11-42-19,11-42-19.1,12.485,11.1,0,0,0,0,0,-0.906,-11.18,2.043,8.112,12.41,22.664,0,0.892,10.941,2.832,-8.061,12.234,26.109,0,-0.892,-11.07,2.176,7.958,12.41,20.941,0,0.877,10.918,2.699,-8.068,12.516,21.707,0,0,0,0,12.691,24.578,1,1,0,0,0,1,1,884.216,-69.791,-0.002,109.174,0,0,1368,0.1,2.978,1,
2014-Mar-29_11-42-19,11-42-19.3,12.589,7.061,0,0,0,0,0,-0.791,-9.875,1.254,8.822,12.48,22.664,0,0.771,9.508,2.57,-8.797,12.375,26.109,0,-0.771,-9.676,1.125,8.684,12.516,20.559,0,0.75,9.469,2.043,-8.803,12.691,21.133,0,0,0,0,12.832,24.578,1,1,0,0,0,1,1,806.661,-70.293,0.003,109.174,0,0,1369,0.1,3.119,1,
2014-Mar-29_11-42-19,11-42-19.4,12.779,-1.383,0,0,0,0,0,-0.638,-8.094,0,9.482,12.691,22.855,0,0.612,7.813,0,-9.422,12.727,25.727,0,-0.612,-7.84,0,9.306,12.762,20.941,0,0.589,7.621,0,-9.432,12.938,21.324,0,0,0,0,13.078,25.535,1,1,0,0,0,1,1,763.873,-70.555,-0.002,109.174,0,0,1370,0.1,3.259,1,
2014-Mar-29_11-42-19,11-42-19.5,12.9,-4.32,0,0,0,0,0,-0.457,-5.875,0,10.044,12.867,22.855,0,0.428,5.504,0,-9.944,12.902,25.344,0,-0.428,-5.535,0,9.818,12.902,21.133,0,0.4,5.211,0,-9.966,13.078,21.133,0,0,0,0,13.113,24.77,1,1,0,0,0,1,1,710.387,-71.011,0.008,109.174,0,0,1371,0.1,3.399,1,
2014-Mar-29_11-42-19,11-42-19.6,12.9,-4.32,0,0,0,0,0,-0.457,-5.875,0,10.044,12.867,22.855,0,0.428,5.504,0,-9.944,12.902,25.344,0,-0.428,-5.535,0,9.818,12.902,21.133,0,0.4,5.211,0,-9.966,13.078,21.133,0,0,0,0,13.113,24.77,1,1,0,0,0,1,1,710.387,-71.011,0.008,109.174,0,0,1371,0.1,3.399,1,
2014-Mar-29_11-42-19,11-42-19.7,12.727,3.39,0,0,0,0,0,0,0,0,10.381,12.656,22.855,0,0,0,0,-10.258,12.621,25.727,0,0,0,0,10.098,12.691,20.75,0,0,0,0,-10.224,12.797,21.133,0,0,0,0,12.938,24.961,1,1,0,1,1,1,1,675.621,-71.549,0.003,107.575,0,0,1372,0.1,3.537,1,
2014-Mar-29_11-42-19,11-42-19.8,12.744,2.656,0,0,0,0,0,0,0,0,10.462,12.656,22.855,0,0,0,0,-10.331,12.656,25.918,0,0,0,0,10.161,12.691,20.75,0,0,0,0,-10.28,12.797,21.324,0,0,0,0,12.973,25.344,1,1,0,1,1,1,0,664.924,-71.893,0.003,98.664,0,0,1373,0.1,3.672,1,
2014-Mar-29_11-42-19,11-42-19.9,12.744,1.921,0,0,0,0,0,0,0,0,10.466,12.656,22.473,0,0,0,0,-10.331,12.656,25.727,0,0,0,0,10.145,12.691,20.941,0,0,0,0,-10.258,12.797,21.324,0,0,0,0,12.938,25.152,1,1,0,1,1,1,0,670.273,-71.64,0.008,90.553,0,0,1374,0.1,3.81,1,
2014-Mar-29_11-42-20,11-42-20.0,12.744,1.921,0,0,0,0,0,0,0,0,10.466,12.656,22.473,0,0,0,0,-10.331,12.656,25.727,0,0,0,0,10.145,12.691,20.941,0,0,0,0,-10.258,12.797,21.324,0,0,0,0,12.938,25.152,1,1,0,1,1,1,0,670.273,-71.64,0.008,90.553,0,0,1374,0.1,3.81,1,
2014-Mar-29_11-42-20,11-42-20.1,12.744,1.554,0,0,0,0,0,0,0,0,10.462,12.656,22.473,0,0,0,0,-10.315,12.621,25.918,0,0,0,0,10.136,12.691,21.133,0,0,0,0,-10.255,12.797,21.133,0,0,0,0,12.938,24.77,1,1,0,1,1,1,0,664.924,-71.37,-0.002,86.44,0,0,1375,0.1,3.946,1,
2014-Mar-29_11-42-20,11-42-20.2,12.753,1.921,0,0,0,0,0,0,0,0,10.459,12.656,22.473,0,0,0,0,-10.309,12.621,25.727,0,0,0,0,10.133,12.691,20.75,0,0,0,0,-10.249,12.797,21.133,0,0,0,0,12.973,24.961,1,1,0,1,1,1,0,664.924,-71.411,-0.002,85.183,0,0,1376,0.1,4.078,1,
2014-Mar-29_11-42-20,11-42-20.3,12.494,11.1,0,0,0,0,0,0,0,0,10.459,12.48,22.855,0,0,0,0,-10.309,12.375,25.918,0,0,0,0,10.133,12.445,20.75,0,0,0,0,-10.252,12.551,21.324,0,0,0,0,12.727,25.152,1,1,0,1,1,1,0,664.924,-71.565,-0.002,84.041,0,0,1377,0.1,4.215,1,
2014-Mar-29_11-42-20,11-42-20.5,12.502,11.1,0,0,0,0,0,0,0,0,10.459,12.445,22.664,0,0,0,0,-10.309,12.375,25.535,0,0,0,0,10.133,12.48,20.941,0,0,0,0,-10.252,12.516,21.324,0,0,0,0,12.727,24.77,1,1,0,1,1,1,0,667.598,-71.657,-0.002,84.041,0,0,1378,0.1,4.351,1,
2014-Mar-29_11-42-20,11-42-20.6,12.502,11.1,0,0,0,0,0,0,0,0,10.459,12.445,22.664,0,0,0,0,-10.309,12.375,25.535,0,0,0,0,10.133,12.48,20.941,0,0,0,0,-10.252,12.516,21.324,0,0,0,0,12.727,24.77,1,1,0,1,1,1,0,667.598,-71.657,-0.002,84.041,0,0,1378,0.1,4.351,1,
2014-Mar-29_11-42-20,11-42-20.7,12.511,9.631,0,0,0,0,0,0,0,0,10.459,12.41,22.09,0,0,0,0,-10.309,12.41,25.535,0,0,0,0,10.133,12.48,21.324,0,0,0,0,-10.252,12.551,21.324,0,0,0,0,12.691,24.578,1,1,0,0,0,1,0,648.878,-71.774,-0.002,90.438,0,0,1379,0.1,4.489,1,
2014-Mar-29_11-42-20,11-42-20.8,12.52,9.631,0,0,0,0,0,0,0,0,10.459,12.375,22.281,0,0,0,0,-10.309,12.41,25.535,0,0,0,0,10.133,12.41,20.941,0,0,0,0,-10.252,12.586,20.559,0,0,0,0,12.727,24.961,1,1,0,0,0,1,0,670.273,-71.897,-0.002,83.584,0,0,1380,0.1,4.626,1,
2014-Mar-29_11-42-20,11-42-20.9,12.52,13.67,0,0,0,0,0,0,0,0,10.459,12.41,22.473,0,0,0,0,-10.309,12.41,25.535,0,0,0,0,10.133,12.41,20.367,0,0,0,0,-10.252,12.621,20.941,0,0,0,0,12.656,24.961,1,1,0,0,0,1,0,664.924,-72.007,0.003,89.068,0,0,1381,0.1,4.764,1,
2014-Mar-29_11-42-21,11-42-21.0,12.502,14.037,0,0,0,0,0,0,0,0,10.459,12.41,22.855,0,0,0,0,-10.309,12.41,26.109,0,0,0,0,10.133,12.375,20.559,0,0,0,0,-10.252,12.586,20.941,0,0,0,0,12.691,24.578,1,1,0,0,0,1,0,664.924,-72.085,-0.007,88.953,0,0,1382,0.1,4.899,1,
2014-Mar-29_11-42-21,11-42-21.1,12.502,14.037,0,0,0,0,0,0,0,0,10.459,12.41,22.855,0,0,0,0,-10.309,12.41,26.109,0,0,0,0,10.133,12.375,20.559,0,0,0,0,-10.252,12.586,20.941,0,0,0,0,12.691,24.578,1,1,0,0,0,1,0,664.924,-72.085,-0.007,88.953,0,0,1382,0.1,4.899,1,
2014-Mar-29_11-42-21,11-42-21.2,12.485,12.936,0,0,0,0,0,0,0,0,10.459,12.445,22.855,0,0,0,0,-10.309,12.41,25.727,0,0,0,0,10.133,12.445,20.559,0,0,0,0,-10.249,12.551,21.516,0,0,0,0,12.656,25.344,1,1,0,0,0,1,0,667.598,-72.073,-0.002,89.068,0,0,1383,0.1,5.036,1,
2014-Mar-29_11-42-21,11-42-21.3,12.476,14.404,0,0,0,0,0,0,0,0,10.459,12.41,22.473,0,0,0,0,-10.309,12.445,25.727,0,0,0,0,10.129,12.41,21.133,0,0,0,0,-10.249,12.586,21.516,0,0,0,0,12.656,25.918,1,1,0,0,0,1,0,664.924,-72.216,-0.002,89.753,0,0,1384,0.1,5.171,1,
2014-Mar-29_11-42-21,11-42-21.4,12.502,14.037,0,0,0,0,0,0,0,0,10.459,12.375,22.664,0,0,0,0,-10.309,12.375,25.727,0,0,0,0,10.133,12.41,20.941,0,0,0,0,-10.252,12.586,20.941,0,0,0,0,12.656,24.77,1,1,0,0,0,1,0,667.598,-72.269,0.003,91.124,0,0,1385,0.1,5.308,1,
2014-Mar-29_11-42-21,11-42-21.6,12.511,12.936,0,0,0,0,0,0,0,0,10.462,12.41,22.664,0,0,0,0,-10.312,12.41,25.535,0,0,0,0,10.133,12.41,20.75,0,0,0,0,-10.252,12.586,20.559,0,0,0,0,12.656,24.961,1,1,0,0,0,1,0,662.25,-72.348,0.003,89.525,0,0,1386,0.1,5.445,1,
2014-Mar-29_11-42-21,11-42-21.7,12.373,20.646,0,0,0,0,0,0,0,0,10.456,12.27,22.09,0,0,0,0,-10.305,12.27,25.344,0,0,0,0,10.129,12.27,20.75,0,0,0,0,-10.249,12.41,21.324,0,1,12.406,6.902,12.375,25.152,1,1,0,0,0,1,0,664.924,-72.429,0.008,91.467,0,0,1387,0.1,5.582,1,
2014-Mar-29_11-42-21,11-42-21.8,12.373,20.646,0,0,0,0,0,0,0,0,10.456,12.27,22.09,0,0,0,0,-10.305,12.27,25.344,0,0,0,0,10.129,12.27,20.75,0,0,0,0,-10.249,12.41,21.324,0,1,12.406,6.902,12.375,25.152,1,1,0,0,0,1,0,664.924,-72.429,0.008,91.467,0,0,1387,0.1,5.582,1,
2014-Mar-29_11-42-21,11-42-21.9,12.364,16.607,0,0,0,0,0,0,0,0,10.459,12.199,22.281,0,0,0,0,-10.309,12.234,26.109,0,0,0,0,10.133,12.27,21.516,0,0,0,0,-10.249,12.41,21.516,0,1,12.477,5.063,12.516,24.578,1,1,0,0,0,1,0,670.273,-72.567,0.008,96.151,0,0,1388,0.1,5.716,1,
2014-Mar-29_11-42-22,11-42-22.0,12.373,13.67,0,0,0,0,0,0,0,0,10.456,12.234,22.281,0,0,0,0,-10.305,12.27,25.344,0,0,0,0,10.129,12.305,21.324,0,0,0,0,-10.249,12.41,21.133,0,1,12.512,4.277,12.516,24.77,1,1,0,0,0,1,0,664.924,-72.585,-0.002,95.694,0,0,1389,0.1,5.854,1,
2014-Mar-29_11-42-22,11-42-22.1,12.347,15.873,0,0,0,0,0,0,0,0,10.456,12.305,22.281,0,0,0,0,-10.309,12.27,25.727,0,0,0,0,10.129,12.305,20.75,0,0,0,0,-10.249,12.375,20.75,0,1,12.477,4.668,12.516,24.578,1,1,0,0,0,1,0,667.598,-72.667,0.003,89.525,0,0,1390,0.1,5.991,1,
2014-Mar-29_11-42-22,11-42-22.2,12.347,15.873,0,0,0,0,0,0,0,0,10.456,12.305,22.281,0,0,0,0,-10.309,12.27,25.727,0,0,0,0,10.129,12.305,20.75,0,0,0,0,-10.249,12.375,20.75,0,1,12.477,4.668,12.516,24.578,1,1,0,0,0,1,0,667.598,-72.667,0.003,89.525,0,0,1390,0.1,5.991,1,
2014-Mar-29_11-42-22,11-42-22.3,12.356,15.506,0,0,0,0,0,0,0,0,10.456,12.34,23.047,0,0,0,0,-10.305,12.234,25.535,0,0,0,0,10.129,12.375,20.559,0,0,0,0,-10.249,12.445,21.324,0,1,12.512,2.57,12.516,25.152,1,1,0,0,0,1,0,667.598,-72.697,-0.002,87.925,0,0,1391,0.1,6.126,1,
2014-Mar-29_11-42-22,11-42-22.4,12.278,20.279,0,0,0,0,0,0,0,0,10.462,12.234,22.664,0,0,0,0,-10.315,12.199,26.109,0,0,0,0,10.139,12.199,20.75,0,0,0,0,-10.258,12.305,21.324,0,1,12.195,10.316,12.164,24.578,1,1,0,0,0,1,0,667.598,-72.886,0.003,91.695,0,0,1392,0.1,6.259,1,
2014-Mar-29_11-42-22,11-42-22.5,12.295,13.303,0,0,0,0,0,0,0,0,10.459,12.129,22.09,0,0,0,0,-10.312,12.164,25.918,0,0,0,0,10.133,12.234,20.367,0,0,0,0,-10.249,12.34,20.75,0,1,12.336,8.082,12.305,24.578,1,1,0,0,0,1,0,664.924,-72.931,-0.002,95.351,0,0,1393,0.1,6.394,1,
2014-Mar-29_11-42-22,11-42-22.6,12.269,15.506,0,0,0,0,0,0,0,0,10.456,12.27,22.855,0,0,0,0,-10.305,12.234,25.727,0,0,0,0,10.129,12.34,21.133,0,0,0,0,-10.249,12.41,21.133,0,-1,-12.516,2.57,12.516,24.961,1,1,0,0,0,1,0,667.598,-73.036,0.003,92.609,0,0,1394,0.1,6.531,1,
2014-Mar-29_11-42-22,11-42-22.8,12.269,15.506,0,0,0,0,0,0,0,0,10.456,12.27,22.855,0,0,0,0,-10.305,12.234,25.727,0,0,0,0,10.129,12.34,21.133,0,0,0,0,-10.249,12.41,21.133,0,-1,-12.516,2.57,12.516,24.961,1,1,0,0,0,1,0,667.598,-73.036,0.003,92.609,0,0,1394,0.1,6.531,1,
2014-Mar-29_11-42-22,11-42-22.9,12.407,12.201,0,0,0,0,0,0,0,0,10.459,12.375,22.664,0,0,0,0,-10.309,12.305,25.727,0,0,0,0,10.133,12.41,20.75,0,0,0,0,-10.252,12.48,20.941,0,0,0,0,12.656,24.77,1,1,0,0,0,1,0,667.598,-73.121,0.008,93.295,0,0,1395,0.1,6.669,1,
2014-Mar-29_11-42-23,11-42-23.0,12.381,15.873,0,0,0,0,0,-0.12,-1.469,5.852,10.453,12.305,22.473,0,0.12,1.453,5.852,-10.305,12.023,25.535,0,-0.14,-1.723,4.277,10.129,12.27,20.75,0,0.14,1.73,5.984,-10.246,12.305,20.75,0,0,0,0,12.621,25.344,1,1,0,0,0,1,0,667.598,-73.175,-0.002,93.409,0,0,1396,0.1,6.808,1,
2014-Mar-29_11-42-23,11-42-23.1,12.235,20.279,0,0,0,0,0,-0.26,-3.156,4.934,10.491,12.059,21.898,0,0.26,3.059,10.184,-10.352,11.707,25.535,0,-0.26,-3.301,11.234,10.158,11.918,20.941,0,0.28,3.363,11.891,-10.293,12.023,21.133,0,0,0,0,12.41,24.961,1,1,0,0,0,1,0,667.598,-73.367,0.003,93.18,0,0,1397,0.1,6.946,1,
2014-Mar-29_11-42-23,11-42-23.2,12.071,30.559,0,0,0,0,0,-0.4,-4.711,10.055,10.62,11.848,22.473,0,0.4,4.625,12.285,-10.475,11.496,24.77,0,-0.4,-4.684,10.84,10.277,11.777,21.133,0,0.42,4.988,9.527,-10.425,11.953,20.75,0,0,0,0,12.27,24.77,1,1,0,0,0,1,0,662.25,-73.343,-0.002,94.437,0,0,1398,0.1,7.087,1,
2014-Mar-29_11-42-23,11-42-23.3,12.071,30.559,0,0,0,0,0,-0.4,-4.711,10.055,10.62,11.848,22.473,0,0.4,4.625,12.285,-10.475,11.496,24.77,0,-0.4,-4.684,10.84,10.277,11.777,21.133,0,0.42,4.988,9.527,-10.425,11.953,20.75,0,0,0,0,12.27,24.77,1,1,0,0,0,1,0,662.25,-73.343,-0.002,94.437,0,0,1398,0.1,7.087,1,
2014-Mar-29_11-42-23,11-42-23.4,11.976,34.965,0,0,0,0,0,-0.54,-6.285,8.609,10.859,11.707,22.473,0,0.54,6.188,11.629,-10.711,11.461,24.77,0,-0.54,-6.305,10.973,10.5,11.707,20.75,0,0.56,6.574,9.789,-10.664,11.777,21.133,0,0,0,0,12.129,24.961,1,1,0,1,1,1,0,563.301,-73.474,-0.002,91.238,0,0,1399,0.1,7.225,1,
v??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
