2014-Mar-29_13-31-29,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,,
2014-Mar-29_14-07-21,14-07-21.1,9.609,140.703,-0.033,1,0.107,0,-0.008,-1,-8.965,33.293,-38.01,8.965,23.43,0,0.947,7.227,37.758,50.295,7.875,26.301,0,-1,-9.211,17.012,-67.402,9.246,21.707,0,0.881,7.586,44.195,0,8.578,21.133,0,0,0,0,9.633,24.004,1,1,0,0,0,2,0,1911.142,-236.175,-0.002,98.55,0,0,2247,0.1,79.265,1,?H??,,
2014-Mar-29_14-07-21,14-07-21.2,9.609,140.703,-0.033,1,0.107,0,-0.008,-1,-8.965,33.293,-38.01,8.965,23.43,0,0.947,7.227,37.758,50.295,7.875,26.301,0,-1,-9.211,17.012,-67.402,9.246,21.707,0,0.881,7.586,44.195,0,8.578,21.133,0,0,0,0,9.633,24.004,1,1,0,0,0,2,0,1911.142,-236.175,-0.002,98.55,0,0,2247,0.1,79.265,1,)h?,,
2014-Mar-29_14-07-21,14-07-21.3,9.298,148.78,-0.022,1,0.021,0,-0.008,-1,-8.754,33.031,-36.771,8.719,23.43,0,1,8.539,40.254,49.258,8.543,27.258,0,-1,-9.035,18.719,-65.711,8.965,21.898,0,1,8.785,39.465,0,8.824,22.09,0,0,0,0,9.598,23.813,1,1,0,0,0,2,0,1911.142,-188.21,-0.002,97.065,0,0,2248,0.1,79.405,1,???,,
2014-Mar-29_14-07-21,14-07-21.4,9.454,140.336,-0.056,1,-0.035,0,-0.008,-0.944,-8.766,32.375,-35.571,9.316,23.238,0,1,8.75,33.426,48.079,8.789,27.066,0,-1,-9.246,21.215,-64.064,8.93,22.281,0,0.926,8.133,43.145,0,8.754,21.133,0,0,0,0,9.598,24.387,1,1,0,0,0,2,0,1913.816,-154.477,-0.002,97.75,0,0,2249,0.1,79.54,1,y?V?,,
2014-Mar-29_14-07-21,14-07-21.5,9.678,132.993,-0.151,1,-0.181,0,-0.008,-0.715,-6.586,16.883,-34.452,9.352,23.813,0,1,8.926,34.215,46.788,8.965,27.258,0,-1,-9.316,26.074,-62.499,9.352,21.898,0,1,9.313,38.023,0,9.492,22.09,0,0,0,0,10.055,24.578,1,1,0,0,0,2,0,1911.142,-133.318,0.003,98.893,0,0,2250,0.1,79.684,1,???,,
2014-Mar-29_14-07-21,14-07-21.6,9.678,132.993,-0.151,1,-0.181,0,-0.008,-0.715,-6.586,16.883,-34.452,9.352,23.813,0,1,8.926,34.215,46.788,8.965,27.258,0,-1,-9.316,26.074,-62.499,9.352,21.898,0,1,9.313,38.023,0,9.492,22.09,0,0,0,0,10.055,24.578,1,1,0,0,0,2,0,1911.142,-133.318,0.003,98.893,0,0,2250,0.1,79.684,1,???,,
2014-Mar-29_14-07-21,14-07-21.7,9.963,113.901,-0.151,1,-0.291,0,-0.008,-0.616,-5.98,13.203,-33.377,9.844,23.238,0,1,9.242,31.98,45.383,9.281,27.449,0,-0.918,-8.777,24.367,-60.99,9.563,21.707,0,1,9.383,37.102,0,9.352,22.473,0,0,0,0,9.984,23.813,1,1,0,0,0,2,0,1916.49,-125.404,0.008,97.522,0,0,2251,0.1,79.826,1,????,,
2014-Mar-29_14-07-21,14-07-21.8,9.808,121.979,-0.101,1,-0.181,0,-0.008,-0.754,-7.238,17.273,-32.252,9.563,23.43,0,1,9.137,31.457,43.896,9.105,27.258,0,-0.956,-9.039,28.043,-59.595,9.281,22.09,0,1,9.453,31.457,0,9.422,21.898,0,0,0,0,9.914,23.621,1,1,0,0,0,2,0,1911.142,-127.093,0.003,95.465,0,0,2252,0.1,79.966,1,4?,,
2014-Mar-29_14-07-21,14-07-21.9,9.678,131.892,-0.039,1,-0.035,0,-0.008,-0.961,-9.191,30.145,-30.944,9.563,23.43,0,1,8.961,28.699,42.406,8.965,27.641,0,-1,-9.316,29.617,-58.209,9.281,21.707,0,1,9.313,27.254,0,9.316,22.473,0,0,0,0,9.844,24.387,1,1,0,0,0,2,0,1913.816,-132.403,0.003,97.293,0,0,2253,0.1,80.101,1, ???,,
2014-Mar-29_14-07-22,14-07-22.0,9.808,119.409,-0.022,1,0.032,0,-0.008,-1,-9.352,26.074,-29.448,9.352,23.621,0,1,9.066,29.355,40.863,9.176,27.832,0,-1,-9.422,23.84,-56.766,9.387,21.707,0,0.925,8.773,22.527,0,9.422,21.707,0,0,0,0,10.055,23.621,1,1,0,0,0,2,0,1913.816,-136.159,-0.002,96.722,0,0,2254,0.1,80.24,1,???,,
2014-Mar-29_14-07-22,14-07-22.1,10.758,72.781,-0.012,1,1,0,-0.008,-1,-10.266,33.164,-27.839,10.195,23.621,0,0.212,2.273,0,39.383,10.758,26.109,0,-1,-10.195,28.305,-55.182,10.301,21.898,0,0.185,2.063,0,0,11.18,21.707,0,0,0,0,10.969,23.813,1,1,0,0,0,2,0,1911.142,-136.337,0.003,99.121,0,0,2255,0.1,80.38,1,H???,,
2014-Mar-29_14-07-22,14-07-22.3,10.758,72.781,-0.012,1,1,0,-0.008,-1,-10.266,33.164,-27.839,10.195,23.621,0,0.212,2.273,0,39.383,10.758,26.109,0,-1,-10.195,28.305,-55.182,10.301,21.898,0,0.185,2.063,0,0,11.18,21.707,0,0,0,0,10.969,23.813,1,1,0,0,0,2,0,1911.142,-136.337,0.003,99.121,0,0,2255,0.1,80.38,1,*??9,,
2014-Mar-29_14-07-22,14-07-22.4,10.818,69.844,-0.033,0.674,0.815,0,-0.008,-1,-10.336,30.406,-26.095,10.371,24.004,0,0,0,0,38.192,10.793,27.258,0,-1,-10.441,23.184,-53.378,10.477,21.707,0,0,0,0,0,11.039,21.898,0,0,0,0,11.004,24.195,1,1,0,0,0,2,0,1911.142,-116.913,-0.002,96.836,0,0,2256,0.1,80.52,1,?g??,,
2014-Mar-29_14-07-22,14-07-22.5,9.981,113.534,-0.001,0.124,1,0,-0.008,-0.936,-8.895,19.641,-24.388,9.668,23.43,0,-0.675,-6.125,64.676,37.284,9.105,26.875,0,-0.925,-9.137,7.164,-51.354,9.914,21.898,0,-0.723,-6.68,47.477,0,9.422,21.898,0,0,0,0,10.23,24.387,1,1,0,0,0,2,0,1913.816,-70.328,0.008,101.406,0,0,2257,0.1,80.663,1,"Q	=?",,
2014-Mar-29_14-07-22,14-07-22.6,10.196,100.684,-0.03,0.053,0.464,0,-0.008,-0.829,-8.027,20.297,-22.83,9.949,23.047,0,-0.289,-5.922,59.164,36.972,9.879,27.258,0,-0.454,-7.375,0,-49.157,11.25,22.09,0,-0.163,-4.586,15.305,0,11.461,22.09,0,0,0,0,12.059,23.813,1,1,0,0,0,2,0,1911.142,9.531,-0.002,100.378,0,0,2258,0.1,80.798,1,+???,,
2014-Mar-29_14-07-22,14-07-22.7,10.196,100.684,-0.03,0.053,0.464,0,-0.008,-0.829,-8.027,20.297,-22.83,9.949,23.047,0,-0.289,-5.922,59.164,36.972,9.879,27.258,0,-0.454,-7.375,0,-49.157,11.25,22.09,0,-0.163,-4.586,15.305,0,11.461,22.09,0,0,0,0,12.059,23.813,1,1,0,0,0,2,0,1911.142,9.531,-0.002,100.378,0,0,2258,0.1,80.798,1,??,,
2014-Mar-29_14-07-22,14-07-22.8,11.431,41.94,-0.041,0.507,-0.019,0,-0.008,-0.466,-5.227,8.871,-21.858,11.109,23.43,0,0.662,6.207,31.457,36.633,9.773,26.492,0,-0.577,-6.355,0,-47.385,11.039,21.707,0,0.65,6.059,43.273,0,9.949,20.559,0,0,0,0,10.793,24.195,1,1,0,0,0,2,0,1913.816,104.438,0.003,101.177,0,0,2259,0.1,80.939,1,L?,,
2014-Mar-29_14-07-22,14-07-22.9,9.739,131.524,-0.065,0.535,-0.978,0,-0.008,0.312,2.797,15.305,-21.356,8.965,23.43,0,1,8.68,54.305,35.913,8.859,27.258,0,0.194,1.703,34.738,-45.996,8.578,21.516,0,1,9.383,42.094,0,9.246,22.473,0,0,0,0,9.879,24.004,1,1,0,0,0,2,0,1913.816,174.074,-0.002,98.55,0,0,2260,0.1,81.079,1,?O?,,
2014-Mar-29_14-07-23,14-07-23.0,9.687,126.752,-0.151,0.383,-1,0,-0.008,0.568,4.785,29.879,-21.485,8.086,23.43,0,1,8.68,47.082,35.099,8.684,27.641,0,0.293,2.469,27.781,-45.446,8.438,21.516,0,0.95,8.504,48.656,0,8.719,21.707,0,0,0,0,9.668,23.621,1,1,0,0,0,2,0,1908.467,198,-0.002,99.578,0,0,2261,0.1,81.218,1,??p?,,
2014-Mar-29_14-07-23,14-07-23.1,9.523,130.056,-0.31,0.157,-1,0,-0.008,0.954,6.668,49.707,-22.003,8.754,23.813,0,1,8.715,39.336,34.078,8.824,27.258,0,0.342,2.945,26.203,-45.323,8.789,20.941,0,0.536,5.043,20.82,0,9.563,22.281,0,0,0,0,9.914,23.621,1,1,0,0,0,2,0,1913.816,169.596,-0.002,103.691,0,0,2262,0.1,81.358,1,d?h?,,
2014-Mar-29_14-07-23,14-07-23.2,9.523,130.056,-0.31,0.157,-1,0,-0.008,0.954,6.668,49.707,-22.003,8.754,23.813,0,1,8.715,39.336,34.078,8.824,27.258,0,0.342,2.945,26.203,-45.323,8.789,20.941,0,0.536,5.043,20.82,0,9.563,22.281,0,0,0,0,9.914,23.621,1,1,0,0,0,2,0,1913.816,169.596,-0.002,103.691,0,0,2262,0.1,81.358,1,"X?6	",,
2014-Mar-29_14-07-23,14-07-23.3,9.946,114.636,-0.265,0.181,-1,0,-0.008,0.883,7.172,40.254,-22.864,8.191,23.43,0,1,9.242,37.891,32.843,9.246,27.449,0,0.276,2.641,13.992,-45.48,9.598,21.516,0,0.788,7.574,30.406,0,9.914,21.707,0,0,0,0,10.723,24.195,1,1,0,0,0,2,0,1911.142,107.075,-0.002,101.634,0,0,2263,0.1,81.498,1,Z??],,
2014-Mar-29_14-07-23,14-07-23.5,9.169,163.466,-0.188,0.936,-0.012,0,-0.008,-0.748,-6.336,47.477,-23.226,8.438,23.43,0,1,8.328,27.91,31.504,8.297,27.449,0,-1,-7.98,57.191,-45.449,7.875,21.898,0,0.849,7.164,26.074,0,8.508,22.281,0,0,0,0,9.105,23.621,1,1,0,0,0,2,0,1464.536,40.27,0.003,100.035,0,0,2264,0.1,81.639,1,?*,,
2014-Mar-29_14-07-23,14-07-23.6,9.1,160.896,-0.124,1,0.288,0,-0.008,-1,-8.191,48.922,-22.877,8.262,23.813,0,0.894,6.66,32.246,30.366,7.523,26.684,0,-1,-8.367,49.707,-45.009,8.191,21.707,0,0.646,5.672,16.883,0,8.824,21.324,0,0,0,0,9.352,23.621,1,1,0,0,0,2,0,1440.467,5.124,-0.002,101.863,0,0,2265,0.1,81.779,1,hZ?,,
2014-Mar-29_14-07-23,14-07-23.8,9.385,143.273,-0.101,1,0.166,0,-0.008,-1,-8.824,37.367,-21.104,8.859,23.43,0,0.954,7.613,34.477,28.298,8.121,26.875,0,-1,-9.07,25.023,-42.648,9.07,21.898,0,0.716,6.418,37.234,0,9.105,21.898,0,0,0,0,9.633,23.813,1,1,0,0,0,2,0,1911.142,31.32,-0.002,98.436,0,0,2267,0.1,82.058,1,?A:I,,
2014-Mar-29_14-07-23,14-07-23.9,9.385,143.273,-0.101,1,0.166,0,-0.008,-1,-8.824,37.367,-21.104,8.859,23.43,0,0.954,7.613,34.477,28.298,8.121,26.875,0,-1,-9.07,25.023,-42.648,9.07,21.898,0,0.716,6.418,37.234,0,9.105,21.898,0,0,0,0,9.633,23.813,1,1,0,0,0,2,0,1911.142,31.32,-0.002,98.436,0,0,2267,0.1,82.058,1,s??,,
2014-Mar-29_14-07-24,14-07-24.0,9.462,139.969,-0.124,1,0.094,0,-0.008,-0.951,-8.73,30.273,-20.02,9.246,23.43,0,0.92,7.469,38.414,27.189,8.156,26.301,0,-1,-9.387,26.203,-41.171,9.352,21.707,0,0.734,6.578,34.738,0,9.246,21.707,0,0,0,0,10.512,24.387,1,1,0,0,0,2,0,1047.347,55.759,0.013,102.206,0,0,2268,0.1,82.198,1,?0?,,
2014-Mar-29_14-07-24,14-07-24.1,11.172,51.119,-0.101,0.564,-0.003,0,-0.008,-0.463,-5.082,9.266,-18.97,10.969,23.43,0,0.626,6.484,23.316,26.092,10.371,26.492,0,-0.626,-6.863,12.68,-39.779,10.969,21.898,0,0.502,5.59,17.539,0,10.969,21.707,0,0,0,0,11.391,24.578,1,1,0,0,0,2,0,1202.456,73.504,-0.002,97.636,0,0,2269,0.1,82.337,1,#YUP,,
2014-Mar-29_14-07-24,14-07-24.2,11.172,51.119,-0.101,0.564,-0.003,0,-0.008,-0.463,-5.082,9.266,-18.97,10.969,23.43,0,0.626,6.484,23.316,26.092,10.371,26.492,0,-0.626,-6.863,12.68,-39.779,10.969,21.898,0,0.502,5.59,17.539,0,10.969,21.707,0,0,0,0,11.391,24.578,1,1,0,0,0,2,0,1202.456,73.504,-0.002,97.636,0,0,2269,0.1,82.337,1,4\,,
2014-Mar-29_14-07-24,14-07-24.3,11.25,51.486,-0.114,0.564,-0.031,0,-0.008,-0.45,-4.871,9.789,-17.971,11.004,23.43,0,0.65,6.832,22.395,24.97,10.617,26.684,0,-0.65,-7.199,16.75,-38.497,11.074,21.898,0,0.392,4.395,8.215,0,11.215,21.898,0,0,0,0,11.637,24.578,1,1,0,0,0,2,0,1103.507,84.262,-0.002,99.121,0,0,2270,0.1,82.476,1,?@,,
2014-Mar-29_14-07-24,14-07-24.4,11.708,29.457,-0.129,0.394,-0.11,0,-0.008,-0.178,-2.07,0,-17.059,11.707,23.621,0,0.57,6.332,18.98,23.816,11.039,26.875,0,-0.457,-5.27,7.297,-37.337,11.531,21.707,0,0.332,3.887,3.883,0,11.777,22.664,0,0,0,0,11.953,24.004,1,1,0,0,0,2,0,1041.999,88.544,-0.002,98.664,0,0,2271,0.1,82.615,1,??j?,,
2014-Mar-29_14-07-24,14-07-24.5,11.872,19.544,-0.157,0.068,-0.151,0,-0.008,0.209,2.227,34.738,-16.277,10.758,23.43,0,0.345,4,4.277,22.764,11.566,27.258,0,-0.104,-1.246,0,-36.413,12.059,21.898,0,0,0,0,0,11.918,22.473,0,0,0,0,12.094,24.578,1,1,0,0,0,2,0,935.027,84.797,-0.002,101.634,0,0,2272,0.1,82.755,1,????,,
2014-Mar-29_14-07-24,14-07-24.7,11.026,56.259,-0.383,0.001,-0.273,0,-0.008,0.601,5.469,51.285,-15.875,9.105,23.621,0,0.603,6.195,20.82,21.723,9.809,26.875,0,-0.483,-2.934,1.254,-35.762,10.301,21.516,0,-0.481,-3.531,40.91,0,9.105,22.664,0,0,0,0,9.844,24.004,1,1,0,0,0,2,0,667.598,70.6,-0.007,103.462,0,0,2273,0.1,82.894,1,E??a,,
2014-Mar-29_14-07-24,14-07-24.8,11.026,56.259,-0.383,0.001,-0.273,0,-0.008,0.601,5.469,51.285,-15.875,9.105,23.621,0,0.603,6.195,20.82,21.723,9.809,26.875,0,-0.483,-2.934,1.254,-35.762,10.301,21.516,0,-0.481,-3.531,40.91,0,9.105,22.664,0,0,0,0,9.844,24.004,1,1,0,0,0,2,0,667.598,70.6,-0.007,103.462,0,0,2273,0.1,82.894,1,;N_,,
2014-Mar-29_14-07-24,14-07-24.9,8.184,173.746,-0.957,0.001,-0.048,0,-0.008,0.956,4.164,63.891,-15.852,4.43,24.004,0,0.958,5.891,31.719,20.749,6.152,26.492,0,-0.958,-7.508,36.184,-35.121,7.91,22.281,0,-0.956,-7.398,65.598,0,7.523,22.09,0,0,0,0,8.367,23.621,1,1,0,1,1,2,0,622.136,46.189,-0.002,100.149,0,0,2274,0.1,83.036,1,"?	/?",,
2014-Mar-29_14-07-25,14-07-25.0,8.849,162.365,-0.957,0.001,-0.048,0,-0.008,0,0,0,-15.79,8.789,23.813,4,0.958,6.563,43.012,19.951,6.68,26.684,0,-0.958,-8.148,41.961,-34.53,8.508,21.516,0,-0.956,-8,74.656,0,8.332,22.281,0,0,0,0,9.141,23.621,1,1,0,1,1,1,0,563.301,36.967,0.003,93.752,0,0,2275,0.1,83.177,1,_??,,
2014-Mar-29_14-07-25,14-07-25.1,8.884,162.365,-0.957,0.039,-0.043,0,-0.008,0,0,0,-15.566,8.93,23.047,4,1,8.047,48.133,19.25,7.875,27.449,0,-1,-8.402,42.355,-33.795,8.332,22.09,0,-0.909,-8.016,44.852,0,8.859,22.664,0,0,0,0,9.738,24.004,1,1,0,1,1,1,0,541.907,43.443,0.003,82.784,0,0,2276,0.1,83.318,1,MM??,,
2014-Mar-29_14-07-25,14-07-25.2,8.884,162.365,-0.957,0.039,-0.043,0,-0.008,0,0,0,-15.566,8.93,23.047,4,1,8.047,48.133,19.25,7.875,27.449,0,-1,-8.402,42.355,-33.795,8.332,22.09,0,-0.909,-8.016,44.852,0,8.859,22.664,0,0,0,0,9.738,24.004,1,1,0,1,1,1,0,541.907,43.443,0.003,82.784,0,0,2276,0.1,83.318,1,?v??,,
2014-Mar-29_14-07-25,14-07-25.3,11.932,8.53,-0.467,0.273,-0.01,0,-0.008,0,0,0,-15.494,12.023,24.004,4,0.712,8.48,0,18.672,11.883,27.641,0,-0.712,-8.559,0,-33.129,11.988,22.281,0,0,0,0,0,12.023,22.281,0,0,0,0,12.129,23.621,1,1,0,1,1,1,0,520.513,45.747,0.003,76.158,0,0,2277,0.1,83.458,1,????,,
2014-Mar-29_14-07-25,14-07-25.4,12.088,8.53,-0.151,0.181,0,0,-0.008,0,0,0,-15.447,11.988,23.238,4,0.274,3.348,0,18.172,12.199,26.684,0,-0.274,-3.293,0,-32.648,12.094,22.281,0,0,0,0,0,12.094,22.473,0,0,0,0,12.27,24.578,1,1,0,0,0,1,0,167.507,37.315,-0.002,77.757,0,0,2278,0.1,83.608,1,???$,,
2014-Mar-29_14-07-25,14-07-25.5,12.001,11.834,-0.007,0.001,0.004,0,-0.008,0,0,0,-15.343,11.953,23.238,4,0,0,0,17.955,11.953,27.066,0,0,0,0,-32.506,11.988,22.473,0,0,0,0,0,12.094,22.281,0,0,0,0,12.234,24.195,1,1,0,0,0,1,0,146.113,36.442,-0.002,76.272,0,0,2279,0.1,83.748,1,?a??,,
