2014-Apr-10_09-35-30,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,
24.387,0,-0.801,-6.617,38.285,0,8.191,28.98,0,-0.799,-6.887,26.465,-39.619,8.543,23.813,0,-0.799,-6.801,43.012,-32.714,8.402,23.43,0,0,0,0,9.176,24.387,1,1,0,0,0,2,0,432.261,-79.698,-0.002,97.979,0,0,1623,0.1,83.632,1,J?.L,,,,,,,,,,,,,,,
2014-Apr-10_11-15-37,11-15-37.2,-0.003,117.94,0.001,0,1,0,0,-0.801,-7.098,28.438,48.519,8.754,24.387,0,-0.801,-6.785,38.023,0,8.543,28.598,0,-0.799,-7.109,22.133,-38.673,8.93,23.238,0,-0.799,-7.055,35.789,-32.239,8.859,23.43,0,0,0,0,9.422,23.813,1,1,0,0,0,2,0,1060.719,-20.067,0.003,95.579,0,0,1624,0.1,83.772,1,??P%,
2014-Apr-10_11-15-37,11-15-37.3,-0.003,105.09,0.001,0,1,0,0,-0.801,-7.18,28.566,49.396,8.895,24.387,0,-0.801,-6.926,37.496,0,8.684,29.172,0,-0.799,-7.363,20.559,-37.573,9.246,23.43,0,-0.799,-7.168,31.063,-31.498,8.965,23.621,0,0,0,0,9.668,24.195,1,0,0,0,0,2,0,1871.027,55.183,0.003,97.979,0,0,1625,0.1,83.913,1,,
<?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_11-15-37,11-15-37.4,9.583,106.191,0,0,1,0,0,-0.8,-7.172,27.91,50.295,9.105,24.387,0,-0.8,-7.063,32.246,0,8.93,29.172,0,-0.8,-7.398,21.738,-36.394,9.105,23.43,0,-0.8,-7.371,25.68,-30.555,9.211,24.004,0,0,0,0,9.879,24.578,1,0,0,0,0,2,0,493.77,143.349,-0.002,96.036,0,0,1626,0.1,84.054,1,??,
2014-Apr-10_11-15-37,11-15-37.5,11.077,27.254,-0.001,-0.011,0.228,0,0,-0.171,-4.375,12.285,51.203,11.18,24.387,0,-0.12,-2.535,4.539,0,11.531,29.172,0,0,0,0,-35.209,11.637,23.43,0,-0.121,-1.445,0,-29.505,11.777,24.004,0,0,0,0,11.848,24.77,1,0,0,0,0,2,0,1523.37,241.697,-0.002,100.035,0,0,1627,0.1,84.194,1,??R?,
2014-Apr-10_11-15-37,11-15-37.7,11.077,27.254,-0.001,-0.011,0.228,0,0,-0.171,-4.375,12.285,51.203,11.18,24.387,0,-0.12,-2.535,4.539,0,11.531,29.172,0,0,0,0,-35.209,11.637,23.43,0,-0.121,-1.445,0,-29.505,11.777,24.004,0,0,0,0,11.848,24.77,1,0,0,0,0,2,0,1523.37,241.697,-0.002,100.035,0,0,1627,0.1,84.194,1,3??,
2014-Apr-10_11-15-37,11-15-37.8,-0.003,170.075,0.03,-1,0.005,0,0,1,6.957,57.848,51.455,6.961,24.578,0,-1,-7.031,33.82,0,7.102,28.98,0,1,7.133,47.871,-35.165,6.891,23.238,0,-1,-7.277,25.809,-28.521,7.418,23.621,0,0,0,0,7.875,23.813,1,0,0,0,0,2,0,852.124,323.668,-0.002,99.235,0,0,1628,0.1,84.331,1,???n,
2014-Apr-10_11-15-37,11-15-37.9,-0.003,75.351,0.051,-0.38,0,0,0,0.328,4.73,37.234,51.32,8.965,24.387,0,-0.431,-4.336,18.852,0,10.441,29.363,0,0.291,3.617,22.266,-35.564,10.441,23.047,0,-0.166,-2.102,1.91,-27.582,11.355,24.195,0,0,0,0,11.566,24.77,1,0,0,0,0,2,0,1338.844,371.789,0.008,98.093,0,0,1629,0.1,84.47,1,??L,
2014-Apr-10_11-15-38,11-15-38.0,-0.003,41.573,0.086,-0.403,-0.008,0,0,0.316,3.336,12.813,51.052,10.477,24.77,0,-0.489,-5.125,21.738,0,10.336,29.363,0,0.489,4.914,28.832,-35.882,10.125,23.238,0,-0.316,-3.492,5.324,-26.985,11.004,24.004,0,-1,-11.25,0,11.355,24.77,1,0,0,0,0,2,0,943.05,392.286,-0.002,96.608,0,0,1630,0.1,84.612,1,^#V?,
2014-Apr-10_11-15-38,11-15-38.1,-0.003,41.573,0.086,-0.403,-0.008,0,0,0.316,3.336,12.813,51.052,10.477,24.77,0,-0.489,-5.125,21.738,0,10.336,29.363,0,0.489,4.914,28.832,-35.882,10.125,23.238,0,-0.316,-3.492,5.324,-26.985,11.004,24.004,0,-1,-11.25,0,11.355,24.77,1,0,0,0,0,2,0,943.05,392.286,-0.002,96.608,0,0,1630,0.1,84.612,1,.??I,
2014-Apr-10_11-15-38,11-15-38.2,10.326,16.607,0.037,-0.206,0.03,0,0,0.168,1.938,1.648,50.628,11.566,24.578,0,-0.243,-2.781,6.246,0,11.391,29.363,0,0.193,2.223,7.031,-36.341,11.566,23.621,0,-0.126,-1.488,0,-26.469,11.813,24.387,0,-1,-11.883,0,11.953,24.387,1,0,0,0,0,2,0,1028.627,397.909,0.003,97.179,0,0,1631,0.1,84.752,1,%??,
2014-Apr-10_11-15-38,11-15-38.3,4.177,12.569,0.09,-0.075,-0.019,0,0,0,0,0,50.248,11.742,24.387,0,-0.166,-1.93,2.699,0,11.637,29.555,0,0.228,2.613,3.883,-36.771,11.496,23.43,0,0,0,0,-26.092,11.672,24.004,0,-1,-11.953,0,11.953,24.578,1,0,0,0,0,2,0,1092.81,398.253,0.003,99.121,0,0,1632,0.1,84.893,1,B??,
2014-Apr-10_11-15-38,11-15-38.4,-0.003,39.737,0.279,-0.199,-0.071,0,0,0,0,0,49.921,11.109,24.004,0,-0.421,-4.27,22.66,0,10.547,29.172,0,0.507,5.117,30.539,-37.186,10.16,22.855,0,0.164,1.781,18.457,-25.79,10.828,24.004,0,0,0,0,11.496,24.77,1,0,0,0,0,2,0,1135.599,397.177,0.008,100.149,0,0,1633,0.1,85.032,1,???,
2014-Apr-10_11-15-38,11-15-38.5,11.621,18.076,0.137,-0.027,-0.071,0,0,0,0,0,49.613,11.637,24.387,0,-0.106,-1.23,3.617,0,11.566,29.363,0,0.164,1.895,7.426,-37.563,11.566,23.621,0,0.138,1.59,15.961,-25.589,11.531,23.813,0,0,0,0,11.004,24.961,1,0,0,0,0,2,0,1170.364,391.722,-0.002,100.492,1,1,1634,0.1,85.172,1,?5B?,
2014-Apr-10_11-15-38,11-15-38.6,11.621,18.076,0.137,-0.027,-0.071,0,0,0,0,0,49.613,11.637,24.387,0,-0.106,-1.23,3.617,0,11.566,29.363,0,0.164,1.895,7.426,-37.563,11.566,23.621,0,0.138,1.59,15.961,-25.589,11.531,23.813,0,0,0,0,11.004,24.961,1,0,0,0,0,2,0,1170.364,391.722,-0.002,100.492,1,1,1634,0.1,85.172,1,"v	??",
2014-Apr-10_11-15-38,11-15-38.8,-0.003,19.544,0.012,0.001,-0.035,0,0,0,0,0,49.371,11.531,24.578,0,0,0,0,0,11.426,29.172,0,0,0,0,-37.796,11.566,23.238,0,0,0,0,-25.441,11.707,24.387,0,-1,-11.777,0,11.777,24.004,1,0,0,0,0,2,0,1197.107,387.313,-0.002,98.893,1,1,1635,0.1,85.314,1,????,
2014-Apr-10_11-15-38,11-15-38.9,10.447,21.747,0.002,0.001,-0.022,0,0,0,0,0,49.289,11.566,24.77,0,0,0,0,0,11.566,29.363,0,0,0,0,-37.859,11.672,23.43,0,0,0,0,-25.407,11.672,23.43,0,-1,-11.848,0,11.848,24.77,1,0,0,0,0,2,0,1239.896,386.332,0.003,100.949,1,1,1636,0.1,85.455,1,z?,
2014-Apr-10_11-15-39,11-15-39.0,7.312,18.443,0.002,0.001,-0.022,0.047,0,0,0,0,49.346,11.637,24.387,0,0,0,0,0,11.566,29.746,0,0,0,0,-37.793,11.602,23.621,0,0,0,0,-25.473,11.707,24.578,0,0,0,0,11.918,24.195,1,0,0,0,0,2,0,1881.724,385.798,-0.002,105.976,1,1,1637,0.1,85.596,1,4:3y,
2014-Apr-10_11-15-39,11-15-39.1,7.312,18.443,0.002,0.001,-0.022,0.047,0,0,0,0,49.346,11.637,24.387,0,0,0,0,0,11.566,29.746,0,0,0,0,-37.793,11.602,23.621,0,0,0,0,-25.473,11.707,24.578,0,0,0,0,11.918,24.195,1,0,0,0,0,2,0,1881.724,385.798,-0.002,105.976,1,1,1637,0.1,85.596,1,??v?,
2014-Apr-10_11-15-39,11-15-39.2,9.981,20.279,0.001,0.001,-0.028,0,0,0,0,0,49.409,11.602,24.578,0,0,0,0,0,11.637,29.746,0,0,0,0,-37.736,11.531,23.047,0,0,0,0,-25.576,11.813,23.813,0,-1,-11.848,0,11.813,24.387,1,0,0,0,0,2,0,1916.49,383.835,0.003,97.864,1,1,1638,0.1,85.737,1,`<?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_11-15-39,11-15-39.3,10.982,19.911,0.003,0.001,-0.048,0,0,0,0,0,49.5,11.637,24.961,0,0,0,0,0,11.496,29.555,0,0,0,0,-37.667,11.602,23.621,0,0.065,0.375,0,-25.727,11.707,24.387,0,-1,-11.848,0,11.883,24.387,1,0,0,0,0,2,0,1913.816,380.32,-0.002,97.065,1,1,1639,0.1,85.878,1,???(,
2014-Apr-10_11-15-39,11-15-39.4,11.345,22.849,0.079,-0.016,-0.151,0,0,0,0,0,49.572,11.531,24.578,0,0,0,0,0,11.355,29.363,0,0.291,3.07,25.809,-37.639,10.547,23.43,0,0.266,2.988,7.691,-25.91,11.215,23.813,0,-1,-11.566,0,11.531,24.77,1,0,0,0,0,2,0,1916.49,375.501,-0.002,99.235,1,1,1640,0.1,86.018,1,X.?T,
2014-Apr-10_11-15-39,11-15-39.5,8.987,63.969,0.369,-0.137,-0.195,0.071,0,-0.076,-0.789,1.387,49.597,10.477,24.578,0,-0.36,-3.594,27.125,0,9.984,29.938,0,0.629,5.816,43.012,-37.714,9.246,23.047,0,0.356,3.5,20.031,-26.089,10.441,23.238,0,-1,-11.004,0,10.898,24.195,1,0,0,0,0,2,0,1304.079,367.708,0.003,96.608,1,1,1641,0.1,86.158,1,?HS4,
2014-Apr-10_11-15-39,11-15-39.6,8.987,63.969,0.369,-0.137,-0.195,0.071,0,-0.076,-0.789,1.387,49.597,10.477,24.578,0,-0.36,-3.594,27.125,0,9.984,29.938,0,0.629,5.816,43.012,-37.714,9.246,23.047,0,0.356,3.5,20.031,-26.089,10.441,23.238,0,-1,-11.004,0,10.898,24.195,1,0,0,0,0,2,0,1304.079,367.708,0.003,96.608,1,1,1641,0.1,86.158,1,?O?@,
2014-Apr-10_11-15-39,11-15-39.7,-0.003,33.863,0.192,-0.032,-0.169,0.071,0,0,0,0,49.604,11.215,24.77,0,-0.088,-0.977,15.832,0,10.934,29.172,0,0.358,3.688,26.992,-37.881,10.441,22.664,0,0.257,2.703,9.527,-26.403,11.32,23.621,0,-1,-11.602,0,11.637,24.578,1,0,0,0,0,2,0,1895.096,353.183,0.003,102.663,1,1,1642,0.1,86.298,1,XC??,
2014-Apr-10_11-15-39,11-15-39.8,-0.003,19.544,0.001,0.001,-0.043,0.071,0,0,0,0,49.798,11.566,24.961,0,0,0,0,0,11.531,29.746,0,0,0,0,-37.815,11.672,23.813,0,0,0,0,-26.78,11.672,24.387,0,-1,-11.848,0,11.883,24.578,1,0,0,0,0,2,0,1913.816,342.422,-0.002,102.206,1,1,1643,0.1,86.438,1,?d/,
2014-Apr-10_11-15-40,11-15-40.0,11.526,26.887,0.159,-0.034,-0.022,0.008,0,-0.126,-1.438,3.227,50.022,11.285,24.961,0,-0.27,-2.879,26.336,0,10.723,29.555,0,0.27,2.883,18.98,-37.676,10.688,23.238,0,0.203,2.293,2.961,-27.126,11.18,23.621,0,-1,-11.426,0,11.426,24.004,1,0,0,0,0,2,0,1916.49,334.401,-0.002,102.777,1,1,1644,0.1,86.583,1,?]?,
2014-Apr-10_11-15-40,11-15-40.1,11.526,26.887,0.159,-0.034,-0.022,0.008,0,-0.126,-1.438,3.227,50.022,11.285,24.961,0,-0.27,-2.879,26.336,0,10.723,29.555,0,0.27,2.883,18.98,-37.676,10.688,23.238,0,0.203,2.293,2.961,-27.126,11.18,23.621,0,-1,-11.426,0,11.426,24.004,1,0,0,0,0,2,0,1916.49,334.401,-0.002,102.777,1,1,1644,0.1,86.583,1,??,
2014-Apr-10_11-15-40,11-15-40.2,10.326,72.414,0.477,-0.126,-0.065,0.008,0,-0.296,-3.012,10.055,50.311,10.02,24.195,0,-0.552,-5.105,47.605,0,9.281,29.172,0,0.655,5.828,40.781,-37.736,8.824,22.855,0,0.403,4.02,11.891,-27.648,9.984,24.004,0,-1,-10.371,0,10.336,24.387,1,0,0,0,0,2,0,1913.816,324.294,0.003,103.691,1,1,1645,0.1,86.726,1,??`,
2014-Apr-10_11-15-40,11-15-40.3,10.525,63.602,0.415,-0.098,-0.101,0.008,0,-0.235,-2.434,6.375,50.707,10.301,24.578,0,-0.432,-4.164,38.68,0,9.633,29.363,0,0.594,5.57,36.707,-37.959,9.387,22.281,0,0.389,4.051,12.547,-28.216,10.371,24.195,0,-1,-10.828,0,10.898,23.813,1,0,0,0,0,2,0,1916.49,316.106,0.008,103.12,1,1,1646,0.1,86.867,1,T??,
2014-Apr-10_11-15-40,11-15-40.4,11.466,21.747,0.094,-0.006,-0.11,0.071,0,0,0,0,51.14,11.426,24.77,0,0,0,0,0,11.461,29.555,0,0.188,1.957,13.336,-38.11,11.074,23.621,0,0.17,1.965,2.043,-28.839,11.566,24.004,0,-1,-11.707,0,11.672,24.387,1,0,0,0,0,2,0,1913.816,307.254,0.003,99.235,1,1,1647,0.1,87.007,1,?Z,
?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_11-15-40,11-15-40.5,5.395,35.699,0.307,-0.066,-0.162,0.008,0,-0.111,-1.246,0,51.543,11.109,24.961,0,-0.242,-2.559,24.758,0,10.547,28.98,0,0.643,5.238,35.527,-38.145,9.668,22.281,0,0.47,4.973,8.477,-29.486,10.582,24.004,0,-1,-10.863,0,10.898,24.387,1,0,0,0,0,2,0,849.45,293.925,0.003,100.263,1,1,1648,0.1,87.149,1,K?vu,
2014-Apr-10_11-15-40,11-15-40.6,5.395,35.699,0.307,-0.066,-0.162,0.008,0,-0.111,-1.246,0,51.543,11.109,24.961,0,-0.242,-2.559,24.758,0,10.547,28.98,0,0.643,5.238,35.527,-38.145,9.668,22.281,0,0.47,4.973,8.477,-29.486,10.582,24.004,0,-1,-10.863,0,10.898,24.387,1,0,0,0,0,2,0,849.45,293.925,0.003,100.263,1,1,1648,0.1,87.149,1,??<],
2014-Apr-10_11-15-40,11-15-40.7,1.18,109.863,0.655,-0.148,-0.195,0,0,-0.351,-3.262,6.246,52.014,9.246,24.195,0,-0.647,-5.48,41.699,0,8.543,29.363,0,0.958,7.344,53.91,-38.566,7.453,22.473,0,0.663,5.918,19.77,-30.306,8.965,23.813,0,-1,-9.527,0,9.422,24.77,1,0,0,0,0,2,0,790.616,279.512,0.008,100.72,1,1,1649,0.1,87.29,1,!??,
2014-Apr-10_11-15-40,11-15-40.8,-0.003,76.085,0.504,-0.103,-0.195,0,0,-0.246,-2.461,4.012,52.552,10.055,24.578,0,-0.451,-4.285,31.719,0,9.422,29.555,0,0.698,6.406,41.305,-39,9.105,22.664,0,0.517,5.234,14.52,-31.164,10.055,23.813,0,0,0,0,10.547,24.578,1,0,0,0,0,2,0,747.827,264.77,0.003,102.777,1,1,1650,0.1,87.43,1,????,
2014-Apr-10_11-15-40,11-15-40.9,-0.003,23.583,0.116,-0.022,-0.01,0,0,-0.094,-1.082,0,53.098,11.391,24.387,0,-0.138,-1.551,12.941,0,11.109,29.363,0,0.096,1.082,8.871,-39.245,11.32,23.621,0,0.069,0.801,0,-31.944,11.637,24.004,0,0,0,0,11.777,24.961,1,0,0,0,0,2,0,734.456,251.98,0.003,106.661,1,1,1651,0.1,87.57,1,?l',
2014-Apr-10_11-15-41,11-15-41.1,-0.003,23.583,0.116,-0.022,-0.01,0,0,-0.094,-1.082,0,53.098,11.391,24.387,0,-0.138,-1.551,12.941,0,11.109,29.363,0,0.096,1.082,8.871,-39.245,11.32,23.621,0,0.069,0.801,0,-31.944,11.637,24.004,0,0,0,0,11.777,24.961,1,0,0,0,0,2,0,734.456,251.98,0.003,106.661,1,1,1651,0.1,87.57,1,YB%,
2014-Apr-10_11-15-41,11-15-41.2,-0.003,15.139,0,0.002,0,0,0,0,0,0,53.51,11.566,24.578,0,0,0,0,0,11.531,29.555,0,0,0,0,-39.245,11.496,23.813,0,0,0,0,-32.513,11.707,24.387,0,0,0,0,11.883,24.578,1,0,0,0,0,2,0,702.364,244.442,-0.002,108.946,1,1,1652,0.1,87.709,1,?~??,
2014-Apr-10_11-15-41,11-15-41.3,-0.003,19.177,0,0.051,0.001,0,0,0,0,0,53.749,11.566,24.195,0,0,0,0,0,11.531,29.938,0,-0.068,-0.559,0,-39.185,11.566,23.813,0,0.068,0.797,0,-32.893,11.742,24.387,0,0,0,0,11.742,24.961,1,0,0,0,0,2,0,715.736,236.801,-0.002,101.406,1,1,1653,0.1,87.848,1,m?h<,
2014-Apr-10_11-15-41,11-15-41.4,-0.003,26.153,-0.001,0.209,0.001,0,0,-0.208,-2.359,5.195,53.919,11.32,24.961,0,0.21,2.344,7.297,0,11.18,29.555,0,-0.257,-2.91,8.215,-39.034,11.32,24.195,0,0.255,2.898,8.348,-33.116,11.426,24.004,0,0,0,0,11.672,25.152,1,0,0,0,0,2,0,707.713,233.004,0.008,101.063,1,1,1654,0.1,87.987,1,x???,
2014-Apr-10_11-15-41,11-15-41.5,-0.003,26.153,-0.001,0.209,0.001,0,0,-0.208,-2.359,5.195,53.919,11.32,24.961,0,0.21,2.344,7.297,0,11.18,29.555,0,-0.257,-2.91,8.215,-39.034,11.32,24.195,0,0.255,2.898,8.348,-33.116,11.426,24.004,0,0,0,0,11.672,25.152,1,0,0,0,0,2,0,707.713,233.004,0.008,101.063,1,1,1654,0.1,87.987,1,???,
2014-Apr-10_11-15-41,11-15-41.6,10.749,63.235,-0.001,0.48,0,0,0,-0.48,-4.809,22.266,54.148,9.949,24.77,0,0.481,4.551,27.125,0,9.422,28.98,0,-0.481,-4.949,27.781,-38.805,9.844,23.621,0,0.506,4.949,30.406,-33.352,9.879,23.621,0,0,0,0,10.582,24.387,1,0,0,0,0,2,0,683.644,233.113,-0.002,104.605,1,1,1655,0.1,88.127,1,?j+?,
2014-Apr-10_11-15-41,11-15-41.7,4.635,104.355,0,0.657,-0.01,0.047,0,-0.657,-5.895,33.164,54.481,8.965,24.578,0,0.657,5.496,33.559,0,8.367,28.98,0,-0.657,-5.871,31.457,-38.481,9.141,24.004,0,0.471,5.395,33.164,-33.669,9.809,23.621,0,0,0,0,10.441,24.77,1,1,0,0,0,2,0,670.273,232.893,0.003,103.919,1,1,1656,0.1,88.265,1,???,
2014-Apr-10_11-15-41,11-15-41.8,-0.003,148.78,0.057,0.001,-1,0.047,0,0.742,4.566,51.809,54.774,6.258,24.578,0,0.744,5.492,31.852,0,7.242,28.406,0,0.856,5.777,52.992,-38.274,7.031,22.855,0,0.883,6.922,34.871,-34.109,7.98,23.238,0,0,0,0,8.754,24.195,1,0,0,0,0,2,0,630.158,229.695,0.003,107.347,1,1,1657,0.1,88.403,1,??7,
2014-Apr-10_11-15-41,11-15-41.9,-0.003,141.07,0.069,0,-1,0.047,0,0.731,5.051,39.336,54.777,6.855,24.578,0,0.731,5.652,26.859,0,7.734,28.789,0,0.869,6.32,40.516,-38.534,7.523,23.047,0,0.844,7.18,29.75,-34.835,8.332,23.43,0,0,0,0,9.105,24.387,1,0,0,0,0,2,0,616.787,199.242,-0.002,103.577,1,1,1658,0.1,88.543,1,????,
2014-Apr-10_11-15-42,11-15-42.0,-0.003,141.07,0.069,0,-1,0.047,0,0.731,5.051,39.336,54.777,6.855,24.578,0,0.731,5.652,26.859,0,7.734,28.789,0,0.869,6.32,40.516,-38.534,7.523,23.047,0,0.844,7.18,29.75,-34.835,8.332,23.43,0,0,0,0,9.105,24.387,1,0,0,0,0,2,0,616.787,199.242,-0.002,103.577,1,1,1658,0.1,88.543,1,<??,
2014-Apr-10_11-15-42,11-15-42.1,10.222,75.351,0.037,-0.002,-0.549,0.047,0,0.404,4.777,29.75,54.563,9.211,24.77,0,0.4,4.133,19.375,0,9.949,29.363,0,0.479,4.801,20.82,-39.119,9.879,23.813,0,0.379,4.387,10.316,-35.709,10.934,24.004,0,0,0,0,11.285,24.578,1,0,0,0,0,2,0,603.416,147.41,-0.002,107.004,1,1,1659,0.1,88.683,1,??s,
2014-Apr-10_11-15-42,11-15-42.2,9.626,112.433,0.288,-0.957,-0.008,0.047,0,0.192,1.848,9.266,54.387,8.859,24.387,0,-1,-7.695,64.414,0,7.488,29.555,0,1,8.082,43.145,-39.71,8.016,23.43,0,-0.756,-4.367,30.145,-36.372,7.98,24.387,0,0,0,0,8.543,24.195,1,0,0,0,0,2,0,1911.142,96.056,-0.002,103.462,1,1,1660,0.1,88.824,1,WqG,
2014-Apr-10_11-15-42,11-15-42.4,8.201,160.896,0.261,-1,0.046,0.047,0,0.739,4.984,30.93,54.107,6.75,24.77,0,-1,-6.961,55.617,0,6.996,29.938,0,1,7.52,41.438,-40.533,7.488,23.621,0,-0.849,-6.098,38.941,-36.265,7.594,23.43,0,0,0,0,7.98,24.578,1,0,0,0,0,2,0,1911.142,62.883,0.008,105.29,1,1,1661,0.1,88.963,1,?t?&,
2014-Apr-10_11-15-42,11-15-42.5,8.245,159.061,0.199,-1,0.172,0.047,0,0.683,4.781,26.074,53.667,7.031,24.578,0,-1,-7.242,49.184,0,7.172,29.555,0,1,7.414,39.73,-41.244,7.559,23.43,0,-0.939,-7.363,41.438,-35.901,7.84,23.621,0,0,0,0,8.438,24.578,1,0,0,0,0,2,0,1753.359,38.783,-0.002,107.232,1,1,1662,0.1,89.105,1,w?Q?,
2014-Apr-10_11-15-42,11-15-42.6,8.245,159.061,0.199,-1,0.172,0.047,0,0.683,4.781,26.074,53.667,7.031,24.578,0,-1,-7.242,49.184,0,7.172,29.555,0,1,7.414,39.73,-41.244,7.559,23.43,0,-0.939,-7.363,41.438,-35.901,7.84,23.621,0,0,0,0,8.438,24.578,1,0,0,0,0,2,0,1753.359,38.783,-0.002,107.232,1,1,1662,0.1,89.105,1,???c,
2014-Apr-10_11-15-42,11-15-42.7,8.556,142.906,0.244,-1,0.121,0.047,0,0.659,4.977,23.051,53.139,7.523,25.344,0,-1,-7.664,44.324,0,7.629,29.555,0,1,8.082,32.246,-42.054,7.98,23.43,0,-0.853,-6.926,34.609,-35.398,8.227,24.195,0,0,0,0,8.719,24.578,1,0,0,0,0,2,0,1758.707,31.177,0.008,105.976,1,1,1663,0.1,89.245,1,????,
2014-Apr-10_11-15-42,11-15-42.8,8.469,150.616,0.137,-0.914,0.107,0,0,0.692,5.477,25.941,52.508,7.629,24.578,0,-1,-7.875,38.809,0,7.91,29.363,0,0.965,6.82,37.891,-42.909,8.086,23.621,0,-0.92,-7.473,29.355,-34.7,8.051,23.621,0,0,0,0,8.543,24.387,1,0,0,0,0,2,0,1812.193,29.819,-0.002,104.49,1,1,1664,0.1,89.385,1,M?R?,
2014-Apr-10_11-15-42,11-15-42.9,8.91,130.423,0.244,-1,0.042,0,0,0.756,6.133,23.445,51.728,8.016,24.77,0,-1,-8.086,37.629,0,8.121,29.938,0,1,8.363,34.609,-43.893,8.227,24.195,0,-0.801,-6.848,23.578,-33.889,8.613,24.004,0,0,0,0,9.141,24.387,1,0,0,0,0,2,0,737.13,29.151,-0.002,107.804,1,1,1665,0.1,89.524,1,>?+,
2014-Apr-10_11-15-43,11-15-43.0,8.91,130.423,0.244,-1,0.042,0,0,0.756,6.133,23.445,51.728,8.016,24.77,0,-1,-8.086,37.629,0,8.121,29.938,0,1,8.363,34.609,-43.893,8.227,24.195,0,-0.801,-6.848,23.578,-33.889,8.613,24.004,0,0,0,0,9.141,24.387,1,0,0,0,0,2,0,737.13,29.151,-0.002,107.804,1,1,1665,0.1,89.524,1,?j?u,
2014-Apr-10_11-15-43,11-15-43.1,10.378,61.766,0.148,-0.491,0.035,0,0,0.343,3.742,5.324,50.836,10.547,24.77,0,-0.638,-6.488,20.426,0,10.301,29.938,0,0.638,6.352,20.559,-45.006,10.02,23.238,0,-0.278,-3.051,2.438,-32.987,11.074,24.195,0,0,0,0,11.215,24.195,1,0,0,0,0,2,0,1812.193,28.434,-0.007,101.749,1,1,1666,0.1,89.664,1,i?X,
2014-Apr-10_11-15-43,11-15-43.2,11.544,20.279,0.178,-0.228,0.005,0,0,0,0,0,49.971,11.32,24.387,0,-0.407,-4.535,7.82,0,11.215,29.938,0,0.407,4.531,7.953,-45.942,11.004,23.621,0,0,0,0,-32.148,11.496,23.621,0,0,0,0,11.602,24.195,1,0,0,0,0,2,0,1903.119,27.898,0.003,107.575,1,1,1667,0.1,89.805,1,?,
??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_11-15-43,11-15-43.3,10.119,84.529,0.491,-0.403,-0.022,0,0,-0.088,-0.859,27.91,49.233,9.738,24.578,0,-0.893,-8.355,32.375,0,9.246,29.938,0,0.893,7.852,38.023,-46.857,8.895,23.047,0,0.075,0.738,26.465,-31.41,9.844,24.77,0,0,0,0,10.195,24.961,1,0,0,0,0,2,0,1734.639,28.141,-0.002,107.689,1,1,1668,0.1,89.944,1,"	2&K",
2014-Apr-10_11-15-43,11-15-43.5,10.119,80.858,0.504,-0.288,-0.022,0,0,-0.216,-2.07,29.223,48.632,9.527,24.578,0,-0.792,-7.465,29.879,0,9.422,30.129,0,0.792,7.102,32.902,-47.784,8.965,22.855,0,0.207,2.008,28.699,-30.794,9.527,23.238,0,0,0,0,10.371,24.578,1,0,0,0,0,2,0,1699.873,28.653,0.003,109.631,1,1,1669,0.1,90.084,1,??D,
2014-Apr-10_11-15-43,11-15-43.6,10.119,80.858,0.504,-0.288,-0.022,0,0,-0.216,-2.07,29.223,48.632,9.527,24.578,0,-0.792,-7.465,29.879,0,9.422,30.129,0,0.792,7.102,32.902,-47.784,8.965,22.855,0,0.207,2.008,28.699,-30.794,9.527,23.238,0,0,0,0,10.371,24.578,1,0,0,0,0,2,0,1699.873,28.653,0.003,109.631,1,1,1669,0.1,90.084,1,@?9,
