,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,
2014-Apr-10_10-52-01,10-52-01.8,11.958,11.1,0,0,0,0,0,0,0,0,0,11.883,24.77,0,0,0,0,0,11.813,27.449,0,0,0,0,-0.003,11.918,22.664,0,0,0,0,0,11.953,23.621,0,0,0,0,12.164,26.492,1,1,0,0,0,1,0,108.673,-18.878,0.003,109.631,0,0,754,0.1,64.618,1,
2014-Apr-10_10-52-01,10-52-01.9,11.958,11.1,0,0,0,0,0,0,0,0,0,11.883,24.77,0,0,0,0,0,11.813,27.449,0,0,0,0,-0.003,11.918,22.664,0,0,0,0,0,11.953,23.621,0,0,0,0,12.164,26.492,1,1,0,0,0,1,0,108.673,-18.878,0.003,109.631,0,0,754,0.1,64.618,1,
2014-Apr-10_10-52-02,10-52-02.0,11.967,10.366,0,0,0,0,0,0,0,0,0,11.848,24.387,0,0,0,0,0,11.883,27.258,0,0,0,0,-0.003,11.848,22.855,0,0,0,0,0,12.023,23.047,0,0,0,0,12.129,26.301,1,1,0,0,0,1,0,105.998,-18.888,0.003,109.517,0,0,755,0.1,64.758,1,
2014-Apr-10_10-52-02,10-52-02.1,11.898,12.569,0,0,0,0,0,0,0,0,0,11.918,24.387,0,0,0,0,0,11.777,27.641,0,0,0,0,-0.003,11.883,22.855,0,0,0,0,0,11.918,22.855,0,0,0,0,12.129,26.109,1,1,0,0,0,1,0,105.998,-18.946,-0.007,109.746,0,0,756,0.1,64.897,1,
2014-Apr-10_10-52-02,10-52-02.2,11.976,8.897,0,0,0,0,0,0,0,0,0,11.848,24.77,0,0,0,0,0,11.883,27.641,0,0,0,0,-0.003,11.918,22.664,0,0,0,0,0,12.023,23.43,0,0,0,0,12.164,26.301,1,1,0,0,0,1,1,114.021,-18.971,0.003,109.631,0,0,757,0.1,65.035,1,
2014-Apr-10_10-52-02,10-52-02.3,11.976,8.897,0,0,0,0,0,0,0,0,0,11.848,24.77,0,0,0,0,0,11.883,27.641,0,0,0,0,-0.003,11.918,22.664,0,0,0,0,0,12.023,23.43,0,0,0,0,12.164,26.301,1,1,0,0,0,1,1,114.021,-18.971,0.003,109.631,0,0,757,0.1,65.035,1,
2014-Apr-10_10-52-02,10-52-02.4,12.209,2.656,0,0,0,0,0,0,0,0,0,12.129,24.578,0,0,0,0,0,12.094,27.641,0,0,0,0,-0.003,12.164,23.047,0,0,0,0,0,12.27,23.813,0,0,0,0,12.41,26.492,1,1,0,0,0,1,1,111.347,-19.008,0.003,109.631,0,0,758,0.1,65.174,1,
2014-Apr-10_10-52-02,10-52-02.5,12.235,1.554,0,0,0,0,0,0,0,0,0,12.164,24.77,0,0,0,0,0,12.129,27.258,0,0,0,0,-0.003,12.199,22.855,0,0,0,0,0,12.305,23.047,0,0,0,0,12.445,26.684,1,1,0,0,0,1,1,111.347,-19.035,0.008,109.517,0,0,759,0.1,65.312,1,
2014-Apr-10_10-52-02,10-52-02.7,12.243,1.554,0,0,0,0,0,0,0,0,0,12.164,24.77,0,0,0,0,0,12.129,27.641,0,0,0,0,-0.003,12.199,23.047,0,0,0,0,0,12.305,23.047,0,0,0,0,12.445,26.301,1,1,0,0,0,1,1,105.998,-19.061,0.008,109.631,0,0,760,0.1,65.451,1,
2014-Apr-10_10-52-02,10-52-02.8,12.252,1.921,0,0,0,0,0,0,0,0,0,12.164,24.77,0,0,0,0,0,12.164,27.449,0,0,0,0,-0.003,12.199,22.855,0,0,0,0,0,12.305,23.621,0,0,0,0,12.445,26.109,1,1,0,0,0,1,1,111.347,-19.111,-0.002,109.517,0,0,761,0.1,65.59,1,
2014-Apr-10_10-52-02,10-52-02.9,12.252,1.921,0,0,0,0,0,0,0,0,0,12.164,24.77,0,0,0,0,0,12.164,27.449,0,0,0,0,-0.003,12.199,22.855,0,0,0,0,0,12.305,23.621,0,0,0,0,12.445,26.109,1,1,0,0,0,1,1,111.347,-19.111,-0.002,109.517,0,0,761,0.1,65.59,1,
2014-Apr-10_10-52-03,10-52-03.0,12.252,1.554,0,0,0,0,0,0,0,0,0,12.164,24.387,0,0,0,0,0,12.164,27.066,0,0,0,0,-0.003,12.199,23.047,0,0,0,0,0,12.34,23.238,0,0,0,0,12.445,26.109,1,1,0,0,0,1,1,108.673,-19.157,-0.002,109.631,0,0,762,0.1,65.729,1,
2014-Apr-10_10-52-03,10-52-03.1,12.252,2.288,0,0,0,0,0,0,0,0,0,12.164,24.387,0,0,0,0,0,12.164,27.449,0,0,0,0,-0.003,12.199,22.473,0,0,0,0,0,12.305,23.047,0,0,0,0,12.445,26.684,1,1,0,0,0,1,1,111.347,-19.162,-0.002,109.631,0,0,763,0.1,65.869,1,
2014-Apr-10_10-52-03,10-52-03.2,12.261,2.656,0,0,0,0,0,0,0,0,0,12.164,24.387,0,0,0,0,0,12.164,27.258,0,0,0,0,-0.003,12.199,22.855,0,0,0,0,0,12.305,23.238,0,0,0,0,12.445,26.875,1,1,0,0,0,1,1,108.673,-19.201,0.008,109.517,0,0,764,0.1,66.009,1,
2014-Apr-10_10-52-03,10-52-03.3,12.261,2.288,0,0,0,0,0,0,0,0,0,12.199,24.578,0,0,0,0,0,12.164,27.832,0,0,0,0,-0.003,12.164,23.047,0,0,0,0,0,12.305,23.047,0,0,0,0,12.48,26.684,1,1,0,0,0,1,1,108.673,-19.25,-0.002,109.631,0,0,765,0.1,66.149,1,
2014-Apr-10_10-52-03,10-52-03.4,12.261,2.288,0,0,0,0,0,0,0,0,0,12.199,24.578,0,0,0,0,0,12.164,27.832,0,0,0,0,-0.003,12.164,23.047,0,0,0,0,0,12.305,23.047,0,0,0,0,12.48,26.684,1,1,0,0,0,1,1,108.673,-19.25,-0.002,109.631,0,0,765,0.1,66.149,1,
2014-Apr-10_10-52-03,10-52-03.5,12.269,1.921,0,0,0,0,0,0,0,0,0,12.164,24.77,0,0,0,0,0,12.164,27.258,0,0,0,0,-0.003,12.199,22.855,0,0,0,0,0,12.34,23.047,0,0,0,0,12.48,26.492,1,1,0,0,0,1,1,108.673,-19.285,-0.002,109.517,0,0,766,0.1,66.288,1,
?[?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-52-03,10-52-03.8,12.286,1.921,0,0,0,0,0,0,0,0,0,12.199,24.578,0,0,0,0,0,12.164,27.066,0,0,0,0,-0.003,12.199,22.281,0,0,0,0,0,12.34,23.238,0,0,0,0,12.48,26.875,1,1,0,0,0,1,1,105.998,-19.401,-0.002,109.403,0,0,768,0.1,66.565,1,
2014-Apr-10_10-52-03,10-52-03.9,12.286,1.921,0,0,0,0,0,0,0,0,0,12.199,24.578,0,0,0,0,0,12.164,27.066,0,0,0,0,-0.003,12.199,22.281,0,0,0,0,0,12.34,23.238,0,0,0,0,12.48,26.875,1,1,0,0,0,1,1,105.998,-19.401,-0.002,109.403,0,0,768,0.1,66.565,1,
2014-Apr-10_10-52-04,10-52-04.1,12.295,2.288,0,0,0,0,0,0,0,0,0,12.199,24.578,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.199,23.047,0,0,0,0,0,12.375,23.43,0,0,0,0,12.48,26.492,1,1,0,0,0,1,1,111.347,-19.437,0.003,109.746,0,0,770,0.1,66.839,1,
2014-Apr-10_10-52-04,10-52-04.2,12.295,2.288,0,0,0,0,0,0,0,0,0,12.199,24.195,0,0,0,0,0,12.199,27.641,0,0,0,0,-0.003,12.234,22.855,0,0,0,0,0,12.34,23.43,0,0,0,0,12.48,26.301,1,1,0,0,0,1,1,111.347,-19.54,-0.007,109.631,0,0,771,0.1,66.978,1,
2014-Apr-10_10-52-04,10-52-04.3,12.295,2.288,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,22.664,0,0,0,0,0,12.34,23.238,0,0,0,0,12.48,26.109,1,1,0,0,0,1,1,116.695,-19.637,0.003,109.631,0,0,772,0.1,67.117,1,
2014-Apr-10_10-52-04,10-52-04.4,12.286,2.288,0,0,0,0,0,0,0,0,0,12.199,24.387,0,0,0,0,0,12.164,27.832,0,0,0,0,-0.003,12.234,23.047,0,0,0,0,0,12.34,23.621,0,0,0,0,12.48,26.492,1,1,0,0,0,1,1,76.581,-19.601,0.008,109.517,0,0,773,0.1,67.257,1,
2014-Apr-10_10-52-04,10-52-04.5,12.286,2.288,0,0,0,0,0,0,0,0,0,12.199,24.387,0,0,0,0,0,12.164,27.832,0,0,0,0,-0.003,12.234,23.047,0,0,0,0,0,12.34,23.621,0,0,0,0,12.48,26.492,1,1,0,0,0,1,1,76.581,-19.601,0.008,109.517,0,0,773,0.1,67.257,1,
2014-Apr-10_10-52-04,10-52-04.6,12.286,2.656,0,0,0,0,0,0,0,0,0,12.199,24.77,0,0,0,0,0,12.164,27.258,0,0,0,0,-0.003,12.234,22.664,0,0,0,0,0,12.34,23.43,0,0,0,0,12.48,25.727,1,1,0,0,0,1,1,114.021,-19.589,0.003,109.517,0,0,774,0.1,67.396,1,
2014-Apr-10_10-52-04,10-52-04.7,12.286,3.757,0,0,0,0,0,0,0,0,0,12.199,24.961,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,22.664,0,0,0,0,0,12.34,23.43,0,0,0,0,12.48,26.301,1,1,0,0,0,1,1,143.438,-19.567,-0.002,109.517,0,0,775,0.1,67.535,1,
2014-Apr-10_10-52-04,10-52-04.8,12.295,3.023,0,0,0,0,0,0,0,0,0,12.234,24.195,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,23.238,0,0,0,0,0,12.34,23.047,0,0,0,0,12.48,26.301,1,1,0,0,0,1,1,68.558,-19.494,-0.007,109.517,0,0,776,0.1,67.675,1,
?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-52-05,10-52-05.0,12.295,3.023,0,0,0,0,0,0,0,0,0,12.234,24.195,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,23.238,0,0,0,0,0,12.34,23.047,0,0,0,0,12.48,26.301,1,1,0,0,0,1,1,68.558,-19.494,-0.007,109.517,0,0,776,0.1,67.675,1,
2014-Apr-10_10-52-05,10-52-05.1,12.295,3.023,0,0,0,0,0,0,0,0,0,12.199,25.152,0,0,0,0,0,12.199,27.258,0,0,0,0,-0.003,12.234,23.047,0,0,0,0,0,12.34,22.473,0,0,0,0,12.48,25.918,1,1,0,0,0,1,1,73.907,-19.449,-0.002,109.631,0,0,777,0.1,67.813,1,
2014-Apr-10_10-52-05,10-52-05.2,12.304,1.554,0,0,0,0,0,0,0,0,0,12.234,25.152,0,0,0,0,0,12.199,27.641,0,0,0,0,-0.003,12.234,22.855,0,0,0,0,0,12.375,23.238,0,0,0,0,12.48,26.492,1,1,0,0,0,1,1,63.21,-19.516,0.003,109.631,0,0,778,0.1,67.953,1,
2014-Apr-10_10-52-05,10-52-05.3,12.312,1.921,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.199,28.023,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.047,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,65.884,-19.506,-0.002,109.631,0,0,779,0.1,68.091,1,
2014-Apr-10_10-52-05,10-52-05.4,12.312,1.921,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.199,28.023,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.047,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,65.884,-19.506,-0.002,109.631,0,0,779,0.1,68.091,1,
2014-Apr-10_10-52-05,10-52-05.5,12.312,2.288,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,22.664,0,0,0,0,0,12.375,23.047,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,63.21,-19.399,-0.002,109.631,0,0,780,0.1,68.23,1,
2014-Apr-10_10-52-05,10-52-05.6,12.312,1.187,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.199,27.641,0,0,0,0,-0.003,12.234,22.473,0,0,0,0,0,12.375,23.43,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,55.187,-19.419,-0.002,109.631,0,0,781,0.1,68.369,1,
2014-Apr-10_10-52-05,10-52-05.7,12.312,1.187,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.375,23.047,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,63.21,-19.401,0.003,109.631,0,0,782,0.1,68.507,1,
2014-Apr-10_10-52-05,10-52-05.8,12.321,1.554,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.234,27.641,0,0,0,0,-0.003,12.234,23.047,0,0,0,0,0,12.375,22.664,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,63.21,-19.518,0.003,109.631,0,0,783,0.1,68.646,1,
2014-Apr-10_10-52-05,10-52-05.9,12.304,2.288,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.199,23.238,0,0,0,0,0,12.375,23.621,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,68.558,-19.494,0.008,109.517,0,0,784,0.1,68.785,1,
2014-Apr-10_10-52-06,10-52-06.0,12.304,2.288,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.199,23.238,0,0,0,0,0,12.375,23.621,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,68.558,-19.494,0.008,109.517,0,0,784,0.1,68.785,1,
2014-Apr-10_10-52-06,10-52-06.2,12.304,2.288,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.199,27.832,0,0,0,0,-0.003,12.27,22.664,0,0,0,0,0,12.375,22.855,0,0,0,0,12.48,25.918,1,1,0,0,0,1,1,71.233,-19.537,-0.002,109.517,0,0,785,0.1,68.924,1,
2014-Apr-10_10-52-06,10-52-06.3,12.304,2.656,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,23.047,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,26.684,1,1,0,0,0,1,1,60.535,-19.575,0.003,109.517,0,0,786,0.1,69.059,1,
2014-Apr-10_10-52-06,10-52-06.4,12.304,2.288,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.199,27.258,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.375,23.621,0,0,0,0,12.48,26.301,1,1,0,0,0,1,1,63.21,-19.632,0.008,109.631,0,0,787,0.1,69.199,1,
2014-Apr-10_10-52-06,10-52-06.5,12.304,2.288,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.199,27.258,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.375,23.621,0,0,0,0,12.48,26.301,1,1,0,0,0,1,1,63.21,-19.632,0.008,109.631,0,0,787,0.1,69.199,1,
2014-Apr-10_10-52-06,10-52-06.6,12.312,2.656,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,22.664,0,0,0,0,0,12.375,23.813,0,0,0,0,12.516,27.066,1,1,0,0,0,1,1,60.535,-19.717,-0.002,109.746,0,0,788,0.1,69.339,1,
2014-Apr-10_10-52-06,10-52-06.7,12.321,1.554,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.234,27.641,0,0,0,0,-0.003,12.27,22.473,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,60.535,-19.719,0.003,109.517,0,0,789,0.1,69.479,1,
2014-Apr-10_10-52-06,10-52-06.8,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.234,27.449,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,25.727,1,1,0,0,0,1,1,57.861,-19.753,0.003,109.631,0,0,790,0.1,69.617,1,
2014-Apr-10_10-52-06,10-52-06.9,12.321,1.187,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,26.684,1,1,0,0,0,1,1,60.535,-19.965,0.003,109.517,0,0,791,0.1,69.755,1,
2014-Apr-10_10-52-07,10-52-07.0,12.321,1.187,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,26.684,1,1,0,0,0,1,1,60.535,-19.965,0.003,109.517,0,0,791,0.1,69.755,1,
2014-Apr-10_10-52-07,10-52-07.1,12.33,1.921,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.234,27.258,0,0,0,0,-0.003,12.27,22.664,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,25.918,1,1,0,0,0,1,1,60.535,-19.973,-0.002,109.631,0,0,792,0.1,69.894,1,
2014-Apr-10_10-52-07,10-52-07.2,12.33,1.921,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.641,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.41,23.813,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,57.861,-20.126,0.003,109.517,0,0,793,0.1,70.033,1,
2014-Apr-10_10-52-07,10-52-07.4,12.33,1.921,0,0,0,0,0,0,0,0,0,12.27,24.961,0,0,0,0,0,12.234,27.832,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.375,23.621,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,63.21,-20.187,-0.002,109.631,0,0,794,0.1,70.172,1,
2014-Apr-10_10-52-07,10-52-07.5,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.234,27.449,0,0,0,0,-0.003,12.27,23.238,0,0,0,0,0,12.375,23.43,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,60.535,-20.22,-0.002,109.517,0,0,795,0.1,70.311,1,
2014-Apr-10_10-52-07,10-52-07.6,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.234,27.449,0,0,0,0,-0.003,12.27,23.238,0,0,0,0,0,12.375,23.43,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,60.535,-20.22,-0.002,109.517,0,0,795,0.1,70.311,1,
2014-Apr-10_10-52-07,10-52-07.7,12.312,2.288,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.27,23.238,0,0,0,0,0,12.375,23.43,0,0,0,0,12.516,26.492,1,1,0,0,0,1,1,65.884,-20.278,0.003,109.631,0,0,796,0.1,70.45,1,
2014-Apr-10_10-52-07,10-52-07.8,12.321,1.554,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.449,0,0,0,0,-0.003,12.234,22.855,0,0,0,0,0,12.375,23.43,0,0,0,0,12.516,26.492,1,1,0,0,0,1,1,63.21,-20.327,-0.002,109.631,0,0,797,0.1,70.588,1,
2014-Apr-10_10-52-07,10-52-07.9,12.321,2.656,0,0,0,0,0,0,0,0,0,12.234,24.195,0,0,0,0,0,12.199,27.258,0,0,0,0,-0.003,12.234,22.855,0,0,0,0,0,12.34,23.621,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,63.21,-20.353,-0.002,109.517,0,0,798,0.1,70.727,1,
2014-Apr-10_10-52-08,10-52-08.0,12.321,2.656,0,0,0,0,0,0,0,0,0,12.234,24.195,0,0,0,0,0,12.199,27.258,0,0,0,0,-0.003,12.234,22.855,0,0,0,0,0,12.34,23.621,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,63.21,-20.353,-0.002,109.517,0,0,798,0.1,70.727,1,
2014-Apr-10_10-52-08,10-52-08.1,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.199,27.641,0,0,0,0,-0.003,12.27,23.238,0,0,0,0,0,12.375,23.813,0,0,0,0,12.516,26.492,1,1,0,0,0,1,1,63.21,-20.426,-0.002,109.631,0,0,799,0.1,70.865,1,
2014-Apr-10_10-52-08,10-52-08.2,12.33,1.554,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.234,27.641,0,0,0,0,-0.003,12.27,22.664,0,0,0,0,0,12.375,22.855,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,63.21,-20.443,-0.002,109.631,0,0,800,0.1,71.005,1,
2014-Apr-10_10-52-08,10-52-08.3,12.33,1.921,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.234,27.641,0,0,0,0,-0.003,12.27,22.664,0,0,0,0,0,12.375,23.238,0,0,0,0,12.551,26.492,1,1,0,0,0,1,1,65.884,-20.502,-0.002,109.631,0,0,801,0.1,71.144,1,
2014-Apr-10_10-52-08,10-52-08.5,12.33,1.921,0,0,0,0,0,0,0,0,0,12.234,24.578,0,0,0,0,0,12.234,27.832,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.41,23.43,0,0,0,0,12.516,25.918,1,1,0,0,0,1,1,63.21,-20.517,0.008,109.517,0,0,802,0.1,71.284,1,
2014-Apr-10_10-52-08,10-52-08.6,12.338,1.554,0,0,0,0,0,0,0,0,0,12.27,24.387,0,0,0,0,0,12.234,27.641,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.813,0,0,0,0,12.516,26.875,1,1,0,0,0,1,1,71.233,-20.562,0.003,109.403,0,0,803,0.1,71.419,1,
2014-Apr-10_10-52-08,10-52-08.7,12.338,1.554,0,0,0,0,0,0,0,0,0,12.27,24.387,0,0,0,0,0,12.234,27.641,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.813,0,0,0,0,12.516,26.875,1,1,0,0,0,1,1,71.233,-20.562,0.003,109.403,0,0,803,0.1,71.419,1,
2014-Apr-10_10-52-08,10-52-08.8,12.338,1.554,0,0,0,0,0,0,0,0,0,12.234,24.387,0,0,0,0,0,12.234,27.258,0,0,0,0,-0.003,12.305,22.281,0,0,0,0,0,12.41,23.621,0,0,0,0,12.516,26.492,1,1,0,0,0,1,1,108.673,-20.628,-0.002,109.746,0,0,804,0.1,71.558,1,
2014-Apr-10_10-52-09,10-52-09.0,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.234,27.832,0,0,0,0,-0.003,12.27,23.238,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,26.684,1,1,0,0,0,1,1,114.021,-20.83,0.003,109.631,0,0,806,0.1,71.834,1,
2014-Apr-10_10-52-09,10-52-09.1,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.234,27.832,0,0,0,0,-0.003,12.27,23.238,0,0,0,0,0,12.375,23.238,0,0,0,0,12.516,26.684,1,1,0,0,0,1,1,114.021,-20.83,0.003,109.631,0,0,806,0.1,71.834,1,
2014-Apr-10_10-52-09,10-52-09.2,12.321,1.554,0,0,0,0,0,0,0,0,0,12.234,24.195,0,0,0,0,0,12.234,28.023,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.375,23.047,0,0,0,0,12.516,26.109,1,1,0,0,0,1,1,81.93,-20.908,0.003,109.631,0,0,807,0.1,71.974,1,
2014-Apr-10_10-52-09,10-52-09.3,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.234,27.832,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.43,0,0,0,0,12.516,25.918,1,1,0,0,0,1,1,108.673,-20.872,-0.002,109.517,0,0,808,0.1,72.113,1,
2014-Apr-10_10-52-09,10-52-09.4,12.321,2.288,0,0,0,0,0,0,0,0,0,12.234,24.961,0,0,0,0,0,12.199,27.258,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.43,0,0,0,0,12.516,26.492,1,1,0,0,0,1,1,116.695,-20.897,-0.002,109.631,0,0,809,0.1,72.252,1,
2014-Apr-10_10-52-09,10-52-09.5,12.33,2.288,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.832,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,24.004,0,0,0,0,12.516,26.684,1,1,0,0,0,1,1,111.347,-20.917,0.003,109.517,0,0,810,0.1,72.391,1,
2014-Apr-10_10-52-09,10-52-09.7,12.33,2.288,0,0,0,0,0,0,0,0,0,12.234,24.77,0,0,0,0,0,12.199,27.832,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,24.004,0,0,0,0,12.516,26.684,1,1,0,0,0,1,1,111.347,-20.917,0.003,109.517,0,0,810,0.1,72.391,1,
2014-Apr-10_10-52-09,10-52-09.8,12.338,1.187,0,0,0,0,0,0,0,0,0,12.27,24.387,0,0,0,0,0,12.234,27.641,0,0,0,0,-0.003,12.27,23.047,0,0,0,0,0,12.375,23.238,0,0,0,0,12.551,26.875,1,1,0,0,0,1,1,63.21,-20.944,-0.002,109.631,0,0,811,0.1,72.529,1,
2014-Apr-10_10-52-09,10-52-09.9,12.338,1.921,0,0,0,0,0,0,0,0,0,12.27,24.961,0,0,0,0,0,12.234,27.449,0,0,0,0,-0.003,12.27,22.473,0,0,0,0,0,12.41,23.43,0,0,0,0,12.551,26.301,1,1,0,0,0,1,1,65.884,-21.026,0.008,109.517,0,0,812,0.1,72.669,1,
2014-Apr-10_10-52-10,10-52-10.0,12.338,1.921,0,0,0,0,0,0,0,0,0,12.27,24.77,0,0,0,0,0,12.234,28.215,0,0,0,0,-0.003,12.27,22.473,0,0,0,0,0,12.41,23.43,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,68.558,-21.119,0.003,109.631,0,0,813,0.1,72.808,1,
2014-Apr-10_10-52-10,10-52-10.1,12.338,1.921,0,0,0,0,0,0,0,0,0,12.27,24.77,0,0,0,0,0,12.234,28.215,0,0,0,0,-0.003,12.27,22.473,0,0,0,0,0,12.41,23.43,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,68.558,-21.119,0.003,109.631,0,0,813,0.1,72.808,1,
2014-Apr-10_10-52-10,10-52-10.2,12.338,1.921,0,0,0,0,0,0,0,0,0,12.27,24.77,0,0,0,0,0,12.234,28.023,0,0,0,0,-0.003,12.27,22.855,0,0,0,0,0,12.41,23.43,0,0,0,0,12.516,26.301,1,1,0,0,0,1,1,108.673,-21.227,-0.002,109.631,0,0,814,0.1,72.948,1,
