,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,
2014-Apr-10_10-51-07,10-51-07.4,12.217,8.53,0,0,0,0,0,0,0,0,0,12.129,24.195,0,0,0,0,0,12.094,27.066,0,0,0,0,0,12.129,22.664,0,0,0,0,0,12.234,23.238,0,0,0,0,12.41,26.301,1,1,0,0,0,1,0,60.535,-4.862,0.003,22.92,0,0,364,0.1,10.199,1,
2014-Apr-10_10-51-07,10-51-07.5,12.209,7.428,0,0,0,0,0,0,0,0,0,12.129,24.195,0,0,0,0,0,12.129,27.449,0,0,0,0,0,12.129,22.473,0,0,0,0,0,12.27,23.047,0,0,0,0,12.375,25.918,1,1,0,0,0,1,0,57.861,-4.932,-0.002,23.606,0,0,365,0.1,10.339,1,
2014-Apr-10_10-51-07,10-51-07.6,12.183,7.428,0,0,0,0,0,0,0,0,0,12.094,24.195,0,0,0,0,0,12.094,27.066,0,0,0,0,0,12.129,22.855,0,0,0,0,0,12.27,22.855,0,0,0,0,12.375,25.727,1,1,0,0,0,1,0,60.535,-4.947,-0.002,23.263,0,0,366,0.1,10.478,1,
2014-Apr-10_10-51-07,10-51-07.8,12.183,7.428,0,0,0,0,0,0,0,0,0,12.094,24.195,0,0,0,0,0,12.094,27.066,0,0,0,0,0,12.129,22.855,0,0,0,0,0,12.27,22.855,0,0,0,0,12.375,25.727,1,1,0,0,0,1,0,60.535,-4.947,-0.002,23.263,0,0,366,0.1,10.478,1,
2014-Apr-10_10-51-07,10-51-07.9,12.174,9.631,0,0,0,0,0,0,0,0,0,12.129,24.387,0,0,0,0,0,12.023,27.449,0,0,0,0,0,12.164,22.281,0,0,0,0,0,12.234,23.047,0,0,0,0,12.375,26.109,1,1,0,0,0,1,0,57.861,-5.042,0.003,23.606,0,0,367,0.1,10.616,1,
2014-Apr-10_10-51-08,10-51-08.0,12.191,9.264,0,0,0,0,0,0,0,0,0,12.094,24.195,0,0,0,0,0,12.094,27.258,0,0,0,0,0,12.129,22.473,0,0,0,0,0,12.234,23.43,0,0,0,0,12.375,25.918,1,1,0,0,0,1,0,57.861,-5.042,-0.002,22.806,0,0,368,0.1,10.755,1,
2014-Apr-10_10-51-08,10-51-08.1,12.191,7.428,0,0,0,0,0,0,0,0,0,12.094,24.004,0,0,0,0,0,12.094,27.258,0,0,0,0,0,12.094,22.664,0,0,0,0,0,12.27,23.047,0,0,0,0,12.375,25.152,1,1,0,0,0,1,0,60.535,-5.039,0.008,23.606,0,0,369,0.1,10.893,1,
2014-Apr-10_10-51-08,10-51-08.2,12.191,7.428,0,0,0,0,0,0,0,0,0,12.094,24.004,0,0,0,0,0,12.094,27.258,0,0,0,0,0,12.094,22.664,0,0,0,0,0,12.27,23.047,0,0,0,0,12.375,25.152,1,1,0,0,0,1,0,60.535,-5.039,0.008,23.606,0,0,369,0.1,10.893,1,
2014-Apr-10_10-51-08,10-51-08.3,12.157,9.631,0,0,0,0,0,0,0,0,0,12.129,23.621,0,0,0,0,0,12.059,27.449,0,0,0,0,0,12.129,22.281,0,0,0,0,0,12.234,23.047,0,0,0,0,12.375,25.535,1,1,0,0,0,1,0,1758.707,-5.047,-0.002,22.578,0,0,370,0.1,11.033,1,
2014-Apr-10_10-51-08,10-51-08.4,12.157,8.897,0,0,0,0,0,0,0,0,0,12.129,23.813,0,0,0,0,0,12.059,27.449,0,0,0,0,0,12.164,22.281,0,0,0,0,0,12.199,22.664,0,0,0,0,12.375,25.535,1,1,0,0,0,1,0,68.558,-5.028,-0.002,23.377,0,0,371,0.1,11.172,1,
2014-Apr-10_10-51-08,10-51-08.5,12.174,10.366,0,0,0,0,0,0,0,0,0,12.094,24.578,0,0,0,0,0,12.059,27.449,0,0,0,0,0,12.094,22.281,0,0,0,0,0,12.234,22.473,0,0,0,0,12.375,26.301,1,1,0,0,0,1,0,60.535,-5.011,0.008,23.377,0,0,372,0.1,11.312,1,
2014-Apr-10_10-51-08,10-51-08.6,12.174,8.53,0,0,0,0,0,0,0,0,0,12.059,24.578,0,0,0,0,0,12.059,27.066,0,0,0,0,-0.003,12.094,22.855,0,0,0,0,0,12.199,23.047,0,0,0,0,12.305,25.727,1,1,0,0,0,1,0,60.535,-5.071,0.003,23.377,0,0,373,0.1,11.451,1,
2014-Apr-10_10-51-08,10-51-08.7,12.157,7.796,0,0,0,0,0,0,0,0,0,12.094,24.387,0,0,0,0,0,12.094,26.875,0,0,0,0,-0.003,12.094,22.855,0,0,0,0,0,12.199,23.238,0,0,0,0,12.34,26.301,1,1,0,0,0,1,0,57.861,-5.084,0.003,23.035,0,0,374,0.1,11.59,1,
2014-Apr-10_10-51-08,10-51-08.8,12.157,7.796,0,0,0,0,0,0,0,0,0,12.094,24.387,0,0,0,0,0,12.094,26.875,0,0,0,0,-0.003,12.094,22.855,0,0,0,0,0,12.199,23.238,0,0,0,0,12.34,26.301,1,1,0,0,0,1,0,57.861,-5.084,0.003,23.035,0,0,374,0.1,11.59,1,
2014-Apr-10_10-51-09,10-51-09.0,12.148,8.897,0,0,0,0,0,0,0,0,0,12.094,24.004,0,0,0,0,0,12.059,26.684,0,0,0,0,-0.003,12.094,22.473,0,0,0,0,0,12.199,23.047,0,0,0,0,12.375,25.918,1,1,0,0,0,1,0,60.535,-5.15,0.003,23.606,0,0,375,0.1,11.728,1,
<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-51-09,10-51-09.1,12.157,9.631,0,0,0,0,0,0,0,0,0,12.059,24.387,0,0,0,0,0,12.059,27.258,0,0,0,0,-0.003,12.094,22.855,0,0,0,0,0,12.234,23.43,0,0,0,0,12.34,25.918,1,1,0,0,0,1,0,71.233,-5.118,0.003,23.035,0,0,376,0.1,11.868,1,
2014-Apr-10_10-51-09,10-51-09.3,12.166,8.897,0,0,0,0,0,0,0,0,0,12.059,24.004,0,0,0,0,0,12.023,27.449,0,0,0,0,-0.003,12.094,22.473,0,0,0,0,0,12.199,22.664,0,0,0,0,12.34,25.535,1,1,0,0,0,1,0,65.884,-5.169,0.003,22.806,0,0,377,0.1,12.008,1,
2014-Apr-10_10-51-09,10-51-09.4,12.14,9.264,0,0,0,0,0,0,0,0,0,12.059,24.195,0,0,0,0,0,12.059,27.066,0,0,0,0,-0.003,12.094,22.664,0,0,0,0,0,12.199,23.238,0,0,0,0,12.305,26.301,1,1,0,0,0,1,0,71.233,-5.188,0.008,23.492,0,0,378,0.1,12.148,1,
2014-Apr-10_10-51-09,10-51-09.5,12.131,9.264,0,0,0,0,0,0,0,0,0,12.094,24.387,0,0,0,0,0,12.023,26.875,0,0,0,0,-0.003,12.094,22.281,0,0,0,0,0,12.199,23.047,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,63.21,-5.137,0.003,22.578,0,0,379,0.1,12.288,1,
2014-Apr-10_10-51-09,10-51-09.6,12.131,10.366,0,0,0,0,0,0,0,0,0,12.059,24.195,0,0,0,0,0,12.023,27.449,0,0,0,0,-0.003,12.094,22.281,0,0,0,0,0,12.199,23.047,0,0,0,0,12.34,26.301,1,1,0,0,0,1,0,63.21,-5.162,0.013,23.492,0,0,380,0.1,12.427,1,
2014-Apr-10_10-51-09,10-51-09.7,12.157,8.897,0,0,0,0,0,0,0,0,0,12.059,24.387,0,0,0,0,0,12.059,27.066,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.234,22.664,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,63.21,-5.18,0.008,22.92,0,0,381,0.1,12.566,1,
2014-Apr-10_10-51-09,10-51-09.8,12.157,8.897,0,0,0,0,0,0,0,0,0,12.059,24.387,0,0,0,0,0,12.059,27.066,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.234,22.664,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,63.21,-5.18,0.008,22.92,0,0,381,0.1,12.566,1,
2014-Apr-10_10-51-09,10-51-09.9,12.14,7.061,0,0,0,0,0,0,0,0,0,12.059,23.621,0,0,0,0,0,12.023,27.641,0,0,0,0,-0.003,12.059,22.855,0,0,0,0,0,12.199,23.238,0,0,0,0,12.34,26.301,1,1,0,0,0,1,0,68.558,-5.161,0.003,24.177,0,0,382,0.1,12.706,1,
2014-Apr-10_10-51-10,10-51-10.0,12.131,7.796,0,0,0,0,0,0,0,0,0,12.059,24.387,0,0,0,0,0,12.023,27.258,0,0,0,0,-0.003,12.094,22.473,0,0,0,0,0,12.164,23.43,0,0,0,0,12.34,25.918,1,1,0,0,0,1,0,202.273,-5.167,0.003,22.463,0,0,383,0.1,12.846,1,
2014-Apr-10_10-51-10,10-51-10.2,12.122,8.897,0,0,0,0,0,0,0,0,0,12.059,24.195,0,0,0,0,0,12.023,27.449,0,0,0,0,-0.003,12.129,22.473,0,0,0,0,0,12.164,23.047,0,0,0,0,12.305,26.301,1,1,0,0,0,1,0,202.273,-5.133,-0.002,24.634,0,0,384,0.1,12.986,1,
2014-Apr-10_10-51-10,10-51-10.3,12.122,8.897,0,0,0,0,0,0,0,0,0,12.059,24.195,0,0,0,0,0,12.023,27.449,0,0,0,0,-0.003,12.129,22.473,0,0,0,0,0,12.164,23.047,0,0,0,0,12.305,26.301,1,1,0,0,0,1,0,202.273,-5.133,-0.002,24.634,0,0,384,0.1,12.986,1,
2014-Apr-10_10-51-10,10-51-10.4,12.14,8.897,0,0,0,0,0,0,0,0,0,12.059,24.387,0,0,0,0,0,12.059,27.449,0,0,0,0,-0.003,12.094,22.664,0,0,0,0,0,12.199,22.664,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,199.598,-5.152,-0.002,23.606,0,0,385,0.1,13.126,1,
2014-Apr-10_10-51-10,10-51-10.5,12.14,8.53,0,0,0,0,0,0,0,0,0,12.023,24.195,0,0,0,0,0,12.059,27.641,0,0,0,0,-0.003,12.059,22.855,0,0,0,0,0,12.234,23.43,0,0,0,0,12.305,25.344,1,1,0,0,0,1,0,202.273,-5.244,0.003,23.149,0,0,386,0.1,13.265,1,
2014-Apr-10_10-51-10,10-51-10.6,12.131,8.897,0,0,0,0,0,0,0,0,0,12.023,23.813,0,0,0,0,0,12.023,27.258,0,0,0,0,-0.003,12.023,22.473,0,0,0,0,0,12.199,23.43,0,0,0,0,12.34,25.727,1,1,0,0,0,1,0,204.947,-5.31,0.008,23.035,0,0,387,0.1,13.405,1,
2014-Apr-10_10-51-10,10-51-10.7,12.131,8.897,0,0,0,0,0,0,0,0,0,12.023,23.813,0,0,0,0,0,12.023,27.258,0,0,0,0,-0.003,12.023,22.473,0,0,0,0,0,12.199,23.43,0,0,0,0,12.34,25.727,1,1,0,0,0,1,0,204.947,-5.31,0.008,23.035,0,0,387,0.1,13.405,1,
2014-Apr-10_10-51-10,10-51-10.8,12.114,9.264,0,0,0,0,0,0,0,0,0,12.059,24.77,0,0,0,0,0,12.023,27.066,0,0,0,0,-0.003,12.059,22.281,0,0,0,0,0,12.164,22.664,0,0,0,0,12.305,25.727,1,1,0,0,0,1,0,202.273,-5.342,0.008,23.834,0,0,388,0.1,13.546,1,
2014-Apr-10_10-51-10,10-51-10.9,12.105,9.631,0,0,0,0,0,0,0,0,0,12.023,24.195,0,0,0,0,0,11.988,27.449,0,0,0,0,-0.003,12.094,22.664,0,0,0,0,0,12.129,23.047,0,0,0,0,12.305,25.535,1,1,0,0,0,1,0,207.621,-5.308,-0.002,25.548,0,0,389,0.1,13.685,1,
2014-Apr-10_10-51-11,10-51-11.0,12.122,9.264,0,0,0,0,0,0,0,0,0,12.023,24.578,0,0,0,0,0,12.023,27.258,0,0,0,0,-0.003,12.023,22.855,0,0,0,0,0,12.164,23.43,0,0,0,0,12.305,25.344,1,1,0,0,0,1,0,199.598,-5.31,0.003,24.063,0,0,390,0.1,13.825,1,
??a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-51-11,10-51-11.1,12.122,8.163,0,0,0,0,0,0,0,0,0,12.023,24.004,0,0,0,0,0,12.023,27.258,0,0,0,0,-0.003,12.059,23.047,0,0,0,0,0,12.199,23.047,0,0,0,0,12.305,25.727,1,1,0,0,0,1,0,207.621,-5.371,0.008,25.662,0,0,391,0.1,13.964,1,
2014-Apr-10_10-51-11,10-51-11.3,12.122,8.163,0,0,0,0,0,0,0,0,0,12.023,24.004,0,0,0,0,0,12.023,27.258,0,0,0,0,-0.003,12.059,23.047,0,0,0,0,0,12.199,23.047,0,0,0,0,12.305,25.727,1,1,0,0,0,1,0,207.621,-5.371,0.008,25.662,0,0,391,0.1,13.964,1,
2014-Apr-10_10-51-11,10-51-11.4,12.105,7.796,0,0,0,0,0,0,0,0,0,12.059,24.195,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.129,23.43,0,0,0,0,12.34,26.109,1,1,0,0,0,1,0,71.233,-5.394,-0.002,28.633,0,0,392,0.1,14.103,1,
??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-51-11,10-51-11.7,12.096,9.631,0,0,0,0,0,0,0,0,0,12.059,24.195,0,0,0,0,0,12.023,27.066,0,0,0,0,-0.003,12.059,22.281,0,0,0,0,0,12.164,23.238,0,0,0,0,12.34,25.727,1,1,0,0,0,1,0,247.735,-5.491,0.008,30.575,0,0,395,0.1,14.519,1,
2014-Apr-10_10-51-11,10-51-11.8,12.096,9.631,0,0,0,0,0,0,0,0,0,12.059,24.195,0,0,0,0,0,12.023,27.066,0,0,0,0,-0.003,12.059,22.281,0,0,0,0,0,12.164,23.238,0,0,0,0,12.34,25.727,1,1,0,0,0,1,0,247.735,-5.491,0.008,30.575,0,0,395,0.1,14.519,1,
2014-Apr-10_10-51-11,10-51-11.9,12.105,9.631,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,12.023,27.066,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.129,22.855,0,0,0,0,12.305,25.727,1,1,0,0,0,1,0,76.581,-5.602,-0.002,27.262,0,0,396,0.1,14.659,1,
2014-Apr-10_10-51-12,10-51-12.0,12.114,8.163,0,0,0,0,0,0,0,0,0,12.023,24.578,0,0,0,0,0,12.023,27.641,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.164,23.238,0,0,0,0,12.27,25.535,1,1,0,0,0,1,0,656.901,-5.581,0.008,27.49,0,0,397,0.1,14.798,1,
2014-Apr-10_10-51-12,10-51-12.1,12.088,8.53,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,11.988,27.449,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.164,23.43,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,122.044,-5.593,-0.002,32.86,0,0,398,0.1,14.937,1,
2014-Apr-10_10-51-12,10-51-12.2,12.114,10.366,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,12.023,22.09,0,0,0,0,0,12.129,23.43,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,204.947,-5.611,-0.002,26.348,0,0,399,0.1,15.076,1,
2014-Apr-10_10-51-12,10-51-12.3,12.114,10.366,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,12.023,22.09,0,0,0,0,0,12.129,23.43,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,204.947,-5.611,-0.002,26.348,0,0,399,0.1,15.076,1,
2014-Apr-10_10-51-12,10-51-12.5,12.096,8.53,0,0,0,0,0,0,0,0,0,11.988,24.195,0,0,0,0,0,11.988,27.066,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.199,22.855,0,0,0,0,12.305,26.301,1,1,0,0,0,1,0,212.97,-5.689,-0.002,30.118,0,0,400,0.1,15.216,1,
2014-Apr-10_10-51-12,10-51-12.6,12.114,10.366,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,11.988,27.449,0,0,0,0,-0.003,12.059,23.047,0,0,0,0,0,12.164,23.047,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,1913.816,-5.757,0.003,28.747,0,0,401,0.1,15.356,1,
2014-Apr-10_10-51-12,10-51-12.7,12.114,8.897,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,12.059,27.641,0,0,0,0,-0.003,12.023,22.855,0,0,0,0,0,12.199,23.621,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,1921.839,-5.73,0.003,30.118,0,0,402,0.1,15.496,1,
2014-Apr-10_10-51-12,10-51-12.8,12.114,8.897,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,12.059,27.641,0,0,0,0,-0.003,12.023,22.855,0,0,0,0,0,12.199,23.621,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,1921.839,-5.73,0.003,30.118,0,0,402,0.1,15.496,1,
2014-Apr-10_10-51-12,10-51-12.9,12.088,9.998,0,0,0,0,0,0,0,0,0,12.059,24.578,0,0,0,0,0,12.023,27.449,0,0,0,0,-0.003,12.059,23.047,0,0,0,0,0,12.129,23.43,0,0,0,0,12.305,25.727,1,1,0,0,0,1,0,1919.164,-5.718,-0.002,29.089,0,0,403,0.1,15.634,1,
2014-Apr-10_10-51-13,10-51-13.0,12.114,7.428,0,0,0,0,0,0,0,0,0,12.023,24.004,0,0,0,0,0,12.023,27.258,0,0,0,0,-0.003,12.023,22.855,0,0,0,0,0,12.164,23.813,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,1919.164,-5.774,0.013,30.118,0,0,404,0.1,15.773,1,
2014-Apr-10_10-51-13,10-51-13.1,12.071,9.631,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,11.988,27.641,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.129,23.047,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,103.324,-5.865,0.003,30.575,0,0,405,0.1,15.914,1,
2014-Apr-10_10-51-13,10-51-13.2,12.105,9.631,0,0,0,0,0,0,0,0,0,11.953,24.004,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,12.023,22.473,0,0,0,0,0,12.164,23.43,0,0,0,0,12.27,25.727,1,1,0,0,0,1,0,71.233,-5.908,-0.002,30.917,0,0,406,0.1,16.052,1,
2014-Apr-10_10-51-13,10-51-13.3,12.105,9.631,0,0,0,0,0,0,0,0,0,11.953,24.004,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,12.023,22.473,0,0,0,0,0,12.164,23.43,0,0,0,0,12.27,25.727,1,1,0,0,0,1,0,71.233,-5.908,-0.002,30.917,0,0,406,0.1,16.052,1,
2014-Apr-10_10-51-13,10-51-13.4,12.071,9.998,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,11.953,27.449,0,0,0,0,-0.003,12.059,22.281,0,0,0,0,0,12.129,23.238,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,73.907,-5.972,0.003,30.803,0,0,407,0.1,16.191,1,
2014-Apr-10_10-51-13,10-51-13.6,12.096,7.428,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,11.988,27.641,0,0,0,0,-0.003,12.023,22.09,0,0,0,0,0,12.164,22.855,0,0,0,0,12.27,26.301,1,1,0,0,0,1,0,71.233,-5.972,0.003,30.803,0,0,408,0.1,16.33,1,
2014-Apr-10_10-51-13,10-51-13.7,12.062,11.1,0,0,0,0,0,0,0,0,0,12.023,24.387,0,0,0,0,0,11.953,27.258,0,0,0,0,-0.003,12.059,22.664,0,0,0,0,0,12.164,22.855,0,0,0,0,12.27,25.727,1,1,0,0,0,1,0,76.581,-5.959,-0.002,32.174,0,0,409,0.1,16.468,1,
2014-Apr-10_10-51-13,10-51-13.8,12.088,8.897,0,0,0,0,0,0,0,0,0,12.023,24.195,0,0,0,0,0,11.953,27.449,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.164,22.855,0,0,0,0,12.234,26.301,1,1,0,0,0,1,0,71.233,-6.017,-0.002,31.032,0,0,410,0.1,16.607,1,
2014-Apr-10_10-51-13,10-51-13.9,12.088,8.897,0,0,0,0,0,0,0,0,0,12.023,24.195,0,0,0,0,0,11.953,27.449,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.164,22.855,0,0,0,0,12.234,26.301,1,1,0,0,0,1,0,71.233,-6.017,-0.002,31.032,0,0,410,0.1,16.607,1,
2014-Apr-10_10-51-14,10-51-14.0,12.079,9.631,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,11.988,27.449,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.164,23.238,0,0,0,0,12.234,25.727,1,1,0,0,0,1,0,73.907,-6.02,0.003,31.26,0,0,411,0.1,16.747,1,
2014-Apr-10_10-51-14,10-51-14.1,12.088,8.163,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,11.953,27.258,0,0,0,0,-0.003,12.023,22.473,0,0,0,0,0,12.129,22.281,0,0,0,0,12.305,26.109,1,1,0,0,0,1,0,76.581,-6.062,0.008,35.944,0,0,412,0.1,16.886,1,
2014-Apr-10_10-51-14,10-51-14.2,12.096,10.366,0,0,0,0,0,0,0,0,0,11.988,24.578,0,0,0,0,0,12.023,27.449,0,0,0,0,-0.003,12.059,23.047,0,0,0,0,0,12.199,23.238,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,79.255,-6.106,-0.002,31.831,0,0,413,0.1,17.026,1,
2014-Apr-10_10-51-14,10-51-14.3,12.096,10.366,0,0,0,0,0,0,0,0,0,11.988,24.578,0,0,0,0,0,12.023,27.449,0,0,0,0,-0.003,12.059,23.047,0,0,0,0,0,12.199,23.238,0,0,0,0,12.27,25.918,1,1,0,0,0,1,0,79.255,-6.106,-0.002,31.831,0,0,413,0.1,17.026,1,
2014-Apr-10_10-51-14,10-51-14.4,12.071,8.53,0,0,0,0,0,0,0,0,0,12.023,24.195,0,0,0,0,0,11.988,27.449,0,0,0,0,-0.003,12.023,22.281,0,0,0,0,0,12.129,23.621,0,0,0,0,12.305,25.727,1,1,0,0,0,1,0,76.581,-6.179,0.008,35.601,0,0,414,0.1,17.166,1,
2014-Apr-10_10-51-14,10-51-14.5,12.096,8.53,0,0,0,0,0,0,0,0,0,11.953,24.195,0,0,0,0,0,11.988,27.066,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.164,22.855,0,0,0,0,12.27,25.344,1,1,0,0,0,1,0,76.581,-6.159,-0.002,31.603,0,0,415,0.1,17.305,1,
2014-Apr-10_10-51-14,10-51-14.6,12.053,9.631,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,11.953,26.875,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.129,23.43,0,0,0,0,12.27,26.109,1,1,0,0,0,1,0,114.021,-6.205,0.003,38.8,0,0,416,0.1,17.446,1,
2014-Apr-10_10-51-14,10-51-14.8,12.053,9.631,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,11.953,26.875,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.129,23.43,0,0,0,0,12.27,26.109,1,1,0,0,0,1,0,114.021,-6.205,0.003,38.8,0,0,416,0.1,17.446,1,
2014-Apr-10_10-51-14,10-51-14.9,12.088,8.897,0,0,0,0,0,0,0,0,0,11.953,24.004,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,11.988,22.473,0,0,0,0,0,12.164,22.855,0,0,0,0,12.234,26.301,1,1,0,0,0,1,0,563.301,-6.177,0.003,33.317,0,0,417,0.1,17.586,1,
2014-Apr-10_10-51-15,10-51-15.0,12.045,11.467,0,0,0,0,0,0,0,0,0,11.988,24.387,0,0,0,0,0,11.953,27.258,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.094,23.047,0,0,0,0,12.27,26.109,1,1,0,0,0,1,0,1916.49,-6.17,0.013,35.601,0,0,418,0.1,17.727,1,
2014-Apr-10_10-51-15,10-51-15.1,12.079,8.53,0,0,0,0,0,0,0,0,0,11.988,24.77,0,0,0,0,0,11.953,27.449,0,0,0,0,-0.003,11.988,22.09,0,0,0,0,0,12.129,23.238,0,0,0,0,12.27,25.344,1,1,0,0,0,1,0,1921.839,-6.225,0.003,35.373,0,0,419,0.1,17.866,1,
2014-Apr-10_10-51-15,10-51-15.2,12.053,11.834,0,0,0,0,0,0,0,0,0,11.988,24.195,0,0,0,0,0,11.988,27.449,0,0,0,0,-0.003,11.988,22.473,0,0,0,0,0,12.129,22.855,0,0,0,0,12.234,26.301,1,1,0,0,0,1,0,1924.513,-6.223,0.003,34.23,0,0,420,0.1,18.005,1,
2014-Apr-10_10-51-15,10-51-15.3,12.053,11.834,0,0,0,0,0,0,0,0,0,11.988,24.195,0,0,0,0,0,11.988,27.449,0,0,0,0,-0.003,11.988,22.473,0,0,0,0,0,12.129,22.855,0,0,0,0,12.234,26.301,1,1,0,0,0,1,0,1924.513,-6.223,0.003,34.23,0,0,420,0.1,18.005,1,
2014-Apr-10_10-51-15,10-51-15.4,12.053,8.897,0,0,0,0,0,0,0,0,0,12.023,24.195,0,0,0,0,0,11.953,27.641,0,0,0,0,-0.003,12.059,23.238,0,0,0,0,0,12.094,22.855,0,0,0,0,12.305,25.918,1,1,0,0,0,1,0,504.467,-6.243,0.003,39.714,0,0,421,0.1,18.146,1,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-51-15,10-51-15.5,12.088,9.264,0,0,0,0,0,0,0,0,0,11.988,24.195,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,12.023,22.664,0,0,0,0,0,12.164,23.43,0,0,0,0,12.234,26.109,1,1,0,0,0,1,0,79.255,-6.295,-0.002,35.259,0,0,422,0.1,18.286,1,
2014-Apr-10_10-51-15,10-51-15.6,12.053,9.631,0,0,0,0,0,0,0,0,0,11.988,24.77,0,0,0,0,0,11.988,27.258,0,0,0,0,-0.003,12.023,23.047,0,0,0,0,0,12.129,23.047,0,0,0,0,12.27,26.109,1,1,0,0,0,1,0,1475.233,-6.343,0.003,35.83,0,0,423,0.1,18.426,1,
2014-Apr-10_10-51-15,10-51-15.7,12.071,9.631,0,0,0,0,0,0,0,0,0,11.988,23.813,0,0,0,0,0,11.953,27.641,0,0,0,0,-0.003,12.023,22.855,0,0,0,0,0,12.129,23.621,0,0,0,0,12.27,26.301,1,1,0,0,0,1,0,76.581,-6.369,-0.002,35.373,0,0,424,0.1,18.566,1,
