2014-Apr-10_16-01-55,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,
2014-Apr-10_17-01-33,17-01-33.2,12.58,8.897,0,0.001,-0.001,0,0,0,0,0,0.883,12.551,22.664,0,0,0,0,0.6,12.551,26.109,0,0,0,0,-0.453,12.621,21.133,0,0,0,0,-0.717,12.762,20.941,0,-1,-12.867,3.883,12.832,25.152,1,1,0,0,0,0,1,559.878,-65.801,-0.002,109.517,0,0,1224,0.1,0.082,1,
2014-Apr-10_17-01-33,17-01-33.3,12.805,2.656,0,0.001,-0.001,0,0,-0.08,-0.207,0,0.883,12.691,22.664,0,0.08,1,1.125,0.6,12.516,25.535,0,-0.08,-1.016,5.063,-0.453,12.656,21.516,0,0.1,1.266,5.984,-0.717,12.691,21.324,0,0,0,0,12.973,25.535,1,1,0,0,0,1,1,557.78,-65.864,-0.002,109.631,0,0,1225,0.1,0.224,1,
2014-Apr-10_17-01-33,17-01-33.4,12.701,5.226,0,0.001,-0.001,0,0,-0.22,-2.711,4.668,0.886,12.48,23.43,0,0.22,2.703,5.852,0.594,12.305,26.109,0,-0.22,-2.762,5.457,-0.437,12.48,21.516,0,0.24,3.012,6.113,-0.732,12.551,20.941,0,0,0,0,12.832,24.578,1,1,0,0,0,1,1,558.829,-65.879,-0.002,109.403,0,0,1226,0.1,0.365,1,
2014-Apr-10_17-01-33,17-01-33.5,12.407,16.24,0,0.001,-0.001,0,0,-0.36,-4.367,9.133,0.974,12.094,23.047,0,0.36,4.277,11.891,0.5,11.918,25.344,0,-0.36,-4.367,9.922,-0.336,12.094,20.941,0,0.38,4.621,11.105,-0.83,12.164,21.324,0,0,0,0,12.551,25.344,1,1,0,0,0,1,1,557.78,-65.402,-0.002,109.289,0,0,1227,0.1,0.506,1,
2014-Apr-10_17-01-33,17-01-33.6,12.407,16.24,0,0.001,-0.001,0,0,-0.36,-4.367,9.133,0.974,12.094,23.047,0,0.36,4.277,11.891,0.5,11.918,25.344,0,-0.36,-4.367,9.922,-0.336,12.094,20.941,0,0.38,4.621,11.105,-0.83,12.164,21.324,0,0,0,0,12.551,25.344,1,1,0,0,0,1,1,557.78,-65.402,-0.002,109.289,0,0,1227,0.1,0.506,1,
2014-Apr-10_17-01-33,17-01-33.7,12.261,24.317,0,0.001,-0.001,0,0,-0.5,-5.961,10.445,1.166,11.918,23.43,0,0.5,5.816,12.941,0.302,11.672,25.344,0,-0.5,-6.188,9.266,-0.129,11.918,20.941,0,0.52,6.25,10.578,-1.028,12.023,21.324,0,0,0,0,12.445,25.535,1,1,0,0,0,1,1,554.632,-64.997,-0.002,109.517,0,0,1228,0.1,0.647,1,
2014-Apr-10_17-01-33,17-01-33.8,12.096,29.457,0,0.001,-0.001,0,0,-0.64,-7.539,9.922,1.474,11.777,23.238,0,0.64,7.398,11.762,-0.006,11.602,25.727,0,-0.66,-7.703,10.184,0.189,11.742,21.133,0,0.66,7.77,12.418,-1.345,11.883,21.324,0,0,0,0,12.27,25.535,1,1,0,0,0,1,1,543.091,-64.866,0.008,109.403,0,0,1229,0.1,0.788,1,
2014-Apr-10_17-01-33,17-01-33.9,11.898,37.902,0,0.001,-0.001,0,0,-0.78,-9.105,10.445,1.895,11.637,23.238,0,0.78,8.91,11.762,-0.421,11.426,25.727,0,-0.8,-9.34,9.527,0.619,11.602,21.324,0,0.8,9.391,9.66,-1.773,11.742,21.133,0,0,0,0,12.129,24.961,1,1,0,0,0,1,1,536.796,-64.716,0.003,109.403,0,0,1230,0.1,0.929,1,
2014-Apr-10_17-01-34,17-01-34.0,11.768,41.94,0,0.001,-0.001,0,0,-0.92,-10.641,9.133,2.436,11.602,23.047,0,0.92,10.445,10.711,-0.949,11.32,25.727,0,-0.94,-10.84,9.266,1.15,11.566,21.133,0,0.94,10.902,9.922,-2.31,11.602,21.324,0,0,0,0,11.988,24.77,1,1,0,0,0,1,1,518.96,-64.791,0.008,109.403,0,0,1231,0.1,1.07,1,
2014-Apr-10_17-01-34,17-01-34.1,11.768,41.94,0,0.001,-0.001,0,0,-0.92,-10.641,9.133,2.436,11.602,23.047,0,0.92,10.445,10.711,-0.949,11.32,25.727,0,-0.94,-10.84,9.266,1.15,11.566,21.133,0,0.94,10.902,9.922,-2.31,11.602,21.324,0,0,0,0,11.988,24.77,1,1,0,0,0,1,1,518.96,-64.791,0.008,109.403,0,0,1231,0.1,1.07,1,
