2014-Apr-10_16-01-55,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,
2014-Apr-10_16-21-40,16-21-40.5,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_16-21-40,16-21-40.6,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
2014-Apr-10_16-21-40,16-21-40.7,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
2014-Apr-10_16-21-40,16-21-40.8,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
2014-Apr-10_16-21-40,16-21-40.9,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
?|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_16-21-41,16-21-41.1,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
2014-Apr-10_16-21-41,16-21-41.2,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
2014-Apr-10_16-21-41,16-21-41.3,12.649,2.288,0,0,-0.001,0,0,0,0,0,0,12.551,22.855,0,0,0,0,0,12.551,25.727,0,0,0,0,-0.003,12.586,21.133,0,0,0,0,0,12.691,21.133,0,0,0,0,12.832,24.578,0,1,0,0,0,1,1,33.192,-21.596,0.003,109.517,0,0,782,0.1,64.45,1,
