2014-Apr-10_09-35-30,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled
2014-Apr-10_10-33-45,10-33-45.1,10.456,85.631,-0.101,0.641,-1,-0.023,-0.023,0.26,2.438,26.465,58.658,9.352,25.152,0,1,9.102,61,0,9.281,28.023,0,0.087,0.859,19.77,27.201,9.809,23.047,0,0,0,0,0,10.371,24.004,0,0,0,0,10.688,24.961,1,1,0,0,0,1,0,595.393,554.119,-0.002,96.379,0,0,2001,0.1,84.856,1
2014-Apr-10_10-33-45,10-33-45.3,11.319,36.8,-0.175,0.535,-1,-0.023,-0.023,0.44,4.543,26.074,58.778,10.301,25.535,0,1,11.07,8.609,0,11.109,28.598,0,0.125,1.359,9.922,27.437,11.004,22.664,0,0,0,0,0,11.461,24.004,0,0,0,0,11.566,24.195,1,0,0,0,0,1,0,541.907,541.69,-0.002,93.066,0,0,2002,0.1,84.995,1
2014-Apr-10_10-33-45,10-33-45.4,11.319,36.8,-0.175,0.535,-1,-0.023,-0.023,0.44,4.543,26.074,58.778,10.301,25.535,0,1,11.07,8.609,0,11.109,28.598,0,0.125,1.359,9.922,27.437,11.004,22.664,0,0,0,0,0,11.461,24.004,0,0,0,0,11.566,24.195,1,0,0,0,0,1,0,541.907,541.69,-0.002,93.066,0,0,2002,0.1,84.995,1
2014-Apr-10_10-33-45,10-33-45.5,11.691,25.419,-0.372,0.301,-0.209,-0.023,-0.023,0.239,2.676,8.738,58.645,11.215,24.77,0,0.751,8.906,7.426,0,11.18,28.406,0,-0.662,-7.402,14.648,27.465,11.215,23.621,0,0,0,0,0,11.566,24.387,0,0,0,0,11.531,24.961,1,1,0,0,0,1,0,1007.233,523.095,-0.007,93.409,0,0,2003,0.1,85.135,1
2014-Apr-10_10-33-45,10-33-45.6,11.017,54.423,-0.535,0.291,0.591,-0.023,-0.023,-0.229,-0.77,0,58.52,10.688,25.344,0,0,0,0,0,10.898,27.832,0,-1,-10.758,16.227,27.908,10.723,23.43,0,-0.657,-6.906,28.172,0,10.582,24.578,0,0,0,0,11.215,24.387,1,1,0,0,0,1,0,1130.25,512.449,0.003,97.75,0,0,2004,0.1,85.275,1
2014-Apr-10_10-33-45,10-33-45.7,11.017,49.283,-0.14,0.978,1,-0.023,-0.023,-1,-10.688,19.77,58.834,10.688,25.152,0,0.305,3.219,11.762,0,10.547,28.215,0,-1,-10.898,10.973,28.496,10.934,24.004,0,0.095,1.047,9.66,0,11.109,23.813,0,0,0,0,11.215,24.578,1,1,0,0,0,1,0,1116.879,527.055,-0.002,95.465,0,0,2005,0.1,85.415,1
2014-Apr-10_10-33-45,10-33-45.8,11.017,49.283,-0.14,0.978,1,-0.023,-0.023,-1,-10.688,19.77,58.834,10.688,25.152,0,0.305,3.219,11.762,0,10.547,28.215,0,-1,-10.898,10.973,28.496,10.934,24.004,0,0.095,1.047,9.66,0,11.109,23.813,0,0,0,0,11.215,24.578,1,1,0,0,0,1,0,1116.879,527.055,-0.002,95.465,0,0,2005,0.1,85.415,1
2014-Apr-10_10-33-45,10-33-45.9,11.345,38.636,-0.023,1,1,-0.023,-0.023,-1,-10.969,14.91,59.412,11.039,24.961,0,0.217,2.383,5.984,0,11.074,28.598,0,-1,-11.18,8.477,29.147,11.145,23.238,0,0.183,2.055,7.297,0,11.285,24.004,0,-1,-11.109,7.297,11.109,24.578,1,1,0,0,0,1,0,493.77,558.652,0.003,94.894,0,0,2006,0.1,85.556,1
2014-Apr-10_10-33-46,10-33-46.0,11.423,35.332,-0.001,1,0.894,-0.023,-0.023,-1,-11.18,11.496,60.057,11.109,25.152,0,0.422,3.984,7.559,0,10.828,28.023,0,-1,-11.145,5.852,29.832,11.18,23.813,0,0.421,4.66,12.152,0,11.074,24.195,0,0,0,0,11.496,24.387,1,1,0,0,0,1,0,464.353,583.627,0.008,98.207,0,0,2007,0.1,85.696,1
2014-Apr-10_10-33-46,10-33-46.1,11.431,33.129,-0.02,1,0.639,-0.023,-0.023,-1,-11.215,9.398,60.723,11.215,24.961,0,0.448,5.035,1.91,0,11.32,28.789,0,-1,-11.25,10.445,30.514,11.215,23.43,0,0.395,4.176,1.125,0,11.602,24.387,0,0,0,0,11.742,24.387,1,1,0,0,0,1,0,434.935,602.351,0.008,98.778,0,0,2008,0.1,85.838,1
2014-Apr-10_10-33-46,10-33-46.2,11.155,44.51,-0.059,1,1,-0.023,-0.023,-1,-11.039,8.477,61.433,11.109,24.961,0,0.268,2.992,0,0,11.18,28.215,0,-1,-11.215,5.852,31.186,11.145,23.621,0,0.132,1.695,0,0,11.531,24.387,0,0,0,0,11.672,24.578,1,1,0,0,0,1,0,408.193,619.477,-0.007,96.836,1,1,2009,0.1,85.978,1
2014-Apr-10_10-33-46,10-33-46.3,11.155,44.51,-0.059,1,1,-0.023,-0.023,-1,-11.039,8.477,61.433,11.109,24.961,0,0.268,2.992,0,0,11.18,28.215,0,-1,-11.215,5.852,31.186,11.145,23.621,0,0.132,1.695,0,0,11.531,24.387,0,0,0,0,11.672,24.578,1,1,0,0,0,1,0,408.193,619.477,-0.007,96.836,1,1,2009,0.1,85.978,1
2014-Apr-10_10-33-46,10-33-46.5,11.311,40.105,-0.046,0.129,0.777,-0.023,-0.023,-0.705,-7.91,0,62.112,11.18,25.535,0,-0.545,-5.727,26.074,0,10.477,28.406,0,-0.885,-9.707,1.52,31.922,11.004,23.621,0,-0.637,-7.172,22.133,0,10.617,24.195,0,0,0,0,11.074,24.195,1,0,0,0,0,1,0,1004.558,652.488,-0.002,95.922,1,1,2010,0.1,86.118,1
2014-Apr-10_10-33-46,10-33-46.6,11.241,41.206,-0.035,0.124,1,-0.023,-0.023,-0.889,-9.785,10.578,62.694,11.074,25.535,0,-0.583,-6.422,15.043,0,11.039,28.598,0,-0.847,-9.707,0,32.635,11.391,23.047,0,-0.379,-7.004,4.012,0,11.777,24.195,0,0,0,0,12.023,24.195,1,1,0,0,0,1,0,188.901,702.512,0.008,99.578,1,1,2011,0.1,86.259,1
2014-Apr-10_10-33-46,10-33-46.7,11.829,19.177,-0.005,0.009,0,-0.023,-0.023,0,0,0,63.058,11.742,24.961,0,0,0,0,0,11.672,28.406,0,0,0,0,32.984,11.777,23.621,0,0,0,0,0,11.883,24.578,0,0,0,0,11.988,24.578,1,0,0,0,0,1,0,170.181,744.549,-0.002,97.636,1,1,2012,0.1,86.399,1
2014-Apr-10_10-33-46,10-33-46.8,11.829,19.177,-0.005,0.009,0,-0.023,-0.023,0,0,0,63.058,11.742,24.961,0,0,0,0,0,11.672,28.406,0,0,0,0,32.984,11.777,23.621,0,0,0,0,0,11.883,24.578,0,0,0,0,11.988,24.578,1,0,0,0,0,1,0,170.181,744.549,-0.002,97.636,1,1,2012,0.1,86.399,1
2014-Apr-10_10-33-46,10-33-46.9,11.82,19.544,0,0.002,-0.001,-0.023,-0.023,0,0,0,63.08,11.777,25.535,0,0,0,0,0,11.707,28.406,0,0,0,0,33.009,11.813,23.813,0,0,0,0,0,11.883,24.195,0,0,0,0,12.023,24.77,1,1,0,0,0,1,0,170.181,746.561,-0.002,98.893,1,1,2013,0.1,86.539,1
2014-Apr-10_10-33-47,10-33-47.0,11.846,16.607,0.002,0.001,-0.039,-0.023,-0.023,0,0,0,63.077,11.707,24.961,0,0,0,0,0,11.742,28.406,0,0,0,0,33.009,11.813,23.43,0,0,0,0,0,11.918,24.387,0,0,0,0,12.059,24.578,1,1,0,0,0,1,0,170.181,746.895,-0.002,101.063,1,1,2014,0.1,86.678,1
2014-Apr-10_10-33-47,10-33-47.1,11.881,16.974,0.006,0,-0.048,-0.023,-0.023,0,0,0,63.077,11.707,24.961,0,0,0,0,0,11.777,28.406,0,0,0,0,33.003,11.742,23.047,0,0,0,0,0,11.918,24.387,0,0,0,0,12.023,24.004,1,1,0,0,0,1,0,170.181,747.013,0.003,102.891,1,1,2015,0.1,86.817,1
2014-Apr-10_10-33-47,10-33-47.3,11.639,30.192,0.044,-0.037,-0.048,-0.023,-0.023,0,0,0,63.064,11.566,25.152,0,-0.093,-1.074,5.59,0,11.461,28.406,0,0.093,1.059,5.59,32.994,11.461,23.238,0,0,0,0,0,11.777,24.195,0,0,0,1.648,11.918,24.387,1,1,0,0,0,1,0,172.855,747.238,0.008,98.436,1,1,2017,0.1,87.098,1
2014-Apr-10_10-33-47,10-33-47.4,11.639,30.192,0.044,-0.037,-0.048,-0.023,-0.023,0,0,0,63.064,11.566,25.152,0,-0.093,-1.074,5.59,0,11.461,28.406,0,0.093,1.059,5.59,32.994,11.461,23.238,0,0,0,0,0,11.777,24.195,0,0,0,1.648,11.918,24.387,1,1,0,0,0,1,0,172.855,747.238,0.008,98.436,1,1,2017,0.1,87.098,1
2014-Apr-10_10-33-47,10-33-47.5,11.742,20.279,0.06,-0.075,-0.048,-0.023,-0.023,0,0,0,63.061,11.707,25.152,0,-0.142,-1.66,5.457,0,11.602,28.023,0,0.142,1.621,8.477,32.978,11.496,23.621,0,0,0,0,0,11.777,24.578,0,0,0,0,11.988,24.578,1,0,0,0,0,1,0,170.181,746.852,-0.002,98.778,0,0,2018,0.1,87.238,1
2014-Apr-10_10-33-47,10-33-47.7,11.38,41.206,0.112,-0.38,-0.056,-0.023,-0.023,0.313,3.453,10.055,63.033,10.934,24.961,0,-0.595,-5.895,25.285,0,10.266,28.406,0,0.684,6.875,27.387,32.899,10.125,23.047,0,-0.691,-4.277,11.496,0,10.547,24.004,0,0,0,0,10.652,24.961,1,1,0,0,0,1,0,172.855,746.431,0.003,101.177,0,0,2019,0.1,87.378,1
2014-Apr-10_10-33-47,10-33-47.8,10.447,79.022,0.199,-1,-0.145,-0.023,-0.023,0.917,9.094,19.113,62.725,9.914,25.344,0,-1,-9.914,26.336,0,9.914,28.215,0,1,10.332,12.813,32.453,10.371,23.43,0,-0.664,-6.984,8.738,0,10.547,24.004,0,0,0,0,10.758,24.961,1,1,0,0,0,1,0,183.553,742.805,0.003,102.32,0,0,2020,0.1,87.517,1
2014-Apr-10_10-33-47,10-33-47.9,10.447,79.022,0.199,-1,-0.145,-0.023,-0.023,0.917,9.094,19.113,62.725,9.914,25.344,0,-1,-9.914,26.336,0,9.914,28.215,0,1,10.332,12.813,32.453,10.371,23.43,0,-0.664,-6.984,8.738,0,10.547,24.004,0,0,0,0,10.758,24.961,1,1,0,0,0,1,0,183.553,742.805,0.003,102.32,0,0,2020,0.1,87.517,1
2014-Apr-10_10-33-48,10-33-48.0,11.06,48.916,0.261,-1,-0.383,-0.023,-0.023,1,10.789,15.699,62.219,10.793,25.535,0,-0.786,-9.504,10.973,0,10.898,28.406,0,1,11.07,11.629,31.856,11.074,23.813,0,-0.264,-3.023,0,0,11.426,24.004,0,0,0,0,11.637,24.77,1,0,0,0,0,1,0,97.975,738.968,0.003,103.462,0,0,2021,0.1,87.656,1
2014-Apr-10_10-33-48,10-33-48.1,11.19,50.385,0.504,-0.27,-1,-0.023,-0.023,0.566,8.676,0,61.565,11.215,24.961,0,0.152,0.82,7.164,0,10.23,27.832,0,1,10.789,4.539,31.174,10.828,23.621,0,1,10.297,46.559,0,10.441,24.195,0,0,0,0,11.145,23.813,1,1,0,0,0,1,0,130.067,726.412,-0.002,102.663,0,0,2022,0.1,87.797,1
2014-Apr-10_10-33-48,10-33-48.2,11.034,52.22,0.261,0.004,-1,-0.023,-0.023,0.535,5.844,0,61.081,11.004,25.152,0,0.581,5.945,17.406,0,10.23,28.406,0,1,10.824,5.719,30.464,10.863,23.621,0,1,10.754,25.809,0,10.758,23.813,0,0,0,0,11.215,25.152,1,1,0,0,0,1,0,154.135,693.87,0.003,100.949,0,0,2023,0.1,87.936,1
2014-Apr-10_10-33-48,10-33-48.3,11.034,52.22,0.261,0.004,-1,-0.023,-0.023,0.535,5.844,0,61.081,11.004,25.152,0,0.581,5.945,17.406,0,10.23,28.406,0,1,10.824,5.719,30.464,10.863,23.621,0,1,10.754,25.809,0,10.758,23.813,0,0,0,0,11.215,25.152,1,1,0,0,0,1,0,154.135,693.87,0.003,100.949,0,0,2023,0.1,87.936,1
2014-Apr-10_10-33-48,10-33-48.4,11.121,47.815,0.148,0.11,-1,-0.023,-0.023,0.542,6.023,0,60.622,11.039,25.152,0,0.926,8.563,12.023,0,10.406,27.832,0,0.673,7.527,0,29.807,11.18,23.813,0,1,10.754,23.316,0,10.758,24.961,0,0,0,0,11.285,24.961,1,1,0,0,0,1,0,1033.976,647.16,0.003,102.206,0,0,2024,0.1,88.076,1
2014-Apr-10_10-33-48,10-33-48.5,10.559,73.515,0.121,1,-0.442,-0.023,-0.023,-0.768,-7.801,27.648,60.478,10.195,25.152,0,1,10.332,8.738,0,10.371,28.789,0,-0.548,-5.527,23.445,29.552,10.09,23.43,0,1,10.473,15.961,0,10.582,24.578,0,0,0,0,10.863,24.387,1,1,0,0,0,1,0,445.633,601.687,0.008,104.148,0,0,2025,0.1,88.215,1
2014-Apr-10_10-33-48,10-33-48.6,10.516,73.882,0.044,1,-0.134,-0.023,-0.023,-0.937,-9.582,17.012,60.855,10.301,25.535,0,1,10.086,11.234,0,9.949,28.406,0,-0.885,-8.867,23.051,29.819,10.02,23.621,0,1,10.332,13.859,0,10.336,24.195,0,0,0,0,10.617,24.195,1,1,0,0,0,1,0,426.913,577.327,-0.002,102.434,0,0,2026,0.1,88.356,1
2014-Apr-10_10-33-48,10-33-48.7,10.887,58.829,0.044,1,-0.048,-0.023,-0.023,-1,-10.688,11.762,61.427,10.723,25.535,0,1,10.543,9.398,0,10.617,28.023,0,-0.899,-9.738,7.559,30.319,10.898,23.813,0,1,10.895,10.445,0,10.934,24.387,0,0,0,0,11.285,24.195,1,1,0,0,0,2,0,1790.799,571.675,0.003,103.691,0,0,2027,0.1,88.496,1
2014-Apr-10_10-33-48,10-33-48.9,10.887,58.829,0.044,1,-0.048,-0.023,-0.023,-1,-10.688,11.762,61.427,10.723,25.535,0,1,10.543,9.398,0,10.617,28.023,0,-0.899,-9.738,7.559,30.319,10.898,23.813,0,1,10.895,10.445,0,10.934,24.387,0,0,0,0,11.285,24.195,1,1,0,0,0,2,0,1790.799,571.675,0.003,103.691,0,0,2027,0.1,88.496,1
2014-Apr-10_10-33-49,10-33-49.0,9.713,112.433,0.019,1,-1,-0.023,-0.023,-0.219,-2.121,0,62.159,9.738,25.152,0,1,8.609,46.559,0,8.789,28.406,0,-0.19,-1.855,2.043,30.995,9.809,23.047,0,1,9.313,45.508,0,9.141,24.77,0,0,0,0,10.02,24.77,1,1,0,0,0,2,0,1911.142,568.085,0.003,100.263,0,0,2028,0.1,88.635,1
2014-Apr-10_10-33-49,10-33-49.1,9.436,122.346,0.002,0.372,-1,-0.023,-0.023,0.426,3.395,33.688,62.656,7.84,25.152,0,1,8.469,40.91,0,8.367,28.598,0,0.538,4.289,33.164,31.391,7.98,22.664,0,1,8.926,35.395,0,8.824,24.578,0,0,0,0,9.387,24.195,1,1,0,0,0,2,0,793.29,547.152,-0.002,103.462,0,0,2029,0.1,88.775,1
2014-Apr-10_10-33-49,10-33-49.2,11.725,16.974,0.014,0.265,-0.065,-0.023,-0.023,-0.227,-2.633,6.902,62.936,11.637,25.727,0,0.401,3.949,4.277,0,11.109,28.215,0,-0.401,-4.43,14.91,31.466,11.18,23.43,0,0.435,4.949,8.477,0,11.32,24.195,0,0,0,0,11.426,24.004,1,1,0,0,0,2,0,731.781,498.864,-0.002,100.149,0,0,2030,0.1,88.935,1
2014-Apr-10_10-33-49,10-33-49.3,11.725,16.974,0.014,0.265,-0.065,-0.023,-0.023,-0.227,-2.633,6.902,62.936,11.637,25.727,0,0.401,3.949,4.277,0,11.109,28.215,0,-0.401,-4.43,14.91,31.466,11.18,23.43,0,0.435,4.949,8.477,0,11.32,24.195,0,0,0,0,11.426,24.004,1,1,0,0,0,2,0,731.781,498.864,-0.002,100.149,0,0,2030,0.1,88.935,1
2014-Apr-10_10-33-49,10-33-49.4,8.927,148.78,0.023,0.936,0.001,-0.023,-0.023,-0.959,-8.332,38.285,63.621,8.543,24.77,0,1,6.48,34.477,0,7.77,28.215,0,-1,-7.91,40.254,31.941,7.91,23.813,0,1,8.293,32.246,0,8.051,24.578,0,0,0,0,8.754,24.578,1,1,0,0,0,2,0,769.221,469.717,-0.002,99.464,0,0,2031,0.1,89.076,1
2014-Apr-10_10-33-49,10-33-49.5,8.685,155.756,0.027,1,0,-0.023,-0.023,-1,-8.262,32.508,64.538,8.262,25.535,0,1,7.977,38.023,0,7.98,28.023,0,-1,-8.227,37.891,32.708,8.156,23.43,0,1,8.328,33.559,0,8.297,24.77,0,0,0,0,9.07,24.387,1,1,0,0,0,2,0,729.107,456.735,-0.007,101.292,0,0,2032,0.1,89.215,1
2014-Apr-10_10-33-49,10-33-49.6,8.944,145.109,0.017,1,0.003,-0.023,-0.023,-1,-8.332,32.637,65.626,8.438,25.152,0,1,8.117,33.293,0,8.191,28.406,0,-1,-8.508,33.031,33.685,8.402,24.195,0,1,8.504,34.738,0,8.508,24.961,0,0,0,0,9.105,24.77,1,1,0,0,0,2,0,635.507,453.063,0.003,99.235,0,0,2033,0.1,89.355,1
2014-Apr-10_10-33-49,10-33-49.7,8.944,145.109,0.017,1,0.003,-0.023,-0.023,-1,-8.332,32.637,65.626,8.438,25.152,0,1,8.117,33.293,0,8.191,28.406,0,-1,-8.508,33.031,33.685,8.402,24.195,0,1,8.504,34.738,0,8.508,24.961,0,0,0,0,9.105,24.77,1,1,0,0,0,2,0,635.507,453.063,0.003,99.235,0,0,2033,0.1,89.355,1
2014-Apr-10_10-33-49,10-33-49.8,9.575,118.307,0.027,1,0.279,-0.023,-0.023,-1,-8.93,35,66.826,8.965,25.344,0,0.678,6.055,20.164,0,8.859,28.023,0,-1,-9.176,34.344,34.829,9.211,24.004,0,0.732,6.992,20.164,0,9.703,24.387,0,0,0,0,10.195,24.578,1,1,0,0,0,2,0,573.998,453.781,-0.002,98.893,0,0,2034,0.1,89.494,1
2014-Apr-10_10-33-50,10-33-50.0,11.82,9.998,0.012,0.248,0.054,-0.023,-0.023,-0.303,-3.594,0,68.121,11.848,25.152,0,0.185,2.211,0,0,11.918,27.641,0,-0.185,-2.215,0,36.092,11.988,23.621,0,0.205,2.484,0,0,12.059,24.387,0,0,0,0,12.164,24.578,1,0,0,0,0,2,0,467.027,460.792,-0.002,98.436,0,0,2035,0.1,89.634,1
2014-Apr-10_10-33-50,10-33-50.1,11.915,11.834,0,0.02,0.008,-0.023,-0.023,0,0,0,69.105,11.883,25.344,0,0,0,0,0,11.848,28.215,0,0,0,0,37.029,11.883,23.621,0,0,0,0,0,11.988,24.387,0,0,0,0,12.129,24.195,1,1,0,0,0,2,0,402.844,467.94,0.003,104.034,0,0,2036,0.1,89.775,1
2014-Apr-10_10-33-50,10-33-50.2,11.958,15.139,0.001,0.014,-0.001,-0.023,-0.023,0,0,0,69.9,11.883,25.535,0,0,0,0,0,11.883,28.598,0,0,0,0,37.692,11.848,23.43,0,0,0,0,0,12.023,24.578,0,0,0,0,12.094,24.77,1,0,0,0,0,1,0,178.204,472.176,0.008,97.179,0,0,2037,0.1,89.915,1
2014-Apr-10_10-33-50,10-33-50.3,11.958,15.139,0.001,0.014,-0.001,-0.023,-0.023,0,0,0,69.9,11.883,25.535,0,0,0,0,0,11.883,28.598,0,0,0,0,37.692,11.848,23.43,0,0,0,0,0,12.023,24.578,0,0,0,0,12.094,24.77,1,0,0,0,0,1,0,178.204,472.176,0.008,97.179,0,0,2037,0.1,89.915,1
2014-Apr-10_10-33-50,10-33-50.4,11.976,9.998,0.01,0.224,0.003,-0.023,-0.023,-0.234,-2.824,0,70.089,12.094,25.344,0,0.272,3.273,0,0,12.023,27.832,0,-0.272,-3.238,4.668,37.78,11.918,23.813,0,0.274,3.293,3.617,0,11.777,24.578,0,0,0,0,12.164,24.961,1,0,0,0,0,1,0,464.353,469.99,0.003,99.806,0,0,2038,0.1,90.057,1
2014-Apr-10_10-33-50,10-33-50.5,11.285,42.307,0.017,0.674,0.046,-0.023,-0.023,-0.69,-7.598,11.105,70.359,10.863,25.918,0,0.659,6.996,11.762,0,10.547,28.406,0,-0.659,-7.023,22.395,37.994,10.617,24.004,0,0.688,7.547,12.813,0,10.863,24.578,0,0,0,0,11.215,24.961,1,1,0,1,1,1,0,295.873,465.077,0.003,101.977,0,0,2039,0.1,90.198,1
2014-Apr-10_10-33-50,10-33-50.6,10.775,63.235,0.012,0.725,0.148,-0.023,-0.023,-0.855,-8.934,18.324,70.783,10.547,25.535,0,0.567,5.836,9.398,0,10.23,28.023,0,-0.842,-8.73,25.941,38.277,10.441,23.43,0,0.561,5.973,9.789,0,10.547,24.578,0,0,0,0,10.793,24.578,1,1,0,1,1,1,0,475.05,461.598,-0.007,92.381,0,0,2040,0.1,90.34,1
2014-Apr-10_10-33-50,10-33-50.7,10.775,63.235,0.012,0.725,0.148,-0.023,-0.023,-0.855,-8.934,18.324,70.783,10.547,25.535,0,0.567,5.836,9.398,0,10.23,28.023,0,-0.842,-8.73,25.941,38.277,10.441,23.43,0,0.561,5.973,9.789,0,10.547,24.578,0,0,0,0,10.793,24.578,1,1,0,1,1,1,0,475.05,461.598,-0.007,92.381,0,0,2040,0.1,90.34,1
2014-Apr-10_10-33-50,10-33-50.8,11.207,44.878,0.014,0.594,0.253,-0.023,-0.023,-0.811,-9.77,4.145,71.405,11.215,25.727,0,0.377,4.109,7.559,0,10.969,28.406,0,-0.782,-8.633,18.719,38.701,11.039,23.813,0,0.342,3.945,7.164,0,11.637,25.152,0,0,0,0,11.953,24.195,1,1,0,1,1,1,0,245.061,465.119,-0.007,81.984,0,0,2041,0.1,90.488,1
2014-Apr-10_10-33-50,10-33-50.9,11.915,11.1,0.002,0.129,0.001,-0.023,-0.023,-0.131,-1.574,0,71.833,12.059,25.535,0,0.127,1.516,0,0,11.988,28.023,0,-0.127,-1.336,0,39.037,11.953,23.43,0,0.117,1.41,0,0,12.059,24.578,0,0,0,0,12.059,24.004,1,0,0,0,0,1,0,1362.913,466.951,-0.002,75.016,0,0,2042,0.1,90.628,1
2014-Apr-10_10-33-51,10-33-51.0,11.95,11.834,-0.001,0.02,0,-0.023,-0.023,0,0,0,71.971,11.918,25.535,0,0,0,0,0,11.813,28.406,0,0,0,0,39.132,11.918,23.813,0,0,0,0,0,12.023,23.813,0,0,0,0,12.199,24.961,1,0,0,0,0,1,0,1884.399,467.996,0.003,80.842,0,0,2043,0.1,90.768,1
2014-Apr-10_10-33-51,10-33-51.2,11.984,13.67,-0.001,0.002,0,-0.023,-0.023,0,0,0,72,11.918,25.344,0,0,0,0,0,11.918,28.215,0,0,0,0,39.116,11.918,24.004,0,0,0,0,0,12.094,24.961,0,0,0,0,12.199,24.195,1,0,0,0,0,1,0,557.953,470.146,-0.002,78.557,0,0,2044,0.1,90.908,1
2014-Apr-10_10-33-51,10-33-51.3,11.984,13.67,-0.001,0.002,0,-0.023,-0.023,0,0,0,72,11.918,25.344,0,0,0,0,0,11.918,28.215,0,0,0,0,39.116,11.918,24.004,0,0,0,0,0,12.094,24.961,0,0,0,0,12.199,24.195,1,0,0,0,0,1,0,557.953,470.146,-0.002,78.557,0,0,2044,0.1,90.908,1
2014-Apr-10_10-33-51,10-33-51.4,11.984,10.733,-0.001,0.001,-0.009,-0.023,-0.023,0,0,0,71.993,11.953,25.344,0,0,0,0,0,11.848,29.172,0,0,0,0,39.069,11.953,23.238,0,0,0,0,0,12.059,24.387,0,0,0,0,12.234,24.387,1,0,0,0,0,1,0,426.913,472.039,-0.002,82.327,0,0,2045,0.1,91.05,1
2014-Apr-10_10-33-51,10-33-51.5,12.01,14.404,0.01,-0.001,-0.018,-0.023,-0.023,0,0,0,71.937,11.883,25.535,0,0,0,0,0,11.883,28.789,0,0,0,0,39.034,11.918,23.813,0,0,0,0,0,12.094,24.195,0,0,0,0,12.129,24.961,1,0,0,0,0,1,0,421.564,469.865,0.003,78.443,0,0,2046,0.1,91.189,1
2014-Apr-10_10-33-51,10-33-51.6,11.984,11.467,0.027,-0.016,-0.02,-0.023,-0.023,0,0,0,71.924,11.953,25.344,0,0,0,0,0,11.848,28.215,0,0,0,0,39,11.988,23.813,0,0,0,0,0,12.023,24.961,0,0,0,0,12.234,24.578,1,0,0,0,0,1,0,442.958,469.418,0.008,82.213,0,0,2047,0.1,91.329,1
2014-Apr-10_10-33-51,10-33-51.7,11.984,11.467,0.027,-0.016,-0.02,-0.023,-0.023,0,0,0,71.924,11.953,25.344,0,0,0,0,0,11.848,28.215,0,0,0,0,39,11.988,23.813,0,0,0,0,0,12.023,24.961,0,0,0,0,12.234,24.578,1,0,0,0,0,1,0,442.958,469.418,0.008,82.213,0,0,2047,0.1,91.329,1
2014-Apr-10_10-33-51,10-33-51.8,11.811,23.583,0.112,-0.288,-0.02,-0.023,-0.023,0.176,1.992,7.297,71.915,11.355,25.535,0,-0.4,-4.539,13.73,0,11.355,28.406,0,0.57,5.117,12.813,38.987,10.793,23.813,0,-0.308,-3.449,11.496,0,11.215,24.387,0,0,0,0,11.602,24.387,1,0,0,0,0,1,0,442.958,469.549,0.003,81.413,0,0,2048,0.1,91.468,1
2014-Apr-10_10-33-51,10-33-51.9,10.343,81.592,0.297,-1,-0.015,-0.023,-0.023,0.703,6.793,19.902,71.732,9.773,25.727,0,-1,-9.668,31.586,0,9.703,28.789,0,1,10.121,12.941,38.569,10.195,24.004,0,-0.703,-7.313,10.578,0,10.477,24.578,0,0,0,0,10.723,24.387,1,0,0,0,0,1,0,434.935,470.434,0.003,81.984,0,0,2049,0.1,91.608,1
2014-Apr-10_10-33-52,10-33-52.0,10.965,51.119,0.391,-1,-0.015,-0.023,-0.023,0.609,6.59,4.406,71.362,10.863,25.727,0,-1,-10.441,18.457,0,10.512,28.789,0,1,10.719,15.566,38,10.793,23.43,0,-0.609,-6.742,4.539,0,10.969,25.152,0,0,0,0,11.285,23.813,1,1,0,0,0,1,0,590.044,470.51,-0.002,83.927,0,0,2050,0.1,91.749,1
2014-Apr-10_10-33-52,10-33-52.1,10.965,51.119,0.391,-1,-0.015,-0.023,-0.023,0.609,6.59,4.406,71.362,10.863,25.727,0,-1,-10.441,18.457,0,10.512,28.789,0,1,10.719,15.566,38,10.793,23.43,0,-0.609,-6.742,4.539,0,10.969,25.152,0,0,0,0,11.285,23.813,1,1,0,0,0,1,0,590.044,470.51,-0.002,83.927,0,0,2050,0.1,91.749,1
2014-Apr-10_10-33-52,10-33-52.3,11.121,44.51,0.279,-1,-0.011,-0.023,-0.023,0.721,7.934,4.406,70.887,10.898,25.152,0,-1,-10.863,12.418,0,10.723,28.406,0,1,10.93,11.629,37.372,11.004,23.621,0,-0.721,-8.113,4.406,0,11.215,25.152,0,0,0,0,11.461,24.195,1,1,0,0,0,1,0,285.175,470.683,0.003,80.842,0,0,2051,0.1,91.888,1
