2014-Apr-10_09-35-30,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled
2014-Apr-10_10-32-19,10-32-19.2,12.831,1.187,-0.001,0,0,0,-0.023,0,0,0,0.528,12.762,22.664,0,0,0,0,0.11,12.34,26.492,0,0,0,0,0.006,10.828,21.707,0,0,0,0,-0.669,11.426,22.09,0,-1,-11.637,6.113,11.672,25.727,1,1,0,0,0,0,1,1432.444,328.914,0.008,109.403,1,1,1399,0.1,0.055,1
2014-Apr-10_10-32-19,10-32-19.3,12.425,14.037,-0.001,0,0,0,-0.023,0,0,0,0.531,12.375,23.047,0,0,0,0,0.11,12.305,25.727,0,0,0,0,0.006,12.375,21.516,0,0,0,0,-0.669,12.48,21.898,0,-1,-12.586,3.617,12.621,25.535,1,1,0,0,0,0,1,1427.096,329.13,-0.002,109.631,1,1,1400,0.1,0.191,1
2014-Apr-10_10-32-19,10-32-19.4,12.511,11.1,-0.001,0,0,0,-0.023,0,0,0,0.528,12.41,23.047,0,0,0,0,0.11,12.375,25.918,0,0,0,0,0.003,12.41,20.941,0,0,0,0,-0.666,12.551,21.516,0,-1,-12.691,1.648,12.656,26.109,1,1,0,0,0,0,1,1429.77,329.277,-0.002,109.631,1,1,1401,0.1,0.328,1
2014-Apr-10_10-32-19,10-32-19.5,12.511,10.366,-0.001,0,0,0,-0.023,0,0,0,0.528,12.445,23.238,0,0,0,0,0.11,12.375,26.109,0,0,0,0,0.003,12.41,21.898,0,0,0,0,-0.666,12.586,21.707,0,-1,-12.656,2.438,12.621,26.109,1,1,0,0,0,0,1,1429.77,329.477,-0.002,109.517,1,1,1402,0.1,0.465,1
2014-Apr-10_10-32-19,10-32-19.6,12.511,10.366,-0.001,0,0,0,-0.023,0,0,0,0.528,12.445,23.238,0,0,0,0,0.11,12.375,26.109,0,0,0,0,0.003,12.41,21.898,0,0,0,0,-0.666,12.586,21.707,0,-1,-12.656,2.438,12.621,26.109,1,1,0,0,0,0,1,1429.77,329.477,-0.002,109.517,1,1,1402,0.1,0.465,1
2014-Apr-10_10-32-19,10-32-19.7,12.364,16.607,-0.001,0,0,0,-0.023,0,0,0,0.528,12.27,23.047,0,0,0,0,0.11,12.305,26.109,0,0,0,0,0.006,12.305,20.75,0,0,0,0,-0.669,12.375,21.516,0,-1,-12.48,4.668,12.48,25.152,1,1,0,0,0,0,1,1427.096,329.66,0.003,109.631,1,1,1403,0.1,0.599,1
2014-Apr-10_10-32-19,10-32-19.8,12.373,15.506,-0.001,0,0,0,-0.023,0,0,0,0.528,12.27,23.047,0,0,0,0,0.11,12.234,25.918,0,0,0,0,0.006,12.305,21.898,0,0,0,0,-0.669,12.445,22.09,0,-1,-12.445,4.801,12.48,25.727,1,1,0,0,0,0,1,1429.77,329.761,0.008,109.631,1,1,1404,0.1,0.735,1
2014-Apr-10_10-32-19,10-32-19.9,12.235,19.911,-0.001,0,0,0,-0.023,0,0,0,0.528,12.129,23.43,0,1,0.582,0,0.11,12.094,25.727,0,-1,-1.969,5.852,0.006,12.199,21.133,0,1,4.047,12.418,-0.669,11.918,22.09,0,0,0,0,12.164,25.152,1,1,0,0,0,1,1,1424.421,330.076,0.003,109.517,0,0,1405,0.1,0.878,1
2014-Apr-10_10-32-20,10-32-20.0,12.235,19.911,-0.001,0,0,0,-0.023,0,0,0,0.528,12.129,23.43,0,1,0.582,0,0.11,12.094,25.727,0,-1,-1.969,5.852,0.006,12.199,21.133,0,1,4.047,12.418,-0.669,11.918,22.09,0,0,0,0,12.164,25.152,1,1,0,0,0,1,1,1424.421,330.076,0.003,109.517,0,0,1405,0.1,0.878,1
2014-Apr-10_10-32-20,10-32-20.2,10.931,77.921,-0.001,0,0,0,-0.023,-1,-10.723,9.398,0.833,10.723,23.238,0,1,10.508,10.84,-0.182,10.547,25.918,0,-1,-10.301,25.68,0.277,10.336,21.516,0,1,10.227,32.637,-0.933,10.23,22.664,0,0,0,0,10.828,24.961,1,1,0,0,0,1,1,1427.096,330.985,0.008,109.517,0,0,1406,0.1,1.024,1
2014-Apr-10_10-32-20,10-32-20.3,11.181,60.665,-0.001,0,0,0,-0.023,-1,-10.934,11.367,1.424,10.969,23.047,0,1,10.895,12.023,-0.751,10.969,25.918,0,-1,-11.039,14.125,0.757,11.004,21.133,0,1,11.07,14.254,-1.402,11.039,21.707,0,0,0,0,11.461,25.727,1,1,0,0,0,1,1,1397.679,332.464,0.008,109.517,0,0,1407,0.1,1.166,1
2014-Apr-10_10-32-20,10-32-20.4,11.613,38.636,-0.001,0,0,0,-0.023,-1,-11.426,9.004,2.059,11.391,23.238,0,1,11.352,9.133,-1.37,11.32,25.918,0,-1,-11.496,7.953,1.411,11.531,21.898,0,1,11.598,8.215,-2.033,11.566,21.898,0,0,0,0,11.883,25.727,1,1,0,0,0,1,1,1362.913,333.812,-0.002,109.403,0,0,1408,0.1,1.309,1
2014-Apr-10_10-32-20,10-32-20.5,11.837,30.559,-0.001,0,0,0,-0.023,-1,-11.672,6.641,2.775,11.672,23.238,0,1,11.668,6.641,-2.071,11.637,26.301,0,-1,-11.742,5.984,2.112,11.707,22.09,0,1,11.844,6.641,-2.719,11.813,21.898,0,0,0,0,12.059,25.535,1,1,0,0,0,1,1,1325.473,334.978,-0.002,109.631,0,0,1409,0.1,1.449,1
2014-Apr-10_10-32-20,10-32-20.6,11.837,30.559,-0.001,0,0,0,-0.023,-1,-11.672,6.641,2.775,11.672,23.238,0,1,11.668,6.641,-2.071,11.637,26.301,0,-1,-11.742,5.984,2.112,11.707,22.09,0,1,11.844,6.641,-2.719,11.813,21.898,0,0,0,0,12.059,25.535,1,1,0,0,0,1,1,1325.473,334.978,-0.002,109.631,0,0,1409,0.1,1.449,1
2014-Apr-10_10-32-20,10-32-20.7,11.967,25.419,-0.001,0,0,0,-0.023,-1,-11.813,4.934,3.517,11.777,23.238,0,1,11.773,6.375,-2.8,11.742,25.535,0,-1,-11.883,5.457,2.835,11.883,21.324,0,1,11.984,4.668,-3.444,11.988,21.516,0,0,0,0,12.199,25.727,1,1,0,0,0,1,1,1253.267,335.481,0.003,109.631,0,0,1410,0.1,1.59,1
2014-Apr-10_10-32-20,10-32-20.8,12.027,21.38,-0.001,0,0,0,-0.023,-1,-11.918,4.801,4.284,11.883,23.047,0,1,11.809,5.59,-3.567,11.848,25.918,0,-1,-11.953,4.539,3.576,11.918,21.324,0,1,12.02,4.539,-4.199,12.059,21.516,0,0,0,0,12.199,24.961,1,1,0,0,0,1,1,1215.827,334.982,-0.002,109.631,0,0,1411,0.1,1.732,1
2014-Apr-10_10-32-20,10-32-20.9,12.062,21.38,-0.001,0,0,0,-0.023,-1,-11.953,4.277,5.06,11.953,23.238,0,1,11.844,5.59,-4.321,11.848,25.918,0,-1,-11.918,4.668,4.324,11.918,21.707,0,1,12.02,4.406,-4.953,12.023,21.707,0,0,0,0,12.234,25.344,1,1,0,0,0,1,1,1132.924,335.218,0.008,109.403,0,0,1412,0.1,1.873,1
2014-Apr-10_10-32-21,10-32-21.0,12.062,21.38,-0.001,0,0,0,-0.023,-1,-11.953,4.277,5.06,11.953,23.238,0,1,11.844,5.59,-4.321,11.848,25.918,0,-1,-11.918,4.668,4.324,11.918,21.707,0,1,12.02,4.406,-4.953,12.023,21.707,0,0,0,0,12.234,25.344,1,1,0,0,0,1,1,1132.924,335.218,0.008,109.403,0,0,1412,0.1,1.873,1
2014-Apr-10_10-32-21,10-32-21.1,12.096,21.38,-0.001,0,0,0,-0.023,-1,-11.953,5.063,5.833,11.988,23.047,0,1,11.844,4.539,-5.082,11.883,25.918,0,-1,-11.953,3.883,5.082,11.953,21.324,0,1,12.09,4.668,-5.742,12.129,21.898,0,0,0,0,12.305,25.344,1,1,0,0,0,1,1,1095.484,335.14,0.003,109.517,0,0,1413,0.1,2.015,1
2014-Apr-10_10-32-21,10-32-21.3,12.088,20.646,-0.001,0,0,0,-0.023,-1,-11.918,4.801,6.612,11.988,23.43,0,1,11.914,4.801,-5.855,11.883,26.109,0,-1,-11.988,3.883,5.849,11.953,21.707,0,1,12.09,4.145,-6.509,12.164,21.707,0,0,0,0,12.27,25.152,1,1,0,0,0,1,1,1015.256,335.126,0.008,109.746,0,0,1414,0.1,2.157,1
2014-Apr-10_10-32-21,10-32-21.4,12.114,21.013,-0.001,0,0,0,-0.023,-1,-11.918,4.406,7.426,11.988,23.43,0,1,11.914,4.668,-6.628,11.918,26.301,0,-1,-11.988,3.883,6.616,11.988,22.09,0,1,12.09,4.145,-7.282,12.094,21.707,0,0,0,0,12.34,24.77,1,1,0,0,0,1,1,972.467,334.902,-0.002,109.517,0,0,1415,0.1,2.298,1
2014-Apr-10_10-32-21,10-32-21.5,12.114,18.81,-0.001,0,0,0,-0.023,-1,-11.988,4.277,8.203,12.023,23.43,0,1,11.949,4.539,-7.389,11.953,25.727,0,-1,-12.059,3.75,7.373,11.988,21.133,0,1,12.09,4.406,-8.043,12.164,21.516,0,0,0,0,12.234,25.535,1,1,0,0,0,1,1,902.936,335.368,0.003,109.517,0,0,1416,0.1,2.438,1
2014-Apr-10_10-32-21,10-32-21.6,12.114,18.81,-0.001,0,0,0,-0.023,-1,-11.988,4.277,8.203,12.023,23.43,0,1,11.949,4.539,-7.389,11.953,25.727,0,-1,-12.059,3.75,7.373,11.988,21.133,0,1,12.09,4.406,-8.043,12.164,21.516,0,0,0,0,12.234,25.535,1,1,0,0,0,1,1,902.936,335.368,0.003,109.517,0,0,1416,0.1,2.438,1
2014-Apr-10_10-32-21,10-32-21.8,12.122,20.646,-0.001,0,0,0,-0.023,-1,-11.988,4.277,9.765,11.918,23.43,0,1,11.879,4.668,-8.919,11.953,25.918,0,-1,-12.023,3.75,8.897,12.023,21.324,0,1,12.09,4.277,-9.573,12.129,21.898,0,0,0,0,12.34,25.344,1,1,0,0,0,1,1,798.638,336.217,-0.002,109.403,0,0,1418,0.1,2.724,1
2014-Apr-10_10-32-21,10-32-21.9,12.122,20.646,-0.001,0,0,0,-0.023,-1,-11.988,4.277,9.765,11.918,23.43,0,1,11.879,4.668,-8.919,11.953,25.918,0,-1,-12.023,3.75,8.897,12.023,21.324,0,1,12.09,4.277,-9.573,12.129,21.898,0,0,0,0,12.34,25.344,1,1,0,0,0,1,1,798.638,336.217,-0.002,109.403,0,0,1418,0.1,2.724,1
2014-Apr-10_10-32-22,10-32-22.0,12.105,18.81,-0.001,0,0,0,-0.023,-0.961,-11.641,4.145,10.56,12.164,23.813,0,0.961,11.551,3.227,-9.689,11.953,26.109,0,-0.961,-11.723,2.438,9.661,12.199,21.324,0,0.952,11.605,2.832,-10.346,12.305,21.707,0,0,0,0,12.48,24.961,1,1,0,0,0,1,1,726.433,336.584,0.003,109.517,0,0,1419,0.1,2.865,1
2014-Apr-10_10-32-22,10-32-22.1,12.546,3.023,-0.001,0,0,0,-0.023,0,0,0,11.261,12.445,23.238,0,0,0,0,-10.359,12.445,26.109,0,0,0,0,10.299,12.48,21.707,0,0,0,0,-10.95,12.586,21.707,0,0,0,0,12.762,25.535,1,1,0,1,1,1,1,688.993,336.672,0.013,109.517,0,0,1420,0.1,2.999,1
2014-Apr-10_10-32-22,10-32-22.2,12.58,2.288,-0.001,0,0,0,-0.023,0,0,0,11.437,12.516,23.047,0,0,0,0,-10.541,12.48,25.727,0,0,0,0,10.418,12.516,21.707,0,0,0,0,-11.079,12.621,21.516,0,0,0,0,12.762,25.344,1,1,0,1,1,1,0,630.158,335.07,0.003,101.749,0,0,1421,0.1,3.136,1
2014-Apr-10_10-32-22,10-32-22.3,12.597,2.656,-0.001,0,0,0,-0.023,0,0,0,11.493,12.516,23.047,0,0,0,0,-10.591,11.637,25.535,0,0,0,0,10.462,11.883,21.133,0,0,0,0,-11.119,12.094,21.324,0,0,0,0,12.234,24.961,1,1,0,1,1,1,0,178.204,335.396,-0.002,91.581,0,0,1422,0.1,3.274,1
2014-Apr-10_10-32-22,10-32-22.5,12.312,9.998,-0.001,0,0,0,-0.023,0,0,0,11.497,12.27,23.047,0,0,0,0,-10.594,12.199,26.301,0,0,0,0,10.469,12.305,21.324,0,0,0,0,-11.129,12.34,21.898,0,0,0,0,12.516,25.344,1,0,0,1,1,1,0,611.438,336.389,-0.002,86.326,0,0,1423,0.1,3.41,1
2014-Apr-10_10-32-22,10-32-22.6,12.312,9.998,-0.001,0,0,0,-0.023,0,0,0,11.497,12.27,23.047,0,0,0,0,-10.594,12.199,26.301,0,0,0,0,10.469,12.305,21.324,0,0,0,0,-11.129,12.34,21.898,0,0,0,0,12.516,25.344,1,0,0,1,1,1,0,611.438,336.389,-0.002,86.326,0,0,1423,0.1,3.41,1
2014-Apr-10_10-32-22,10-32-22.7,12.304,11.467,-0.001,0,0,0,-0.023,0,0,0,11.49,12.27,23.238,0,0,0,0,-10.591,12.199,26.109,0,0,0,0,10.459,12.305,21.324,0,0,0,0,-11.122,12.305,21.133,0,0,0,0,12.551,25.727,1,1,0,1,1,1,0,619.461,336.604,0.008,87.468,0,0,1424,0.1,3.546,1
2014-Apr-10_10-32-22,10-32-22.8,12.286,13.303,-0.001,0,0,0,-0.023,0,0,0,11.487,12.234,23.43,0,0,0,0,-10.585,12.164,25.918,0,0,0,0,10.456,12.27,21.516,0,0,0,0,-11.119,12.375,22.09,0,0,0,0,12.516,25.344,1,1,0,1,1,1,0,614.113,336.907,-0.002,85.64,0,0,1425,0.1,3.683,1
2014-Apr-10_10-32-22,10-32-22.9,12.278,13.67,-0.001,0,0,0,-0.023,0,0,0,11.487,12.199,23.43,0,0,0,0,-10.588,12.27,26.301,0,0,0,0,10.459,12.234,21.324,0,0,0,0,-11.122,12.41,21.707,0,0,0,0,12.48,25.344,1,1,0,1,1,1,0,614.113,337.089,0.003,86.554,0,0,1426,0.1,3.817,1
2014-Apr-10_10-32-23,10-32-23.0,12.347,10.733,-0.001,0,0,0,-0.023,0,0,0,11.487,12.199,23.43,0,0,0,0,-10.588,12.199,25.918,0,0,0,0,10.459,12.234,21.133,0,0,0,0,-11.119,12.41,22.473,0,0,0,0,12.516,25.727,1,1,0,0,0,1,0,611.438,337.338,-0.002,90.438,0,0,1427,0.1,3.954,1
2014-Apr-10_10-32-23,10-32-23.1,12.347,10.733,-0.001,0,0,0,-0.023,0,0,0,11.487,12.199,23.43,0,0,0,0,-10.588,12.199,25.918,0,0,0,0,10.459,12.234,21.133,0,0,0,0,-11.119,12.41,22.473,0,0,0,0,12.516,25.727,1,1,0,0,0,1,0,611.438,337.338,-0.002,90.438,0,0,1427,0.1,3.954,1
2014-Apr-10_10-32-23,10-32-23.2,12.33,11.467,-0.001,0,0,0,-0.023,0,0,0,11.487,12.234,23.047,0,0,0,0,-10.588,12.234,25.535,0,0,0,0,10.459,12.305,21.324,0,0,0,0,-11.122,12.34,21.898,0,0,0,0,12.516,25.344,1,1,0,0,0,1,0,1833.587,337.606,0.003,90.324,0,0,1428,0.1,4.091,1
2014-Apr-10_10-32-23,10-32-23.3,12.312,9.998,-0.001,0,0,0,-0.023,0,0,0,11.487,12.27,23.621,0,0,0,0,-10.588,12.199,26.109,0,0,0,0,10.459,12.305,21.516,0,0,0,0,-11.119,12.375,21.898,0,0,0,0,12.551,25.535,1,1,0,0,0,1,0,614.113,337.751,0.003,87.125,0,0,1429,0.1,4.228,1
2014-Apr-10_10-32-23,10-32-23.4,12.304,13.303,-0.001,0,0,0,-0.023,0,0,0,11.487,12.27,23.238,0,0,0,0,-10.588,12.199,25.727,0,0,0,0,10.459,12.27,21.133,0,0,0,0,-11.122,12.375,22.473,0,0,0,0,12.516,24.961,1,1,0,0,0,1,0,616.787,337.94,0.008,88.382,0,0,1430,0.1,4.364,1
2014-Apr-10_10-32-23,10-32-23.5,12.286,14.037,-0.001,0,0,0,-0.023,0,0,0,11.487,12.27,23.238,0,0,0,0,-10.588,12.234,26.109,0,0,0,0,10.459,12.27,20.941,0,0,0,0,-11.119,12.445,21.898,0,0,0,0,12.48,25.152,1,1,0,0,0,1,0,611.438,338.157,-0.002,90.895,0,0,1431,0.1,4.499,1
S?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-32-23,10-32-23.7,12.286,14.037,-0.001,0,0,0,-0.023,0,0,0,11.487,12.27,23.238,0,0,0,0,-10.588,12.234,26.109,0,0,0,0,10.459,12.27,20.941,0,0,0,0,-11.119,12.445,21.898,0,0,0,0,12.48,25.152,1,1,0,0,0,1,0,611.438,338.157,-0.002,90.895,0,0,1431,0.1,4.499,1
2014-Apr-10_10-32-23,10-32-23.8,12.338,14.037,-0.001,0,0,0,-0.023,0,0,0,11.487,12.27,23.238,0,0,0,0,-10.588,12.27,25.727,0,0,0,0,10.459,12.234,21.324,0,0,0,0,-11.119,12.41,21.516,0,0,0,0,12.48,25.152,1,1,0,0,0,1,0,616.787,338.34,-0.002,89.525,0,0,1432,0.1,4.637,1
2014-Apr-10_10-32-23,10-32-23.9,12.356,9.998,-0.001,0,0,0,-0.023,0,0,0,11.487,12.199,23.238,0,0,0,0,-10.588,12.234,26.109,0,0,0,0,10.459,12.234,21.707,0,0,0,0,-11.122,12.41,22.09,0,0,0,0,12.551,25.344,1,1,0,0,0,1,0,616.787,338.592,0.003,98.778,0,0,1433,0.1,4.772,1
2014-Apr-10_10-32-24,10-32-24.0,12.33,10.733,-0.001,0,0,0,-0.023,0,0,0,11.49,12.234,23.047,0,0,0,0,-10.591,12.234,25.727,0,0,0,0,10.462,12.305,21.324,0,0,0,0,-11.126,12.34,21.707,0,0,0,0,12.516,25.535,1,1,0,0,0,1,0,614.113,338.872,-0.002,93.295,0,0,1434,0.1,4.91,1
2014-Apr-10_10-32-24,10-32-24.1,12.174,15.873,-0.001,0,0,0,-0.023,0,0,0,11.484,12.164,23.238,0,0,0,0,-10.585,12.059,25.344,0,0,0,0,10.456,12.199,20.941,0,0,0,0,-11.119,12.199,21.516,0,1,12.301,5.063,12.305,25.152,1,1,0,0,0,1,0,622.136,339.004,0.008,92.152,0,0,1435,0.1,5.047,1
2014-Apr-10_10-32-24,10-32-24.2,12.174,15.873,-0.001,0,0,0,-0.023,0,0,0,11.484,12.164,23.238,0,0,0,0,-10.585,12.059,25.344,0,0,0,0,10.456,12.199,20.941,0,0,0,0,-11.119,12.199,21.516,0,1,12.301,5.063,12.305,25.152,1,1,0,0,0,1,0,622.136,339.004,0.008,92.152,0,0,1435,0.1,5.047,1
2014-Apr-10_10-32-24,10-32-24.3,12.122,19.544,-0.001,0,0,0,-0.023,0,0,0,11.49,12.094,23.047,0,0,0,0,-10.591,12.094,25.918,0,0,0,0,10.459,12.094,21.133,0,0,0,0,-11.122,12.27,21.516,0,1,12.266,5.59,12.27,25.727,1,1,0,0,0,1,0,614.113,339.081,-0.002,88.496,0,0,1436,0.1,5.184,1
2014-Apr-10_10-32-30,10-32-30.6,12.321,14.037,-0.001,0,0,0,-0.023,0,0,0,21.11,12.27,23.238,0,0,0,0,-20.076,12.164,25.727,0,0,0,0,19.696,12.305,20.941,0,0,0,0,-20.296,12.41,21.516,0,0,0,0,12.551,24.961,1,0,0,0,0,1,0,60.535,329.624,0.003,80.157,0,0,1481,0.1,10.198,1
2014-Apr-10_10-32-30,10-32-30.7,12.312,12.936,-0.001,0,0,0,-0.023,0,0,0,21.11,12.305,23.047,0,0,0,0,-20.076,12.199,25.727,0,0,0,0,19.696,12.305,21.324,0,0,0,0,-20.296,12.375,21.707,0,0,0,0,12.551,25.152,1,0,0,0,0,1,0,63.21,329.866,-0.002,81.527,0,0,1482,0.1,10.337,1
2014-Apr-10_10-32-30,10-32-30.8,12.304,14.037,0,-0.037,-0.008,0,-0.023,0,0,0,21.11,12.234,22.855,0,-0.228,-1.164,1.91,-20.076,12.023,25.727,0,0.228,2.418,10.316,19.696,11.531,21.707,0,-0.474,-3.445,11.891,-20.296,11.672,21.898,0,0,0,0,11.918,25.535,1,0,0,0,0,1,0,60.535,330.158,-0.002,79.357,0,0,1483,0.1,10.478,1
2014-Apr-10_10-32-30,10-32-30.9,10.499,92.974,0,-1,0.025,0,-0.023,1,10.156,25.68,20.875,10.16,23.238,0,-1,-10.09,27.516,-19.857,9.949,25.344,0,1,10.367,9.266,19.366,10.441,21.133,0,-1,-10.336,13.203,-19.967,10.301,21.516,0,0,0,0,10.547,25.152,1,0,0,0,0,1,0,57.861,329.691,0.003,79.357,0,0,1484,0.1,10.617,1
2014-Apr-10_10-32-31,10-32-31.0,10.499,92.974,0,-1,0.025,0,-0.023,1,10.156,25.68,20.875,10.16,23.238,0,-1,-10.09,27.516,-19.857,9.949,25.344,0,1,10.367,9.266,19.366,10.441,21.133,0,-1,-10.336,13.203,-19.967,10.301,21.516,0,0,0,0,10.547,25.152,1,0,0,0,0,1,0,57.861,329.691,0.003,79.357,0,0,1484,0.1,10.617,1
2014-Apr-10_10-32-31,10-32-31.1,10.836,74.616,0.014,-1,0.01,0,-0.023,1,10.613,16.617,20.406,10.582,22.855,0,-1,-10.547,15.832,-19.404,10.477,25.727,0,1,10.754,10.316,18.772,10.723,21.516,0,-1,-10.934,11.629,-19.445,10.898,20.941,0,1,11.211,3.355,11.215,24.387,1,0,0,0,0,1,0,60.535,330.24,-0.002,82.556,0,0,1485,0.1,10.757,1
2014-Apr-10_10-32-31,10-32-31.2,11.328,51.119,0.021,-1,0.01,0,-0.039,1,11.176,9.66,19.797,11.18,23.238,0,-1,-11.074,9.527,-18.797,11.039,25.727,0,1,11.211,8.871,18.137,11.25,20.559,0,-1,-11.32,8.215,-18.835,11.285,21.324,0,1,11.598,0,11.566,25.152,0,0,0,0,0,1,0,89.953,330.265,-0.002,83.013,0,0,1486,0.1,10.897,1
2014-Apr-10_10-32-31,10-32-31.3,11.587,38.269,0.021,-1,0.01,0,-0.039,1,11.422,6.246,19.115,11.426,23.047,0,-1,-11.355,7.031,-18.125,11.391,26.109,0,1,11.422,7.031,17.449,11.355,20.75,0,-1,-11.602,5.719,-18.156,11.602,21.898,0,1,11.773,0,11.777,25.152,0,0,0,0,0,2,0,151.461,329.9,0.003,83.812,0,0,1487,0.1,11.037,1
2014-Apr-10_10-32-31,10-32-31.4,11.587,38.269,0.021,-1,0.01,0,-0.039,1,11.422,6.246,19.115,11.426,23.047,0,-1,-11.355,7.031,-18.125,11.391,26.109,0,1,11.422,7.031,17.449,11.355,20.75,0,-1,-11.602,5.719,-18.156,11.602,21.898,0,1,11.773,0,11.777,25.152,0,0,0,0,0,2,0,151.461,329.9,0.003,83.812,0,0,1487,0.1,11.037,1
2014-Apr-10_10-32-31,10-32-31.5,9.445,146.577,0.018,-1,0.051,0,-0.039,0.941,6.879,39.992,18.276,7.102,22.855,0,-1,-8.543,40.91,-17.283,8.508,25.727,0,1,8.82,29.223,16.358,8.859,21.324,0,-1,-8.965,30.145,-17.135,8.719,21.324,0,0,0,0,9.422,24.77,0,1,0,0,0,2,0,196.924,329.165,-0.002,80.157,0,0,1488,0.1,11.177,1
2014-Apr-10_10-32-31,10-32-31.6,9.246,158.693,0.012,-1,0.025,0,-0.039,1,8.715,38.547,17.298,8.648,22.664,0,-1,-8.578,34.082,-16.337,8.578,25.344,0,1,8.891,28.832,15.202,8.824,20.941,0,-1,-9.105,28.438,-16.101,9.07,21.133,0,0,0,0,9.703,25.727,0,1,0,0,0,2,0,239.713,327.848,-0.002,79.585,0,0,1489,0.1,11.315,1
2014-Apr-10_10-32-31,10-32-31.8,9.462,144.742,0.012,-1,0.013,0,-0.039,1,8.891,36.578,16.192,8.789,22.855,0,-1,-8.719,33.031,-15.252,8.754,25.727,0,1,8.926,28.172,13.913,8.965,20.941,0,-1,-9.105,32.113,-14.954,9.105,21.516,0,0,0,0,9.598,25.344,0,1,0,0,0,2,0,344.01,325.57,-0.002,79.357,0,0,1490,0.1,11.455,1
2014-Apr-10_10-32-31,10-32-31.9,9.678,138.867,0.012,-1,0.044,0,-0.039,1,9.102,34.477,14.935,9.176,22.855,0,-1,-9.105,29.879,-14.017,8.965,25.727,0,0.965,8.305,25.809,12.568,8.508,20.367,0,-1,-9.387,31.195,-13.646,9.457,21.324,0,0,0,0,10.02,24.578,0,1,0,0,0,2,0,416.215,323.496,0.003,79.014,0,0,1491,0.1,11.595,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-32-32,10-32-32.0,9.678,138.867,0.012,-1,0.044,0,-0.039,1,9.102,34.477,14.935,9.176,22.855,0,-1,-9.105,29.879,-14.017,8.965,25.727,0,0.965,8.305,25.809,12.568,8.508,20.367,0,-1,-9.387,31.195,-13.646,9.457,21.324,0,0,0,0,10.02,24.578,0,1,0,0,0,2,0,416.215,323.496,0.003,79.014,0,0,1491,0.1,11.595,1
2014-Apr-10_10-32-32,10-32-32.1,10.231,108.761,0.009,-1,0.228,0,-0.039,0.808,7.641,20.031,13.599,9.668,22.281,0,-1,-9.668,28.305,-12.691,9.633,26.109,0,0.825,7.969,19.508,11.207,9.563,21.133,0,-1,-9.949,26.336,-12.229,10.055,21.133,0,0,0,0,10.441,24.961,0,1,0,0,0,2,0,539.233,322.969,0.008,82.213,0,0,1492,0.1,11.734,1
??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Apr-10_10-32-32,10-32-32.2,10.24,108.394,0.005,-1,0.206,0,-0.039,0.831,7.883,22.66,12.229,9.492,23.813,0,-1,-9.598,28.305,-11.214,9.633,25.535,0,0.872,8.301,19.77,9.762,9.457,20.367,0,-1,-9.914,27.387,-10.739,9.879,21.324,0,0,0,0,10.371,24.578,0,1,0,0,0,2,0,624.81,326.521,-0.002,84.041,0,0,1493,0.1,11.875,1
2014-Apr-10_10-32-32,10-32-32.3,10.153,108.761,0.006,-1,0.072,0,-0.039,0.937,8.395,24.629,10.748,8.965,22.855,0,-1,-9.703,25.023,-9.664,9.703,25.535,0,0.929,8.625,21.477,8.228,9.457,21.133,0,-1,-9.984,24.234,-9.171,10.09,21.707,0,0,0,0,10.441,24.961,0,1,0,0,0,2,0,702.364,330.039,-0.002,82.327,0,0,1494,0.1,12.014,1
2014-Apr-10_10-32-32,10-32-32.4,10.559,90.404,0.005,-1,0.253,0,-0.039,0.793,8,14.781,9.218,10.09,23.238,0,-1,-9.949,25.941,-8.068,10.055,25.535,0,0.803,8.039,14.91,6.663,10.125,20.559,0,-1,-10.336,23.578,-7.527,10.16,21.898,0,0,0,0,10.723,24.961,0,1,0,0,0,2,0,868.17,333.267,-0.002,78.443,0,0,1495,0.1,12.154,1
