2014-Apr-10_09-35-30,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Operator Stick X,Operator Stick Y,Front Left Speed,Front Left Out Volts,Front Left Current,Front Left Position,Front Left In Volts,Front Left Temp(C),Front Left Faults,Front Right Speed,Front Right Out Volts,Front Right Current,Front Right Position,Front Right In Volts,Front Right Temp(C),Front Right Faults,Back Left Speed,Back Left Out Volts,Back Left Current,Back Left Position,Back Left In Volts,Back Left Temp(C),Back Left Faults,Back Right Speed,Back Right Out Volts,Back Right Current,Back Right Position,Back Right In Volts,Back Right Temp(C),Back Right Faults,Angle Speed,Angle Out Volts,Angle Current,Angle In Volts,Angle Temp,Angle Foward Limit,Angle Reverse Limit,Angle Faults,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Elevation Volts,High Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,
2014-Apr-10_11-53-33,11-53-33.7,12.502,37.167,-0.001,0.001,0,0,0.031,0,0,0,-0.003,12.129,23.238,0,0,0,0,0,12.27,25.918,0,0,0,0,0,12.445,20.75,0,0,0,0,0,12.656,21.898,0,-1,-12.797,0,12.797,24.77,0,0,0,0,0,0,0,576.665,-4.99,0.003,22.235,0,0,209,0.2,0.051,1,
2014-Apr-10_11-53-33,11-53-33.9,12.641,11.1,-0.001,0.001,0,0,0.031,-0.12,-1.5,4.145,-0.003,12.48,22.855,0,0.12,1.48,4.277,0,12.27,26.109,0,-0.14,-1.738,5.719,0,12.445,21.707,0,0.14,1.762,4.934,0,12.551,21.898,0,0,0,0,12.832,25.344,0,0,0,0,0,1,0,576.665,-4.992,0.003,24.063,0,0,210,0.2,0.292,1,
2014-Apr-10_11-53-34,11-53-34.1,11.898,43.042,-0.001,0.001,0,0,0.031,-0.36,-4.078,25.023,0.06,11.355,23.047,0,0.36,4.035,19.246,-0.066,11.074,25.535,0,-0.38,-4.262,26.992,0.082,11.215,21.516,0,0.38,4.328,25.941,-0.082,11.461,21.324,0,0,0,0,11.953,25.535,0,0,0,0,0,1,0,576.665,-4.709,0.003,24.063,0,0,211,0.2,0.533,1,
2014-Apr-10_11-53-34,11-53-34.3,10.801,90.771,-0.001,0.001,0,0,0.031,-0.6,-6.184,31.063,0.396,10.336,22.664,0,0.62,5.84,36.184,-0.402,9.492,24.961,0,-0.62,-6.234,39.203,0.449,10.195,21.707,0,0.62,6.168,38.023,-0.434,9.949,20.941,0,0,0,0,10.828,24.77,0,1,0,0,0,1,0,570.37,-3.41,-0.002,25.776,0,0,212,0.2,0.776,1,
2014-Apr-10_11-53-34,11-53-34.5,9.911,127.486,-0.001,0.001,0,0,0.031,-0.84,-8.094,20.426,1.593,9.633,22.855,0,0.86,6.617,37.496,-1.263,7.875,24.961,0,-0.86,-7.953,43.535,1.314,9.316,21.133,0,0.86,7.949,35.66,-1.336,8.965,20.75,0,0,0,0,9.914,25.152,1,0,0,0,0,1,0,546.239,-2.911,-0.002,25.091,0,0,213,0.2,1.016,1,
2014-Apr-10_11-53-34,11-53-34.7,9.454,146.21,-0.001,0.001,0,0,0.031,-1,-9.246,11.496,4.714,9.211,23.047,0,1,8.434,36.973,-2.69,8.438,26.301,0,-1,-8.648,46.164,2.596,8.754,21.516,0,1,9.066,40.91,-2.91,8.965,21.516,0,0,0,0,9.703,25.344,1,0,0,0,0,1,0,473.846,-11.952,0.008,26.69,0,0,214,0.2,1.256,1,
2014-Apr-10_11-53-35,11-53-35.0,9.454,146.21,-0.001,0.001,0,0,0.031,-1,-9.246,11.496,4.714,9.211,23.047,0,1,8.434,36.973,-2.69,8.438,26.301,0,-1,-8.648,46.164,2.596,8.754,21.516,0,1,9.066,40.91,-2.91,8.965,21.516,0,0,0,0,9.703,25.344,1,0,0,0,0,1,0,473.846,-11.952,0.008,26.69,0,0,214,0.2,1.256,1,
2014-Apr-10_11-53-35,11-53-35.2,9.523,142.539,-0.001,0.001,0,0,0.031,-1,-8.93,33.164,7.21,8.93,22.664,0,1,8.609,29.879,-4.699,8.684,26.109,0,-1,-8.965,33.164,4.425,8.895,21.324,0,1,9.207,34.609,-4.799,9.281,21.707,0,0,0,0,9.773,25.152,1,0,0,0,0,1,0,460.206,-18.533,0.008,29.204,0,0,215,0.2,1.497,1,
2014-Apr-10_11-53-35,11-53-35.4,9.903,121.979,-0.001,0.001,0,0,0.031,-1,-9.598,22.66,9.598,9.598,23.047,0,1,9.102,23.973,-7.093,8.965,26.109,0,-1,-9.211,30.273,6.785,9.176,21.898,0,1,9.418,30.145,-7.046,9.387,21.516,0,0,0,0,10.055,25.535,1,1,0,0,0,1,0,406.698,-15.189,0.003,27.147,0,0,216,0.2,1.737,1,
2014-Apr-10_11-53-35,11-53-35.6,10.041,115.37,-0.001,0.001,0,0,0.031,-1,-9.668,25.418,12.439,9.598,22.664,0,1,9.418,25.023,-9.774,9.422,25.918,0,-1,-9.668,23.84,9.545,9.738,21.707,0,1,9.77,25.547,-9.73,9.844,21.707,0,0,0,0,10.336,25.344,1,0,0,0,0,1,0,316.469,-13.376,-0.002,27.49,0,0,217,0.2,1.979,1,
2014-Apr-10_11-53-35,11-53-35.8,12.166,8.897,-0.001,0.001,0,0,0.031,0,0,0,15.224,12.129,23.238,0,0,0,0,-12.571,12.094,25.727,0,0,0,0,12.534,12.164,21.516,0,0,0,0,-12.439,12.27,21.516,0,0,0,0,12.41,25.918,1,1,0,1,1,1,0,246.174,-9.687,-0.002,27.49,0,0,218,0.2,2.216,1,
2014-Apr-10_11-53-36,11-53-36.0,12.312,10.366,-0.001,0.001,0,0,0.031,0,0,0,15.535,12.27,22.664,0,0,0,0,-12.898,12.199,25.727,0,0,0,0,14.888,12.305,21.133,0,0,0,0,-14.077,12.375,21.707,0,0,0,0,12.516,25.344,1,0,0,1,1,1,0,158.044,3.731,-0.007,27.147,0,0,219,0.2,2.453,1,
2014-Apr-10_11-53-36,11-53-36.2,12.312,10.366,-0.001,0.001,0,0,0.031,0,0,0,15.535,12.27,22.664,0,0,0,0,-12.898,12.199,25.727,0,0,0,0,14.888,12.305,21.133,0,0,0,0,-14.077,12.375,21.707,0,0,0,0,12.516,25.344,1,0,0,1,1,1,0,158.044,3.731,-0.007,27.147,0,0,219,0.2,2.453,1,
2014-Apr-10_11-53-36,11-53-36.6,12.407,11.467,-0.001,0.001,0,0,0.031,0,0,0,15.941,12.27,22.855,0,0,0,0,-13.42,12.34,25.918,0,0,0,0,16.494,12.34,21.516,0,0,0,0,-14.265,12.445,21.516,0,0,0,0,12.586,25.344,1,0,0,1,1,1,0,115.028,59.596,0.008,28.975,0,0,221,0.2,2.928,1,
2014-Apr-10_11-53-36,11-53-36.8,12.407,9.998,-0.001,0.001,0,0,0.031,0,0,0,15.928,12.375,22.664,0,0,0,0,-13.401,12.305,26.109,0,0,0,0,16.472,12.375,21.324,0,0,0,0,-14.243,12.48,21.324,0,0,0,0,12.621,24.195,1,0,0,0,0,1,0,112.929,59.608,0.008,30.346,0,0,222,0.2,3.166,1,
2014-Apr-10_11-53-37,11-53-37.0,12.433,8.163,-0.001,0.001,0,0,0.031,0,0,0,15.915,12.305,22.664,0,0,0,0,-13.388,12.34,25.918,0,0,0,0,16.462,12.375,21.133,0,0,0,0,-14.234,12.516,21.516,0,0,0,0,12.621,25.918,1,0,0,0,0,1,0,115.028,59.582,-0.002,31.717,0,0,223,0.2,3.405,1,
2014-Apr-10_11-53-37,11-53-37.2,12.425,11.1,-0.001,0.001,0,0,0.031,0,0,0,15.918,12.34,23.238,0,0,0,0,-13.388,12.34,25.918,0,0,0,0,16.462,12.41,21.324,0,0,0,0,-14.234,12.48,21.324,0,0,0,0,12.656,25.535,1,0,0,0,0,1,0,113.978,59.609,-0.002,34.687,0,0,224,0.2,3.645,1,
