2014-Jun-28_09-29-40,Time Stamp,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Foward Direction,Toggle Direction,To High Gear,To Low Gear,Catch Mode,Coll2Shoot,CollDwn2,CollDwn,CollUp2,CollUp,CollTogg,CollHold,Purge,Lauch Ball,Front Left Speed,Front Right Speed,Back Left Speed,Back Right Speed,Angle Speed,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,,
2014-Jun-28_10-10-35,10-10-35.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??m,
2014-Jun-28_10-10-35,10-10-35.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??p:,
2014-Jun-28_10-10-36,10-10-36.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,R,
1?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Jun-28_10-10-36,10-10-36.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-36,10-10-36.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,3?g?,
2014-Jun-28_10-10-36,10-10-36.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,Hk@p,
2014-Jun-28_10-10-36,10-10-36.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,O??,
2014-Jun-28_10-10-36,10-10-36.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,\???,
2014-Jun-28_10-10-36,10-10-36.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,_???,
2014-Jun-28_10-10-36,10-10-36.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,X?G,
2014-Jun-28_10-10-36,10-10-36.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?Sm,
2014-Jun-28_10-10-37,10-10-37.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??z?,
2014-Jun-28_10-10-37,10-10-37.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,B?6?,
2014-Jun-28_10-10-37,10-10-37.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???,
2014-Jun-28_10-10-37,10-10-37.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???u,
2014-Jun-28_10-10-37,10-10-37.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,'??:,
2014-Jun-28_10-10-37,10-10-37.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??J,
2014-Jun-28_10-10-37,10-10-37.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??K?,
2014-Jun-28_10-10-37,10-10-37.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-37,10-10-37.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?9@T,
2014-Jun-28_10-10-38,10-10-38.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,4i?,
2014-Jun-28_10-10-38,10-10-38.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???,
2014-Jun-28_10-10-38,10-10-38.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???,
2014-Jun-28_10-10-38,10-10-38.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,+?(,
2014-Jun-28_10-10-38,10-10-38.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,"N?""Y",
2014-Jun-28_10-10-38,10-10-38.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??X?,
2014-Jun-28_10-10-38,10-10-38.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,NMX?,
2014-Jun-28_10-10-38,10-10-38.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??&?,
2014-Jun-28_10-10-38,10-10-38.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???Z,
2014-Jun-28_10-10-38,10-10-38.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??L?,
2014-Jun-28_10-10-39,10-10-39.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?m4[,
2014-Jun-28_10-10-39,10-10-39.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??,
2014-Jun-28_10-10-39,10-10-39.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-39,10-10-39.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,!?6?,
2014-Jun-28_10-10-39,10-10-39.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??z?,
2014-Jun-28_10-10-39,10-10-39.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??d,
2014-Jun-28_10-10-39,10-10-39.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,D??|,
2014-Jun-28_10-10-39,10-10-39.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?}7?,
2014-Jun-28_10-10-39,10-10-39.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??_?,
2014-Jun-28_10-10-40,10-10-40.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,g??,
2014-Jun-28_10-10-40,10-10-40.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?A?6,
2014-Jun-28_10-10-40,10-10-40.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???C,
2014-Jun-28_10-10-40,10-10-40.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?o%?,
2014-Jun-28_10-10-40,10-10-40.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,D?d(,
2014-Jun-28_10-10-40,10-10-40.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,z?%?,
2014-Jun-28_10-10-40,10-10-40.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?S?!,
2014-Jun-28_10-10-40,10-10-40.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,g???,
2014-Jun-28_10-10-40,10-10-40.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,Y??7,
2014-Jun-28_10-10-41,10-10-41.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??,
2014-Jun-28_10-10-41,10-10-41.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,;??,
2014-Jun-28_10-10-41,10-10-41.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,<??,
2014-Jun-28_10-10-41,10-10-41.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??,
2014-Jun-28_10-10-41,10-10-41.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?$?,
2014-Jun-28_10-10-41,10-10-41.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,&?e,
2014-Jun-28_10-10-41,10-10-41.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?z?,
2014-Jun-28_10-10-41,10-10-41.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?p?0,
2014-Jun-28_10-10-42,10-10-42.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???,
2014-Jun-28_10-10-42,10-10-42.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,qK7`,
2014-Jun-28_10-10-42,10-10-42.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?a{/,
2014-Jun-28_10-10-42,10-10-42.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?^^;,
2014-Jun-28_10-10-42,10-10-42.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,BX??,
2014-Jun-28_10-10-42,10-10-42.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-42,10-10-42.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?ru,
2014-Jun-28_10-10-42,10-10-42.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,adjP,
2014-Jun-28_10-10-42,10-10-42.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,KD?|,
2014-Jun-28_10-10-43,10-10-43.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,x@??,
2014-Jun-28_10-10-43,10-10-43.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???2,
2014-Jun-28_10-10-43,10-10-43.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,'&?1,
2014-Jun-28_10-10-43,10-10-43.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?!?,
2014-Jun-28_10-10-43,10-10-43.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?6?,
2014-Jun-28_10-10-43,10-10-43.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?y??,
2014-Jun-28_10-10-43,10-10-43.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,:Cy,
2014-Jun-28_10-10-43,10-10-43.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?s?,
2014-Jun-28_10-10-43,10-10-43.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-44,10-10-44.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??,
2014-Jun-28_10-10-44,10-10-44.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,m,
2014-Jun-28_10-10-44,10-10-44.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?B#,
2014-Jun-28_10-10-44,10-10-44.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,$gK],
2014-Jun-28_10-10-44,10-10-44.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??),
2014-Jun-28_10-10-44,10-10-44.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,*??z,
2014-Jun-28_10-10-44,10-10-44.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,[??,
2014-Jun-28_10-10-44,10-10-44.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,^)?_,
2014-Jun-28_10-10-44,10-10-44.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,O?1?,
2014-Jun-28_10-10-45,10-10-45.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,bz9,
2014-Jun-28_10-10-45,10-10-45.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,;l)?,
2014-Jun-28_10-10-45,10-10-45.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,l??,
2014-Jun-28_10-10-45,10-10-45.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?h?,
2014-Jun-28_10-10-45,10-10-45.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,P?;,
2014-Jun-28_10-10-45,10-10-45.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-45,10-10-45.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?'??,
2014-Jun-28_10-10-45,10-10-45.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,l?RJ,
2014-Jun-28_10-10-46,10-10-46.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,R??,
2014-Jun-28_10-10-46,10-10-46.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-46,10-10-46.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?W?w,
2014-Jun-28_10-10-46,10-10-46.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,7??1,
2014-Jun-28_10-10-46,10-10-46.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??A,
2014-Jun-28_10-10-46,10-10-46.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?kR?,
2014-Jun-28_10-10-46,10-10-46.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??St,
2014-Jun-28_10-10-46,10-10-46.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,"d[2	",
2014-Jun-28_10-10-46,10-10-46.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?V?,
2014-Jun-28_10-10-47,10-10-47.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-47,10-10-47.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???P,
2014-Jun-28_10-10-47,10-10-47.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,?j?u,
2014-Jun-28_10-10-47,10-10-47.4,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,r??=,
2014-Jun-28_10-10-47,10-10-47.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,m,
2014-Jun-28_10-10-47,10-10-47.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???Y,
2014-Jun-28_10-10-47,10-10-47.7,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,????,
2014-Jun-28_10-10-47,10-10-47.8,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,???4,
2014-Jun-28_10-10-47,10-10-47.9,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,??X?,
2014-Jun-28_10-10-48,10-10-48.0,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,0???,
2014-Jun-28_10-10-48,10-10-48.1,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,+,
~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Jun-28_10-10-48,10-10-48.2,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,H+??,
2014-Jun-28_10-10-48,10-10-48.3,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,\???,
2014-Jun-28_10-10-48,10-10-48.5,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,y?cf,
2014-Jun-28_10-10-48,10-10-48.6,0,12.658,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,232.535,-614.414,100.263,0,0,16640,5,6.963,1,k,
