2014-Jun-28_09-29-40,Time Stamp,,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Foward Direction,Toggle Direction,To High Gear,To Low Gear,Catch Mode,Coll2Shoot,CollDwn2,CollDwn,CollUp2,CollUp,CollTogg,CollHold,Purge,Lauch Ball,Front Left Speed,Front Right Speed,Back Left Speed,Back Right Speed,Angle Speed,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,
2014-Jun-28_10-37-38,10-37-38.0,0,9.523,129.689,-0.002,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192,1,-0.205,1,0,0,0,2,1,752.926,-268.608,105.861,0,0,11015,5,78.621,1,~-,
2014-Jun-28_10-37-38,10-37-38.1,0,9.635,117.573,-0.001,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205,1,-0.205,1,0,0,0,2,1,454.96,-268.741,105.747,0,0,11020,5,78.721,1,???,
2014-Jun-28_10-37-38,10-37-38.2,0,9.834,110.23,-0.001,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205,1,-0.205,1,0,0,0,2,1,734.041,-268.878,105.861,0,0,11025,5,78.821,1,??*),
2014-Jun-28_10-37-38,10-37-38.3,0,9.549,112.8,-0.001,-1,-0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.644,1,-0.644,1,0,0,0,2,1,208.404,-269.009,105.747,0,0,11030,5,78.921,1,????,
2014-Jun-28_10-37-38,10-37-38.4,0,9.16,156.49,-0.006,-1,-0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.849,1,-0.849,1,0,0,0,2,1,257.715,-269.141,105.633,0,0,11035,5,79.021,1,?l>?,
2014-Jun-28_10-37-38,10-37-38.5,0,8.849,159.428,-0.006,-1,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0.987,0,0,0,2,1,305.977,-269.271,105.747,0,0,11040,5,79.121,1,??Q?,
2014-Jun-28_10-37-38,10-37-38.6,0,9.428,126.752,-0.025,-1,-0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.808,1,-0.863,1,0,0,0,2,1,336.404,-269.531,105.747,0,0,11050,5,79.321,1,z?%?,
2014-Jun-28_10-37-38,10-37-38.7,0,9.609,115.003,-0.013,-1,-0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.836,1,-0.863,1,0,0,0,2,1,358.436,-269.665,105.633,0,0,11055,5,79.421,1,???A,
2014-Jun-28_10-37-38,10-37-38.8,0,9.86,111.698,-0.011,-1,-0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.795,1,-0.808,1,0,0,0,2,1,198.962,-269.796,105.747,0,0,11060,5,79.521,1,?k_,
2014-Jun-28_10-37-39,10-37-39.0,0,10.171,87.1,-0.023,-1,-0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.603,1,-0.644,1,0,0,0,2,1,171.683,-269.927,105.976,0,0,11065,5,79.621,1,??z,
2014-Jun-28_10-37-39,10-37-39.1,0,10.542,70.945,-0.048,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151,1,-0.247,1,0,0,0,2,1,143.355,-270.053,105.861,0,0,11070,5,79.721,1,=??,
2014-Jun-28_10-37-39,10-37-39.2,0,10.594,71.679,-0.081,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123,1,-0.288,1,0,0,0,2,1,116.077,-270.179,105.747,0,0,11075,5,79.821,1,??Q`,
2014-Jun-28_10-37-39,10-37-39.3,0,10.671,65.438,-0.074,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123,1,-0.274,1,0,0,0,2,1,84.601,-270.308,105.633,0,0,11080,5,79.921,1,????,
2014-Jun-28_10-37-39,10-37-39.4,0,10.818,58.462,-0.056,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.151,1,-0.26,1,0,0,0,1,1,53.126,-270.434,104.376,0,0,11085,5,80.022,1,????,
2014-Jun-28_10-37-39,10-37-39.5,0,11.829,10.733,-0.081,-1,-0.609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.425,1,-0.589,1,0,0,0,1,1,24.798,-270.561,103.577,0,0,11090,5,80.121,1,?_,
2014-Jun-28_10-37-39,10-37-39.6,0,11.794,12.936,-0.11,-1,-0.549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.452,1,-0.671,1,0,0,0,1,1,671.091,-270.688,103.577,0,0,11095,5,80.221,1,{j8?,
2014-Jun-28_10-37-39,10-37-39.7,0,11.38,27.254,-0.119,-1,-0.202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.726,1,-0.959,1,0,0,0,1,1,36.339,-270.838,103.348,0,0,11100,5,80.321,1,?{?O,
2014-Jun-28_10-37-39,10-37-39.8,0,11.172,45.245,-0.068,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.932,1,-1,0.937,0,0,0,1,1,34.241,-271.089,103.577,0,0,11110,5,80.521,1,z8,
2014-Jun-28_10-37-39,10-37-39.9,0,11.164,44.878,0.001,-1,0.021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,1,1,28.995,-271.216,103.577,0,0,11115,5,80.621,1,L?K?,
2014-Jun-28_10-37-40,10-37-40.0,0,10.637,67.274,-0.001,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,1,1,30.044,-271.344,103.462,0,0,11120,5,80.721,1,#D?,
2014-Jun-28_10-37-40,10-37-40.2,0,10.24,81.959,-0.056,-1,-0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.945,1,-1,0.949,0,0,0,1,1,26.897,-271.473,103.462,0,0,11125,5,80.822,1,??`?,
2014-Jun-28_10-37-40,10-37-40.5,0,10.179,85.998,-0.051,-1,-0.025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.945,1,-1,0.949,0,0,0,1,1,22.7,-271.862,103.691,0,0,11140,5,81.121,1,XM?a,
2014-Jun-28_10-37-40,10-37-40.6,0,10.361,84.529,-0.065,-1,-0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.932,1,-1,0.937,0,0,0,1,1,42.634,-271.994,103.691,0,0,11145,5,81.221,1,yz?3,
2014-Jun-28_10-37-40,10-37-40.7,0,10.395,84.529,-0.081,-1,-0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.918,1,-1,0.924,0,0,0,1,1,26.897,-272.122,103.462,0,0,11150,5,81.321,1,???y,
2014-Jun-28_10-37-40,10-37-40.8,0,10.3,87.467,-0.11,-1,-0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,22.7,-272.25,103.805,0,0,11155,5,81.421,1,?*?g,
2014-Jun-28_10-37-41,10-37-41.0,0,10.481,80.124,-0.11,-1,-0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,24.798,-272.639,103.691,0,0,11170,5,81.721,1,?5gO,
2014-Jun-28_10-37-41,10-37-41.1,0,10.447,80.124,-0.11,-1,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,21.651,-272.764,103.577,0,0,11175,5,81.821,1,#?@?,
2014-Jun-28_10-37-41,10-37-41.3,0,10.49,78.288,-0.11,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,23.749,-272.895,103.691,0,0,11180,5,81.922,1,?d?,
2014-Jun-28_10-37-41,10-37-41.4,0,10.447,76.819,-0.11,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,23.749,-273.019,103.577,0,0,11185,5,82.022,1,???S,
2014-Jun-28_10-37-41,10-37-41.5,0,10.473,77.554,-0.11,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,22.7,-273.148,103.462,0,0,11190,5,82.122,1,'^??,
2014-Jun-28_10-37-41,10-37-41.6,0,10.473,80.124,-0.11,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,23.749,-273.279,103.691,0,0,11195,5,82.221,1,??U?,
2014-Jun-28_10-37-41,10-37-41.7,0,10.507,69.476,-0.11,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,24.798,-273.406,103.577,0,0,11200,5,82.321,1,????,
2014-Jun-28_10-37-41,10-37-41.8,0,10.542,76.085,-0.11,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,23.749,-273.531,103.577,0,0,11205,5,82.421,1,???,
2014-Jun-28_10-37-41,10-37-41.9,0,10.395,81.959,-0.11,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,1,-1,0.886,0,0,0,1,1,22.7,-273.656,103.691,0,0,11210,5,82.521,1,%?Rh,
2014-Jun-28_10-37-42,10-37-42.0,0,10.361,84.162,-0.071,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.932,1,-1,0.924,0,0,0,1,1,22.7,-273.786,103.805,0,0,11215,5,82.622,1,?R,
2014-Jun-28_10-37-42,10-37-42.1,0,10.533,75.351,-0.065,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.932,1,-1,0.937,0,0,0,1,1,22.7,-274.046,103.691,0,0,11225,5,82.821,1,???,
2014-Jun-28_10-37-42,10-37-42.2,0,10.628,63.602,-0.056,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.945,1,-1,0.949,0,0,0,1,1,22.7,-274.175,103.919,0,0,11230,5,82.921,1,?nPg,
2014-Jun-28_10-37-42,10-37-42.3,0,10.741,59.931,-0.051,-1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.945,1,-1,0.949,0,0,0,1,1,23.749,-274.303,103.805,0,0,11235,5,83.021,1,"??	p",
2014-Jun-28_10-37-42,10-37-42.5,0,10.766,58.829,-0.046,-1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.959,1,-1,0.949,0,0,0,1,1,23.749,-274.431,103.805,0,0,11240,5,83.121,1,?ih3,
2014-Jun-28_10-37-42,10-37-42.6,0,10.766,58.829,-0.006,-1,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,1,1,22.7,-274.584,103.577,0,0,11245,5,83.222,1,????,
2014-Jun-28_10-37-42,10-37-42.7,0,10.68,65.438,0.069,-1,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.861,-1,0.987,0,0,0,1,1,21.651,-274.711,103.805,0,0,11250,5,83.321,1,`??,
2014-Jun-28_10-37-42,10-37-42.8,0,10.611,68.375,0.049,-1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.949,-0.945,1,0,0,0,1,1,23.749,-274.838,103.805,0,0,11255,5,83.421,1,?J??,
2014-Jun-28_10-37-42,10-37-42.9,0,10.654,66.539,0.013,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.987,-0.986,1,0,0,0,1,1,22.7,-274.969,103.805,0,0,11260,5,83.521,1,????,
2014-Jun-28_10-37-43,10-37-43.0,0,10.706,65.438,-0.006,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0.987,0,0,0,1,1,23.749,-275.095,103.805,0,0,11265,5,83.622,1,#?,
2014-Jun-28_10-37-43,10-37-43.1,0,10.663,67.274,-0.011,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.986,1,-1,0.987,0,0,0,1,1,22.7,-275.219,103.805,0,0,11270,5,83.722,1,??sP,
2014-Jun-28_10-37-43,10-37-43.2,0,10.706,64.703,-0.019,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.986,1,-1,0.975,0,0,0,1,1,23.749,-275.344,103.805,0,0,11275,5,83.822,1,"	NN?",
2014-Jun-28_10-37-43,10-37-43.3,0,10.741,63.602,-0.022,-1,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.973,1,-1,0.975,0,0,0,1,1,24.798,-275.472,103.805,0,0,11280,5,83.922,1,KG??,
2014-Jun-28_10-37-43,10-37-43.4,0,10.663,64.336,0.001,-1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,1,1,22.7,-275.73,103.919,0,0,11290,5,84.122,1,d?j,
2014-Jun-28_10-37-43,10-37-43.5,0,10.922,51.119,0.504,-1,0.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.123,-1,0.886,0,0,0,1,1,22.7,-275.854,104.034,0,0,11295,5,84.221,1,4???,
2014-Jun-28_10-37-43,10-37-43.7,0,10.421,72.414,0.759,-0.209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.247,0.165,0,0,0,1,1,23.749,-275.98,103.805,0,0,11300,5,84.321,1,????,
2014-Jun-28_10-37-43,10-37-43.8,0,10.81,66.172,0.38,0.159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.26,-0.575,0,0,0,1,1,22.7,-276.105,103.919,0,0,11305,5,84.421,1,^1g,
2014-Jun-28_10-37-43,10-37-43.9,0,10.62,59.563,0.337,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137,-1,0.532,-1,0,0,0,1,1,22.7,-276.231,104.034,0,0,11310,5,84.521,1,c,
2014-Jun-28_10-37-44,10-37-44.0,0,11.095,43.776,0.035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,-1,0.241,-1,0,0,0,1,1,23.749,-276.359,103.919,0,0,11315,5,84.621,1,?AI,
2014-Jun-28_10-37-44,10-37-44.1,0,11.336,34.23,0.007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,-1,0.203,-1,0,0,0,1,1,30.044,-276.481,103.805,0,0,11320,5,84.721,1,??W,
2014-Jun-28_10-37-44,10-37-44.2,0,11.492,29.457,0.002,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.203,-1,0.203,-1,0,0,0,1,1,47.88,-276.61,103.805,0,0,11325,5,84.822,1,U??,
2014-Jun-28_10-37-44,10-37-44.3,0,10.948,65.805,-0.008,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.203,-1,0.19,-1,0,0,0,2,0,213.65,-276.733,102.091,0,0,11330,5,84.921,1,??W},
2014-Jun-28_10-37-44,10-37-44.4,0,9.989,103.254,-0.089,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.291,-1,0.114,-1,0,0,0,2,0,234.634,-276.99,101.863,0,0,11340,5,85.121,1,s?P?,
2014-Jun-28_10-37-44,10-37-44.5,0,10.041,90.037,-0.097,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.291,-1,0.101,-1,0,0,0,2,0,266.109,-277.119,101.634,0,0,11345,5,85.221,1,?1??,
2014-Jun-28_10-37-44,10-37-44.6,0,10.006,99.215,-0.097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,-1,0.101,-1,0,0,0,2,0,279.748,-277.249,104.034,0,0,11350,5,85.322,1,?hi?,
2014-Jun-28_10-37-44,10-37-44.8,0,10.05,105.09,-0.039,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,-1,0.165,-1,0,0,0,2,0,298.633,-277.372,100.949,0,0,11355,5,85.422,1,?`?,
2014-Jun-28_10-37-44,10-37-44.9,0,10.067,91.872,-0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,-1,0.165,-1,0,0,0,2,0,727.746,-277.501,104.148,0,0,11360,5,85.522,1,"	N?",
2014-Jun-28_10-37-45,10-37-45.0,0,10.145,90.404,-0.035,0.427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.342,-1,-0.411,-1,0,0,0,2,0,142.306,-277.624,101.292,0,0,11365,5,85.622,1,?~,
2014-Jun-28_10-37-45,10-37-45.1,0,11.492,26.887,-0.003,-0.005,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041,-0.041,-0.055,-0.041,0,0,0,2,0,131.814,-277.754,100.035,0,0,11370,5,85.721,1,????,
2014-Jun-28_10-37-45,10-37-45.2,0,9.419,128.22,0.279,-0.743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.342,-1,0.215,0,0,0,2,0,143.355,-277.88,101.52,0,0,11375,5,85.822,1,?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Jun-28_10-37-45,10-37-45.3,0,9.618,108.027,0.261,-0.779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.288,-1,0.241,0,0,0,2,0,161.191,-278.013,103.234,0,0,11380,5,85.921,1,????,
2014-Jun-28_10-37-45,10-37-45.4,0,9.506,117.94,0.347,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.151,-1,0.544,0,0,0,2,0,248.273,-278.144,101.863,0,0,11385,5,86.021,1,=?|h,
2014-Jun-28_10-37-45,10-37-45.5,0,9.963,99.215,0.049,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.152,-1,0.253,0,0,0,2,0,196.863,-278.27,99.921,0,0,11390,5,86.122,1,;??,
2014-Jun-28_10-37-45,10-37-45.6,0,11.768,11.1,0,-0.014,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,0.013,-0.014,0.013,0,0,0,2,0,723.549,-278.549,100.949,0,0,11400,5,86.321,1,[M??,
2014-Jun-28_10-37-45,10-37-45.7,0,9.799,122.346,0.288,-0.594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.493,-1,0.076,0,0,0,2,0,750.828,-278.675,102.091,0,0,11405,5,86.422,1,ioo,
2014-Jun-28_10-37-45,10-37-45.8,0,9.195,136.297,0.576,-0.062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.288,-0.164,0,0,0,2,0,751.877,-278.8,101.863,0,0,11410,5,86.521,1,5>?p,
2014-Jun-28_10-37-46,10-37-46.0,0,9.436,129.322,0.561,-0.013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.247,-0.219,0,0,0,2,0,751.877,-278.932,105.404,0,0,11415,5,86.621,1,??,
2014-Jun-28_10-37-46,10-37-46.1,0,9.54,114.636,0.464,-0.004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.342,-0.329,0,0,0,2,0,751.877,-279.063,102.206,0,0,11420,5,86.722,1,?(g,
2014-Jun-28_10-37-46,10-37-46.2,0,9.402,134.094,0.561,-0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.247,-0.233,0,0,0,2,0,643.812,-279.191,106.775,0,0,11425,5,86.821,1,}:?,
2014-Jun-28_10-37-46,10-37-46.3,0,9.609,116.471,0.491,-0.209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.521,-0.096,0,0,0,2,0,181.126,-279.318,105.976,0,0,11430,5,86.922,1,???,
2014-Jun-28_10-37-46,10-37-46.4,0,9.169,136.297,0.253,-1,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.747,-0.753,1,0,0,0,2,0,197.912,-279.447,103.005,0,0,11435,5,87.022,1,?m?Y,
2014-Jun-28_10-37-46,10-37-46.5,0,8.184,173.746,0.001,-1,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,2,0,63.618,-279.576,104.148,0,0,11440,5,87.122,1,??[?,
2014-Jun-28_10-37-46,10-37-46.6,0,8.106,173.746,-0.002,-1,-0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.945,1,-0.945,1,0,0,0,2,0,32.143,-279.709,104.49,0,0,11445,5,87.221,1,??_o,
2014-Jun-28_10-37-46,10-37-46.7,0,8.53,168.974,-0.005,-1,-0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.836,1,-0.849,1,0,0,0,2,0,22.7,-279.841,103.234,0,0,11450,5,87.321,1,"??	",
2014-Jun-28_10-37-46,10-37-46.8,0,10.136,88.201,-0.006,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192,1,-0.205,1,0,0,0,2,0,152.798,-280.095,105.519,0,0,11460,5,87.521,1,>?G?,
2014-Jun-28_10-37-46,10-37-46.9,0,10.11,91.505,-0.001,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205,1,-0.205,1,0,0,0,2,0,33.192,-280.219,107.689,0,0,11465,5,87.621,1,???@,
2014-Jun-28_10-37-47,10-37-47.0,0,9.773,104.355,0.007,-1,-0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.562,1,-0.548,1,0,0,0,2,0,105.585,-280.348,109.517,0,0,11470,5,87.721,1,q? ,
2014-Jun-28_10-37-47,10-37-47.2,0,8.538,173.379,0.069,-1,-0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.973,1,-0.836,1,0,0,0,2,0,25.848,-280.48,107.118,0,0,11475,5,87.821,1,Y??,
2014-Jun-28_10-37-47,10-37-47.3,0,9.039,130.79,0.121,-1,-0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.873,-0.877,1,0,0,0,2,0,31.093,-280.613,107.461,0,0,11480,5,87.921,1,B,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Jun-28_10-37-47,10-37-47.4,0,8.763,155.022,0.09,-1,-0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.986,1,-0.808,1,0,0,0,2,0,61.52,-280.741,105.633,0,0,11485,5,88.021,1,???K,
2014-Jun-28_10-37-47,10-37-47.5,0,8.659,166.771,0.04,-1,-0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822,1,-0.753,1,0,0,0,2,0,24.798,-280.872,105.29,0,0,11490,5,88.121,1,?%F?,
2014-Jun-28_10-37-47,10-37-47.6,0,8.953,154.288,0.013,-1,-0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.479,1,-0.452,1,0,0,0,2,0,24.798,-281.001,105.861,0,0,11495,5,88.222,1,WMM.,
2014-Jun-28_10-37-47,10-37-47.7,0,9.272,137.399,0.005,-1,-0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.425,1,-0.411,1,0,0,0,2,0,23.749,-281.13,104.833,0,0,11500,5,88.322,1,.z??,
2014-Jun-28_10-37-47,10-37-47.8,0,8.167,173.379,0.035,-1,-0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.877,1,-0.808,1,0,0,0,2,0,23.749,-281.259,105.29,0,0,11505,5,88.422,1,g??,
2014-Jun-28_10-37-47,10-37-47.9,0,7.744,173.379,0.137,-1,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.861,-0.863,1,0,0,0,2,0,22.7,-281.39,105.747,0,0,11510,5,88.522,1,?<??,
2014-Jun-28_10-37-48,10-37-48.0,0,8.979,150.616,0.655,-1,0.054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0.304,-0.384,1,0,0,0,1,0,21.651,-281.656,106.547,0,0,11520,5,88.721,1,?R,
2014-Jun-28_10-37-48,10-37-48.1,0,9.635,117.206,1,-1,0.148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-0.123,-0.123,1,0,0,0,1,0,23.749,-281.783,104.719,0,0,11525,5,88.821,1,????,
2014-Jun-28_10-37-48,10-37-48.3,0,9.644,112.066,1,-1,0.148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-0.123,-0.123,1,0,0,0,1,0,24.798,-281.908,106.318,0,0,11530,5,88.921,1,??,
2014-Jun-28_10-37-48,10-37-48.4,0,9.609,116.471,1,-1,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.137,-0.137,1,0,0,0,1,0,21.651,-282.034,102.548,0,0,11535,5,89.021,1,??W,
2014-Jun-28_10-37-48,10-37-48.5,0,9.618,114.268,1,-1,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.082,-0.082,1,0,0,0,1,0,23.749,-282.187,102.777,0,0,11540,5,89.122,1,??m?,
2014-Jun-28_10-37-48,10-37-48.6,0,9.713,112.433,1,-1,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,22.7,-282.315,104.605,0,0,11545,5,89.221,1,?7J,
2014-Jun-28_10-37-48,10-37-48.7,0,9.92,99.95,1,-1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,23.749,-282.44,105.062,0,0,11550,5,89.321,1,??Q?,
2014-Jun-28_10-37-48,10-37-48.8,0,10.006,99.215,0.894,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.101,-0.11,1,0,0,0,1,0,21.651,-282.566,107.004,0,0,11555,5,89.421,1,?m?^,
2014-Jun-28_10-37-48,10-37-48.9,0,9.609,111.698,0.477,-1,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.519,-0.521,1,0,0,0,1,0,25.848,-282.686,104.262,0,0,11560,5,89.521,1,??M,
2014-Jun-28_10-37-49,10-37-49.0,0,9.307,130.79,0.107,-1,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.899,-0.89,1,0,0,0,1,0,66.765,-282.814,108.603,0,0,11565,5,89.622,1,?efJ,
2014-Jun-28_10-37-49,10-37-49.1,0,9.341,126.752,0.051,-1,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.949,-0.945,1,0,0,0,1,0,69.913,-282.938,106.775,0,0,11570,5,89.722,1,?m?A,
2014-Jun-28_10-37-49,10-37-49.2,0,10.913,51.119,0.046,-1,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.949,-0.959,1,0,0,0,1,0,32.143,-283.192,107.804,0,0,11580,5,89.922,1,??yL,
2014-Jun-28_10-37-49,10-37-49.3,0,10.343,77.554,0.072,-1,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.924,-0.932,1,0,0,0,1,0,21.651,-283.313,107.461,0,0,11585,5,90.022,1,????,
2014-Jun-28_10-37-49,10-37-49.5,0,10.611,62.133,0.347,-1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.658,-0.658,1,0,0,0,1,0,23.749,-283.438,102.206,0,0,11590,5,90.122,1,/?<w,
2014-Jun-28_10-37-49,10-37-49.6,0,10.697,56.259,0.532,-1,0.011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0.468,-0.466,1,1,0,0,1,0,23.749,-283.565,104.376,0,0,11595,5,90.221,1,?F,
2014-Jun-28_10-37-49,10-37-49.7,0,10.723,59.931,0.337,-1,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.658,-0.658,1,0,0,0,1,0,24.798,-283.689,108.832,0,0,11600,5,90.321,1,?P?,
