2014-Jun-28_09-29-40,Time Stamp,,Battery Volts,Battery Amps,Drive Stick X,Drive Stick Y,Drive Stick Z,Foward Direction,Toggle Direction,To High Gear,To Low Gear,Catch Mode,Coll2Shoot,CollDwn2,CollDwn,CollUp2,CollUp,CollTogg,CollHold,Purge,Lauch Ball,Front Left Speed,Front Right Speed,Back Left Speed,Back Right Speed,Angle Speed,Left Launcher Solenoid,Right Launcher Solenoid,Shifter Solenoid,Air Compressor Switch,Ultrasonic Distance(cm),Gyro Angle,Transducer(PSI),Left Talon,Right Talon,Packet Count,Refresh Rate,Match Time,isEnabled,,
2014-Jun-28_10-37-05,10-37-05.5,0,9.091,152.819,-1,0.022,-0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.767,-0.808,0,0,0,2,1,68.864,-222.209,109.517,0,0,9390,5,46.121,1,??+?,
2014-Jun-28_10-37-05,10-37-05.6,0,8.866,169.708,-1,0.019,-0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.863,-0.904,0,0,0,2,1,62.569,-222.351,109.517,0,0,9395,5,46.22,1,???,
2014-Jun-28_10-37-05,10-37-05.7,0,10.715,51.486,-0.406,-0.005,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0.405,-0.411,-0.397,0,0,0,2,1,53.126,-222.499,109.403,0,0,9400,5,46.32,1,?!,
2014-Jun-28_10-37-05,10-37-05.8,0,12.027,7.796,-0.11,-0.02,-0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.127,-0.137,-0.096,0,0,0,2,1,39.487,-222.777,109.403,0,0,9410,5,46.52,1,?4?,
2014-Jun-28_10-37-05,10-37-05.9,0,12.045,6.694,-0.11,-0.028,-0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.228,-0.055,0,0,0,0,2,1,36.339,-222.917,109.403,0,0,9415,5,46.62,1,w?,
2014-Jun-28_10-37-06,10-37-06.0,0,12.045,7.796,-0.129,-0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.228,-0.219,-0.027,0,0,0,2,1,32.143,-223.059,109.289,0,0,9420,5,46.722,1,???4,
2014-Jun-28_10-37-06,10-37-06.1,0,11.958,14.404,-0.175,-0.078,0.011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.101,0.253,-0.247,-0.096,0,0,0,2,1,32.143,-223.197,109.403,0,0,9425,5,46.822,1,??,
2014-Jun-28_10-37-06,10-37-06.3,0,12.071,5.593,-0.175,-0.068,0.046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.101,0.241,-0.247,-0.11,0,0,0,1,1,42.634,-223.331,109.631,0,0,9430,5,46.921,1,?7N,
2014-Jun-28_10-37-06,10-37-06.4,0,12.131,3.757,-0.105,-0.028,0.035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.076,0.139,-0.137,-0.082,0,0,0,1,1,72.011,-223.469,109.517,0,0,9435,5,47.021,1,,
QI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Jun-28_10-37-06,10-37-06.5,0,12.166,3.39,-0.078,-0.037,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.114,-0.11,-0.041,0,0,0,1,1,70.962,-223.609,109.403,0,0,9440,5,47.121,1,???8,
2014-Jun-28_10-37-06,10-37-06.6,0,11.863,10.733,-0.202,-0.188,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.288,0.101,-0.685,-0.315,0,0,0,1,1,70.962,-223.748,109.517,0,0,9445,5,47.221,1,h??O,
2014-Jun-28_10-37-06,10-37-06.7,0,11.906,14.037,-0.175,-0.097,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096,0.101,-0.438,-0.247,0,0,0,1,1,72.011,-223.892,109.403,0,0,9450,5,47.321,1,??$,
2014-Jun-28_10-37-06,10-37-06.8,0,12.148,2.288,-0.051,-0.031,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.076,-0.082,-0.014,0,0,0,1,1,68.864,-224.03,109.403,0,0,9455,5,47.421,1,"??q	",
2014-Jun-28_10-37-06,10-37-06.9,0,12.183,2.656,-0.053,-0.043,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.101,-0.096,-0.014,0,0,0,1,1,69.913,-224.163,109.403,0,0,9460,5,47.521,1,?^:?,
2014-Jun-28_10-37-07,10-37-07.0,0,12.191,2.656,-0.065,-0.078,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,0.139,-0.137,0.013,0,0,0,1,1,66.765,-224.442,109.517,0,0,9470,5,47.72,1,;FZ?,
2014-Jun-28_10-37-07,10-37-07.1,0,12.2,2.656,-0.046,-0.078,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.127,-0.123,0.038,0,0,0,1,1,66.765,-224.616,109.517,0,0,9475,5,47.821,1,??9?,
2014-Jun-28_10-37-07,10-37-07.2,0,12.217,3.023,-0.039,-0.068,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.101,-0.11,0.025,0,0,0,1,1,65.716,-224.757,109.631,0,0,9480,5,47.921,1,[>??,
2014-Jun-28_10-37-07,10-37-07.5,0,12.261,1.187,-0.005,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-225.184,109.517,0,0,9495,5,48.221,1,;??r,
2014-Jun-28_10-37-07,10-37-07.6,0,12.261,1.187,-0.005,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-225.184,109.517,0,0,9495,5,48.221,1,?>?r,
2014-Jun-28_10-37-07,10-37-07.7,0,12.261,1.554,-0.001,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-225.326,109.403,0,0,9500,5,48.321,1,!???,
2014-Jun-28_10-37-07,10-37-07.8,0,12.269,1.921,-0.01,-0.006,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,-0.014,0,0,0,0,1,1,63.618,-225.464,109.517,0,0,9505,5,48.421,1,???,
2014-Jun-28_10-37-07,10-37-07.9,0,12.252,2.656,-0.051,-0.048,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,-0.096,0,0,0,0,1,1,65.716,-225.607,109.517,0,0,9510,5,48.521,1,????,
2014-Jun-28_10-37-08,10-37-08.0,0,12.183,6.327,-0.11,-0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,0.241,-0.233,0.025,0,0,0,1,1,63.618,-225.749,109.631,0,0,9515,5,48.621,1,??[N,
2014-Jun-28_10-37-08,10-37-08.1,0,12.209,4.124,-0.056,-0.078,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.139,-0.137,0.025,0,0,0,1,1,63.618,-225.891,109.517,0,0,9520,5,48.721,1,?3},
2014-Jun-28_10-37-08,10-37-08.2,0,12.252,3.39,-0.033,-0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.051,-0.055,-0.014,0,0,0,1,1,63.618,-226.033,109.631,0,0,9525,5,48.822,1,0?q,
2014-Jun-28_10-37-08,10-37-08.3,0,12.2,1.921,-0.001,-0.001,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-226.315,109.403,0,0,9535,5,49.021,1,gL,
2014-Jun-28_10-37-08,10-37-08.5,0,12.217,1.921,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-226.599,109.403,0,0,9545,5,49.222,1,?M??,
2014-Jun-28_10-37-08,10-37-08.7,0,12.252,2.288,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-226.737,109.517,0,0,9550,5,49.321,1,?`dL,
2014-Jun-28_10-37-08,10-37-08.8,0,12.269,1.554,-0.001,-0.001,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63.618,-226.877,109.631,0,0,9555,5,49.421,1,?S?S,
2014-Jun-28_10-37-08,10-37-08.9,0,12.278,1.554,-0.001,-0.001,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-227.015,109.631,0,0,9560,5,49.522,1,R??-,
2014-Jun-28_10-37-09,10-37-09.0,0,12.278,1.187,-0.001,-0.001,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-227.154,109.403,0,0,9565,5,49.621,1,q???,
2014-Jun-28_10-37-09,10-37-09.1,0,12.286,1.921,-0.001,-0.001,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-227.295,109.631,0,0,9570,5,49.72,1,???,
2014-Jun-28_10-37-09,10-37-09.2,0,12.295,1.554,-0.001,-0.001,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61.52,-227.433,109.517,0,0,9575,5,49.82,1,??,
2014-Jun-28_10-37-09,10-37-09.3,0,12.295,1.921,-0.001,-0.001,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61.52,-227.571,109.517,0,0,9580,5,49.92,1,????,
2014-Jun-28_10-37-09,10-37-09.4,0,12.071,11.467,-0.001,-0.001,-0.001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,62.569,-227.706,109.517,0,0,9585,5,50.021,1,@??,
2014-Jun-28_10-37-09,10-37-09.5,0,12.278,2.288,-0.001,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-227.988,109.631,0,0,9595,5,50.22,1,????,
2014-Jun-28_10-37-09,10-37-09.6,0,12.286,1.921,-0.001,-0.001,-0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-228.127,109.403,0,0,9600,5,50.321,1,????,
2014-Jun-28_10-37-09,10-37-09.8,0,12.286,1.921,-0.001,-0.001,-0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-228.268,109.403,0,0,9605,5,50.421,1,r??],
2014-Jun-28_10-37-09,10-37-09.9,0,12.295,2.656,-0.001,-0.001,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63.618,-228.404,109.403,0,0,9610,5,50.521,1,??,
2014-Jun-28_10-37-10,10-37-10.0,0,12.295,2.288,-0.001,-0.001,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63.618,-228.545,109.517,0,0,9615,5,50.622,1,Y?N?,
2014-Jun-28_10-37-10,10-37-10.1,0,12.304,1.187,-0.001,-0.001,-0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63.618,-228.716,109.517,0,0,9620,5,50.721,1,u?;?,
2014-Jun-28_10-37-10,10-37-10.2,0,12.312,1.921,-0.001,-0.001,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64.667,-228.855,109.517,0,0,9625,5,50.821,1,?g,
2014-Jun-28_10-37-10,10-37-10.3,0,12.312,1.554,0,0,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-228.999,109.403,0,0,9630,5,50.921,1,-%a,
2014-Jun-28_10-37-10,10-37-10.4,0,12.321,1.921,0,0,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-229.14,109.403,0,0,9635,5,51.021,1,????,
2014-Jun-28_10-37-10,10-37-10.5,0,12.321,1.554,0,0,-0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61.52,-229.28,109.631,0,0,9640,5,51.121,1,???q,
2014-Jun-28_10-37-10,10-37-10.6,0,12.321,1.554,0,0,-0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61.52,-229.562,109.631,0,0,9650,5,51.321,1,?,
?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Jun-28_10-37-10,10-37-10.7,0,12.321,1.921,0,0,-0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-229.701,109.403,0,0,9655,5,51.421,1,???,
2014-Jun-28_10-37-10,10-37-10.8,0,12.312,2.288,0,0,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64.667,-229.842,109.517,0,0,9660,5,51.52,1,??J,
2014-Jun-28_10-37-11,10-37-11.0,0,12.209,6.327,0,0,-0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,64.667,-229.982,109.517,0,0,9665,5,51.621,1,?q/,
2014-Jun-28_10-37-11,10-37-11.1,0,12.278,3.023,0,0,-0.025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,62.569,-230.126,109.517,0,0,9670,5,51.721,1,?,?9
2014-Jun-28_10-37-11,10-37-11.2,0,12.191,8.163,0,0,-0.025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,64.667,-230.263,109.517,0,0,9675,5,51.821,1,lWp-,
2014-Jun-28_10-37-11,10-37-11.3,0,12.304,2.656,0,0,-0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-230.403,109.631,0,0,9680,5,51.921,1,?A#?,
2014-Jun-28_10-37-11,10-37-11.4,0,12.312,2.656,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64.667,-230.541,109.517,0,0,9685,5,52.021,1,"?<""Q",
2014-Jun-28_10-37-11,10-37-11.5,0,12.312,2.656,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-230.684,109.403,0,0,9690,5,52.121,1,??o?,
2014-Jun-28_10-37-11,10-37-11.6,0,12.321,1.554,0,0,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-230.829,109.517,0,0,9695,5,52.221,1,??Y?,
2014-Jun-28_10-37-11,10-37-11.7,0,12.33,2.288,0,0,-0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61.52,-230.973,109.631,0,0,9700,5,52.322,1,!8iY,
2014-Jun-28_10-37-11,10-37-11.8,0,12.33,2.656,0,0,-0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63.618,-231.116,109.631,0,0,9705,5,52.421,1,?-??,
2014-Jun-28_10-37-12,10-37-12.0,0,12.321,1.921,0.003,0.001,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-231.68,109.517,0,0,9725,5,52.822,1,???`,
2014-Jun-28_10-37-12,10-37-12.2,0,12.321,1.921,0.003,0.001,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62.569,-231.68,109.517,0,0,9725,5,52.822,1,?r??,
2014-Jun-28_10-37-12,10-37-12.3,0,12.33,2.288,0.009,0.005,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,0.013,0,0,0,0,1,1,63.618,-231.825,109.517,0,0,9730,5,52.921,1,HL??,
2014-Jun-28_10-37-12,10-37-12.4,0,12.312,3.023,0.014,0.011,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.025,0,0,0,0,1,1,61.52,-231.968,109.517,0,0,9735,5,53.02,1,?f??,
2014-Jun-28_10-37-12,10-37-12.5,0,12.312,2.288,0.014,0.013,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.025,0,0,0,0,1,1,63.618,-232.112,109.517,0,0,9740,5,53.121,1,?a?,
2014-Jun-28_10-37-12,10-37-12.6,0,12.312,2.288,0.014,0.016,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.025,0,0,0,0,1,1,63.618,-232.247,109.631,0,0,9745,5,53.221,1,p?0.,
2014-Jun-28_10-37-12,10-37-12.7,0,12.321,2.656,0.018,0.018,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041,0.038,0,0,0,0,1,1,61.52,-232.387,109.517,0,0,9750,5,53.321,1,?JX?,
2014-Jun-28_10-37-12,10-37-12.8,0,12.312,2.656,0.021,0.027,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041,0.051,0,0,0,0,1,1,63.618,-232.531,109.631,0,0,9755,5,53.421,1,???,
2014-Jun-28_10-37-12,10-37-12.9,0,12.312,1.921,0.03,0.046,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,-0.082,0.076,-0.014,0,0,0,1,1,61.52,-232.816,109.631,0,0,9765,5,53.621,1,?] ,
2014-Jun-28_10-37-13,10-37-13.0,0,12.295,3.023,0.042,0.107,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,-0.151,0.152,-0.068,0,0,0,1,1,63.618,-232.987,109.517,0,0,9770,5,53.721,1,??!,
2014-Jun-28_10-37-13,10-37-13.1,0,12.269,8.163,0.044,0.121,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,-0.164,0.165,-0.082,0,0,0,1,1,61.52,-233.126,109.517,0,0,9775,5,53.821,1,L??,
2014-Jun-28_10-37-13,10-37-13.3,0,12.261,3.39,0.057,0.142,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,-0.205,0.203,-0.082,0,0,0,1,1,62.569,-233.266,109.631,0,0,9780,5,53.921,1,???,
2014-Jun-28_10-37-13,10-37-13.4,0,12.045,28.723,0.116,0.244,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,-0.356,0.367,-0.123,0,0,0,1,1,64.667,-233.41,109.517,0,0,9785,5,54.021,1,??Mk,
2014-Jun-28_10-37-13,10-37-13.5,0,11.846,32.394,0.142,0.347,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,-0.493,0.494,-0.205,0,0,0,1,1,65.716,-233.554,109.517,0,0,9790,5,54.122,1,y9??,
2014-Jun-28_10-37-13,10-37-13.6,0,11.941,26.153,0.142,0.347,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,-0.493,0.494,-0.205,0,0,0,1,1,67.815,-233.705,109.517,0,0,9795,5,54.22,1,???,
2014-Jun-28_10-37-13,10-37-13.7,0,11.993,13.303,0.142,0.347,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,-0.493,0.494,-0.205,0,0,0,1,1,30.044,-233.848,109.631,0,0,9800,5,54.32,1,??N?,
2014-Jun-28_10-37-13,10-37-13.8,0,12.096,5.96,0.116,0.221,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,-0.342,0.342,-0.11,0,0,0,1,1,31.093,-233.989,109.631,0,0,9805,5,54.42,1,]???,
2014-Jun-28_10-37-13,10-37-13.9,0,12.226,5.593,0.063,0.154,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,-0.219,0.215,-0.096,0,0,0,1,1,34.241,-234.13,109.517,0,0,9810,5,54.521,1,,
??>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-Jun-28_10-37-14,10-37-14.0,0,12.019,9.631,0.142,0.369,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,-0.507,0.506,-0.233,0,0,0,1,1,37.389,-234.271,109.517,0,0,9815,5,54.621,1,??S?,
2014-Jun-28_10-37-14,10-37-14.1,0,11.898,26.52,0.142,0.415,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,-0.562,0.557,-0.274,0,0,0,1,1,43.684,-234.415,109.631,0,0,9820,5,54.721,1,?1?1,
2014-Jun-28_10-37-14,10-37-14.2,0,12.166,3.023,0.083,0.112,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,-0.192,0.19,-0.027,0,0,0,1,1,55.225,-234.706,109.631,0,0,9830,5,54.921,1,r??,
2014-Jun-28_10-37-14,10-37-14.3,0,12.252,2.656,0,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61.52,-234.848,109.403,0,0,9835,5,55.021,1,4bK,
2014-Jun-28_10-37-14,10-37-14.5,0,12.286,2.288,0.001,-0.001,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66.765,-234.991,109.517,0,0,9840,5,55.121,1,?t,
2014-Jun-28_10-37-14,10-37-14.6,0,12.226,6.694,0.001,-0.001,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178,-0.178,-0.178,-0.178,0,0,0,1,1,67.815,-235.132,109.517,0,0,9845,5,55.221,1,^U?,
2014-Jun-28_10-37-14,10-37-14.7,0,11.259,44.143,0.001,-0.001,0.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.671,-0.671,-0.671,-0.671,0,0,0,1,1,66.765,-235.275,109.517,0,0,9850,5,55.321,1,?(?m,
2014-Jun-28_10-37-14,10-37-14.8,0,11.906,18.076,0.001,-0.001,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274,-0.274,-0.274,-0.274,0,0,0,1,1,66.765,-235.423,109.517,0,0,9855,5,55.421,1,BS?@,
2014-Jun-28_10-37-14,10-37-14.9,0,12.235,1.921,-0.001,-0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,67.815,-235.567,109.517,0,0,9860,5,55.521,1,?>??,
2014-Jun-28_10-37-15,10-37-15.0,0,12.261,1.554,-0.001,-0.004,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,67.815,-235.711,109.403,0,0,9865,5,55.621,1,+v>?,
2014-Jun-28_10-37-15,10-37-15.1,0,12.278,1.554,-0.012,-0.023,-0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,0.038,-0.041,0.013,0,0,0,1,1,68.864,-235.85,109.517,0,0,9870,5,55.721,1,???=,
2014-Jun-28_10-37-15,10-37-15.2,0,12.269,1.921,-0.03,-0.078,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055,0.101,-0.11,0.051,0,0,0,1,1,69.913,-235.987,109.517,0,0,9875,5,55.821,1,????,
2014-Jun-28_10-37-15,10-37-15.3,0,12.217,5.96,-0.039,-0.129,-0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096,0.165,-0.164,0.089,0,0,0,1,1,69.913,-236.268,109.403,0,0,9885,5,56.021,1,5?y@,
2014-Jun-28_10-37-15,10-37-15.4,0,12.148,3.757,-0.056,-0.209,-0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055,0.367,-0.164,0.253,0,0,0,1,1,69.913,-236.407,109.517,0,0,9890,5,56.121,1,?4??,
2014-Jun-28_10-37-15,10-37-15.5,0,11.898,17.341,-0.071,-0.265,-0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.582,-0.096,0.43,0,0,0,1,1,68.864,-236.553,109.631,0,0,9895,5,56.221,1,6? ?,
2014-Jun-28_10-37-15,10-37-15.7,0,11.958,12.569,-0.056,-0.265,-0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.506,-0.137,0.392,0,0,0,1,1,66.765,-236.698,109.631,0,0,9900,5,56.321,1,??w?,
2014-Jun-28_10-37-15,10-37-15.8,0,12.053,9.998,-0.039,-0.265,-0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,0.506,-0.11,0.418,0,0,0,1,1,64.667,-236.848,109.631,0,0,9905,5,56.421,1,J?bm,
2014-Jun-28_10-37-15,10-37-15.9,0,11.777,27.989,-0.039,-0.224,-0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0.772,0.253,0.696,0,0,0,1,1,59.421,-236.994,109.631,0,0,9910,5,56.521,1,?`??,
2014-Jun-28_10-37-16,10-37-16.0,0,11.837,18.076,-0.026,-0.202,-0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.671,0.215,0.62,0,0,0,1,1,56.274,-237.138,109.517,0,0,9915,5,56.621,1,??G?,
2014-Jun-28_10-37-16,10-37-16.1,0,12.174,4.491,-0.006,-0.028,-0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.101,0.038,0.089,0,0,0,1,1,52.077,-237.314,109.403,0,0,9920,5,56.721,1,tJk?,
2014-Jun-28_10-37-16,10-37-16.2,0,12.252,1.554,-0.023,-0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.038,-0.041,0,0,0,0,1,1,48.929,-237.461,109.517,0,0,9925,5,56.821,1,z??J,
2014-Jun-28_10-37-16,10-37-16.3,0,12.261,1.921,-0.022,-0.017,-0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,-0.041,0,0,0,0,1,1,43.684,-237.604,109.517,0,0,9930,5,56.921,1,????,
2014-Jun-28_10-37-16,10-37-16.4,0,12.252,3.023,-0.001,-0.002,-0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.114,0.114,0.114,0,0,0,1,1,40.536,-237.89,109.517,0,0,9940,5,57.121,1,?L??,
2014-Jun-28_10-37-16,10-37-16.5,0,12.235,5.593,0.027,0.023,-0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0.076,0.177,0.127,0,0,0,1,1,41.585,-238.032,109.517,0,0,9945,5,57.22,1,?C?,
2014-Jun-28_10-37-16,10-37-16.6,0,11.976,12.569,0.116,0.236,-0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,-0.219,0.494,0.013,0,0,0,1,1,43.684,-238.179,109.403,0,0,9950,5,57.32,1,O?a+,
2014-Jun-28_10-37-16,10-37-16.7,0,12.088,6.327,0.083,0.236,-0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,-0.274,0.367,-0.096,0,0,0,1,1,43.684,-238.323,109.631,0,0,9955,5,57.42,1,|{??,
2014-Jun-28_10-37-16,10-37-16.9,0,12.036,9.264,0.057,0.288,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,-0.342,0.342,-0.233,0,0,0,1,1,43.684,-238.474,109.517,0,0,9960,5,57.521,1,J?1v,
2014-Jun-28_10-37-17,10-37-17.0,0,12.088,8.163,0.04,0.236,-0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,-0.274,0.278,-0.192,0,0,0,1,1,44.733,-238.623,109.517,0,0,9965,5,57.622,1,?33,
2014-Jun-28_10-37-17,10-37-17.1,0,12.122,11.467,0.04,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,-0.274,0.266,-0.192,0,0,0,1,1,48.929,-238.767,109.403,0,0,9970,5,57.721,1,??|?,
